ibge_municipio,ubs_in_operational_source,active_ubs_cnes_st,ubs_with_recent_sia_production,active_ubs_with_recent_sia_production,sia_record_rows,sia_quantity_all_procedures,sia_approved_value,sia_competence_observations,populacao_residente,sia_reporting_coverage_pct,sia_quantity_all_procedures_per_1000,sia_quantity_per_reporting_ubs,production_interpretation,consultation_specific_status
110001,4,4,1,1,2289,25134.0,298910.6999999977,2,21494.0,25.0,1169.3495859309576,25134.0,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
110002,16,16,12,12,16269,179784.0,73624.28000000004,36,96833.0,75.0,1856.6397818925366,14982.0,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
110003,3,3,0,0,0,0.0,0.0,0,5351.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
110004,15,13,0,0,0,0.0,0.0,0,86887.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
110005,6,4,4,4,52386,71645.0,1493.8900000000008,12,15890.0,100.0,4508.8105726872245,17911.25,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
110006,5,5,5,5,3492,10745.0,0.0,5,15663.0,100.0,686.0116197407904,2149.0,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
110007,4,4,3,3,4236,33418.0,3911.58,9,7519.0,75.0,4444.473999202022,11139.333333333334,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
110008,3,3,3,3,86,86.0,31.0,3,12627.0,100.0,6.81080224914865,28.666666666666668,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
110009,6,6,0,0,0,0.0,0.0,0,29414.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
110010,10,9,0,0,0,0.0,0.0,0,39387.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
110011,12,11,0,0,0,0.0,0.0,0,50591.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
110012,17,17,0,0,0,0.0,0.0,0,124333.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
110013,9,7,6,6,1928,25501.0,126229.94999999968,11,30707.0,85.71428571428571,830.4621096166998,4250.166666666667,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
110014,5,3,0,0,0,0.0,0.0,0,15679.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
110015,7,7,6,6,8,1179.0,11790.0,6,35044.0,85.71428571428571,33.643419700947376,196.5,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
110018,8,8,5,5,34,34.0,340.0,5,35079.0,62.5,0.9692408563528037,6.8,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
110020,60,49,37,37,10423,68552.0,246168.81999999876,73,460434.0,75.51020408163265,148.8856166138904,1852.7567567567567,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
110025,9,8,1,1,1017,2040.0,10134.960000000032,2,19327.0,12.5,105.55181869922906,2040.0,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
110026,1,1,0,0,0,0.0,0.0,0,3471.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
110028,15,11,0,0,0,0.0,0.0,0,56406.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
110029,2,2,2,2,37186,37622.0,9294.110000000013,6,7419.0,100.0,5071.033832052837,18811.0,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
110030,10,8,0,0,0,0.0,0.0,0,95832.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
110032,4,4,4,4,17210,17275.0,10127.80000000004,4,21635.0,100.0,798.4746937832217,4318.75,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
110033,4,4,2,2,760,8441.0,42217.11000000053,3,25444.0,50.0,331.7481528061625,4220.5,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
110034,6,6,5,5,34855,34929.0,12805.429999999984,15,13117.0,83.33333333333334,2662.880231760311,6985.8,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
110037,6,6,0,0,0,0.0,0.0,0,11479.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
110040,5,5,1,1,1,2.0,0.0,1,16320.0,20.0,0.12254901960784313,2.0,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
110045,6,6,6,6,10917,87398.0,49596.80999999983,12,27992.0,100.0,3122.2492140611603,14566.333333333334,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
110050,2,2,0,0,0,0.0,0.0,0,7667.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
110060,3,3,0,0,0,0.0,0.0,0,4150.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
110070,5,5,5,5,857,7861.0,463.43,5,8844.0,100.0,888.8511985526911,1572.2,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
110080,4,3,1,1,345,1843.0,0.0,2,22310.0,33.33333333333333,82.6086956521739,1843.0,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
110090,2,2,2,2,1651,11215.0,2421.3599999999997,6,3233.0,100.0,3468.9143210640273,5607.5,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
110092,7,6,6,6,20827,21310.0,6492.100000000063,12,9324.0,100.0,2285.4997854997855,3551.6666666666665,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
110094,5,3,1,1,20,179.0,0.0,1,14863.0,33.33333333333333,12.043329072192693,179.0,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
110100,4,4,0,0,0,0.0,0.0,0,8001.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
110110,2,2,0,0,0,0.0,0.0,0,8548.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
110120,2,2,0,0,0,0.0,0.0,0,6466.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
110130,2,2,0,0,0,0.0,0.0,0,9235.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
110140,9,8,8,8,7699,53790.0,20950.420000000013,24,11548.0,100.0,4657.949428472463,6723.75,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
110143,1,1,0,0,0,0.0,0.0,0,6200.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
110145,3,3,0,0,0,0.0,0.0,0,4125.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
110146,2,1,1,1,3952,4044.0,70.0,2,2156.0,100.0,1875.69573283859,4044.0,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
110147,3,3,3,3,202,3255.0,4662.9000000000015,9,3076.0,100.0,1058.192457737321,1085.0,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
110148,3,2,0,0,0,0.0,0.0,0,5258.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
110149,6,6,6,6,70996,97171.0,265026.1799999936,18,16286.0,100.0,5966.535674812722,16195.166666666666,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
110150,3,3,1,1,837,12260.0,1858.0,1,11171.0,33.33333333333333,1097.484558231134,12260.0,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
110155,1,1,0,0,0,0.0,0.0,0,4256.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
110160,5,5,1,1,22,196.0,1085.9000000000003,1,8113.0,20.0,24.158757549611735,196.0,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
110170,3,3,1,1,81,526.0,22030.0,3,10725.0,33.33333333333333,49.044289044289044,526.0,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
110175,3,3,0,0,0,0.0,0.0,0,7788.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
110180,3,2,0,0,0,0.0,0.0,0,6479.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
120001,6,6,0,0,0,0.0,0.0,0,14021.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
120005,4,4,0,0,0,0.0,0.0,0,8100.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
120010,10,9,0,0,0,0.0,0.0,0,26000.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
120013,6,6,0,0,0,0.0,0.0,0,12917.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
120017,6,6,0,0,0,0.0,0.0,0,10392.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
120020,30,30,2,2,5,216.0,546.0,3,91888.0,6.666666666666667,2.350687793835974,108.0,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
120025,8,8,0,0,0,0.0,0.0,0,18757.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
120030,8,8,0,0,0,0.0,0.0,0,35426.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
120032,5,4,0,0,0,0.0,0.0,0,9222.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
120033,10,9,9,9,1035,3081.0,103541.7,27,19294.0,100.0,159.6869493106665,342.3333333333333,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
120034,4,3,0,0,0,0.0,0.0,0,11996.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
120035,5,5,0,0,0,0.0,0.0,0,17093.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
120038,8,8,0,0,0,0.0,0.0,0,16560.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
120039,5,5,0,0,0,0.0,0.0,0,10735.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
120040,107,72,63,63,107300,659026.0,107119.04999999999,188,364756.0,87.5,1806.7584906074196,10460.730158730159,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
120042,9,9,0,0,0,0.0,0.0,0,14938.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
120043,2,2,0,0,0,0.0,0.0,0,6723.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
120045,11,9,0,0,0,0.0,0.0,0,21454.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
120050,17,17,2,2,132,971.0,3686.33,5,41343.0,11.76470588235294,23.48644268679099,485.5,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
120060,10,9,0,0,0,0.0,0.0,0,43467.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
120070,8,8,0,0,0,0.0,0.0,0,18243.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
120080,5,5,0,0,0,0.0,0.0,0,16693.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
130002,6,6,0,0,0,0.0,0.0,0,15866.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
130006,3,3,0,0,0,0.0,0.0,0,10819.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
130008,1,1,0,0,0,0.0,0.0,0,9962.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
130010,5,5,5,5,244,754.0,356.0,8,17194.0,100.0,43.85250668837966,150.8,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
130014,8,8,8,8,874,874.0,1316.8,23,20647.0,100.0,42.33060493049838,109.25,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
130020,6,5,0,0,0,0.0,0.0,0,15314.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
130030,13,13,0,0,0,0.0,0.0,0,41564.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
130040,7,7,0,0,0,0.0,0.0,0,18834.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
130050,12,11,8,8,2713,2713.0,1220.0,19,31051.0,72.72727272727273,87.37238736272583,339.125,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
130060,6,6,0,0,0,0.0,0.0,0,37648.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
130068,3,3,0,0,0,0.0,0.0,0,23785.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
130070,5,5,0,0,0,0.0,0.0,0,35447.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
130080,9,9,8,8,1683,1730.0,763.5,15,33080.0,88.88888888888889,52.29746070133011,216.25,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
130083,4,4,1,1,20,20.0,4500.0,1,13469.0,25.0,1.4848912317172769,20.0,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
130090,3,3,0,0,0,0.0,0.0,0,16869.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
130100,6,6,0,0,0,0.0,0.0,0,28742.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
130110,13,13,0,0,0,0.0,0.0,0,30792.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
130120,15,15,0,0,0,0.0,0.0,0,70616.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
130140,4,4,0,0,0,0.0,0.0,0,33170.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
130150,4,4,0,0,0,0.0,0.0,0,17186.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
130160,4,4,4,4,475,793.0,34732.75000000002,9,25871.0,100.0,30.65208148119516,198.25,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
130165,5,5,0,0,0,0.0,0.0,0,13815.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
130170,15,15,0,0,0,0.0,0.0,0,57473.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
130180,4,4,0,0,0,0.0,0.0,0,24311.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
130185,21,20,0,0,0,0.0,0.0,0,61163.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
130190,17,17,1,1,1217,1247.0,14.0,1,103598.0,5.88235294117647,12.036911909496324,1247.0,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
130195,5,5,0,0,0,0.0,0.0,0,10937.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
130200,5,4,0,0,0,0.0,0.0,0,10162.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
130210,5,5,0,0,0,0.0,0.0,0,8858.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
130220,3,3,0,0,0,0.0,0.0,0,10742.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
130230,2,2,0,0,0,0.0,0.0,0,25172.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
130240,13,13,0,0,0,0.0,0.0,0,45448.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
130250,21,21,1,1,128,234.0,982.799999999999,2,101883.0,4.761904761904762,2.29675215688584,234.0,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
130255,3,3,0,0,0,0.0,0.0,0,17107.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
130260,261,207,191,191,43871,87444.0,271610.5100000005,500,2063689.0,92.27053140096618,42.37266371047188,457.8219895287958,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
130270,13,13,9,9,1524,37879.0,177697.08,23,53914.0,69.23076923076923,702.5818896761509,4208.777777777777,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
130280,5,5,0,0,0,0.0,0.0,0,15529.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
130290,9,7,0,0,0,0.0,0.0,0,61204.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
130300,7,7,0,0,0,0.0,0.0,0,20136.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
130310,7,7,0,0,0,0.0,0.0,0,27062.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
130320,7,7,0,0,0,0.0,0.0,0,15761.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
130330,9,8,6,6,342,736.0,326.0,10,23818.0,75.0,30.90099924426904,122.66666666666667,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
130340,21,20,7,7,1617,7123.0,64040.30000000002,21,96372.0,35.0,73.91150956709417,1017.5714285714286,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
130350,4,4,1,1,77,77.0,17325.0,3,19373.0,25.0,3.9746038300727813,77.0,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
130353,23,21,0,0,0,0.0,0.0,0,30668.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
130356,9,9,1,1,31,31.0,6975.0,3,24936.0,11.11111111111111,1.2431825473211422,31.0,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
130360,5,4,0,0,0,0.0,0.0,0,14164.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
130370,7,7,1,1,21,21.0,0.0,1,28211.0,14.285714285714285,0.7443904859806458,21.0,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
130380,6,6,0,0,0,0.0,0.0,0,51795.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
130390,6,6,1,1,296,296.0,8428.199999999972,1,32967.0,16.666666666666664,8.978675645342312,296.0,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
130395,4,4,0,0,0,0.0,0.0,0,11670.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
130400,6,6,0,0,0,0.0,0.0,0,11559.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
130406,8,8,1,1,59,35092.0,89934.11,3,66764.0,12.5,525.6126055958301,35092.0,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
130410,6,6,0,0,0,0.0,0.0,0,19599.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
130420,9,9,2,2,123,13344.0,39518.34,3,73669.0,22.22222222222222,181.1345342002742,6672.0,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
130423,5,5,5,5,1958,425357.0,4873.28,10,19247.0,100.0,22099.91167454668,85071.4,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
130426,3,3,0,0,0,0.0,0.0,0,14431.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
130430,5,5,0,0,0,0.0,0.0,0,18631.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
130440,5,5,0,0,0,0.0,0.0,0,23945.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
140002,10,8,0,0,0,0.0,0.0,0,13927.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
140005,8,8,0,0,0,0.0,0.0,0,21096.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
140010,56,48,2,2,454,9082.0,84069.25000000001,6,413486.0,4.166666666666666,21.964467962639606,4541.0,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
140015,11,10,0,0,0,0.0,0.0,0,13923.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
140017,5,4,0,0,0,0.0,0.0,0,18682.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
140020,10,8,0,0,0,0.0,0.0,0,20957.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
140023,3,3,0,0,0,0.0,0.0,0,10656.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
140028,5,5,5,5,154,4330.0,0.0,10,10023.0,100.0,432.0063853137783,866.0,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
140030,8,8,1,1,45,89.0,9900.0,1,18095.0,12.5,4.9184857695496,89.0,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
140040,11,6,0,0,0,0.0,0.0,0,13986.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
140045,12,8,0,0,0,0.0,0.0,0,19305.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
140047,14,13,3,3,497,3919.0,19120.20999999997,7,32647.0,23.076923076923077,120.04165773271663,1306.3333333333333,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
140050,2,2,0,0,0,0.0,0.0,0,8858.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
140060,5,5,0,0,0,0.0,0.0,0,7315.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
140070,8,3,0,0,0,0.0,0.0,0,13751.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
150010,30,30,2,2,394,5438.0,35907.35,4,158188.0,6.666666666666667,34.37681745770855,2719.0,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
150013,3,3,0,0,0,0.0,0.0,0,6136.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
150020,11,11,6,6,934,6867.0,44664.119999999995,11,59023.0,54.54545454545454,116.34447588228318,1144.5,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
150030,6,6,0,0,0,0.0,0.0,0,37765.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
150034,9,9,0,0,0,0.0,0.0,0,18080.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
150040,6,6,0,0,0,0.0,0.0,0,69377.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
150050,9,9,0,0,0,0.0,0.0,0,34280.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
150060,28,27,0,0,0,0.0,0.0,0,126279.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
150070,1,1,1,1,59,59.0,13275.0,3,28011.0,100.0,2.1063153761022453,59.0,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
150080,72,66,7,7,1344,471181.0,1957056.48,21,478778.0,10.606060606060606,984.1325207089716,67311.57142857143,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
150085,10,10,0,0,0,0.0,0.0,0,31850.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
150090,4,4,0,0,0,0.0,0.0,0,44573.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
150095,9,9,1,1,271,305.0,2943.3,3,23774.0,11.11111111111111,12.829141078489107,305.0,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
150100,7,7,0,0,0,0.0,0.0,0,18290.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
150110,6,5,1,1,64,64.0,14400.0,3,31892.0,20.0,2.0067728583970905,64.0,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
150120,14,14,2,2,324,430.0,0.0,3,51641.0,14.285714285714285,8.326717143355086,215.0,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
150125,2,2,0,0,0,0.0,0.0,0,4031.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
150130,31,30,1,1,40,483.0,8721.6,2,126650.0,3.3333333333333335,3.8136596920647454,483.0,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
150140,98,95,9,9,9257,234612.0,846811.9899999988,24,1303403.0,9.473684210526317,179.99958569989482,26068.0,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
150145,10,10,0,0,0,0.0,0.0,0,18099.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
150150,18,18,1,1,1988,50564.0,253964.58000000063,3,63567.0,5.555555555555555,795.4441770100839,50564.0,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
150157,5,5,0,0,0,0.0,0.0,0,18005.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
150160,9,8,0,0,0,0.0,0.0,0,12622.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
150170,33,32,1,1,46,46.0,10350.0,1,123082.0,3.125,0.37373458344843274,46.0,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
150172,7,7,1,1,113,113.0,25425.0,2,24718.0,14.285714285714285,4.57156727890606,113.0,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
150175,4,4,0,0,0,0.0,0.0,0,6783.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
150178,18,18,1,1,16,16.0,3600.0,1,45712.0,5.555555555555555,0.35001750087504374,16.0,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
150180,21,21,0,0,0,0.0,0.0,0,106968.0,0.0,0.0,,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
150190,10,9,6,6,214,948.0,424.52,10,24383.0,66.66666666666666,38.87954722552598,158.0,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
150195,15,14,3,3,1397,21915.0,117651.9000000001,9,19630.0,21.428571428571427,1116.4034640855834,7305.0,all_outpatient_procedures_reporting_proxy,not_yet_filtered_by_sigtap
