uf_sigla,uf_nome,regiao_nome,municipalities,ubs_records,valid_coordinate_records,missing_coordinate_records,population,area_km2,ubs_per_10k_population,ubs_per_1000_km2,coordinate_validity_pct
,,,5483,47714,45782,1932,0.0,0.0,inf,inf,95.95087395732908
