competencia_cnes,regiao_aps,uf_sigla,estado_nome,municipio_nome_aps,ibge_municipio,aps_populacao,qt_esf,qt_eap_20hs,qt_eap_30hs,qt_ecr,qt_cadastro_ecr,qt_eapp_20hs,qt_cadastro_eapp_20hs,qt_eapp_30hs,qt_cadastro_eapp_30hs,qt_esfr,qt_cadastro_esfr,qt_cadastros_ecr_eapp,aps_capacidade_equipe,cobertura_aps_pct,municipio_key
01/2021,SUDESTE,SP,SAO PAULO,PINHALZINHO,353820,15388.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9625.0,62.54,pinhalzinho
01/2021,SUDESTE,SP,SAO PAULO,PIQUEROBI,353830,3699.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,189.24,piquerobi
01/2021,SUDESTE,SP,SAO PAULO,PIQUETE,353850,13575.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14000.0,103.13,piquete
01/2021,SUDESTE,SP,SAO PAULO,PIRACAIA,353860,27462.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13125.0,47.79,piracaia
01/2021,SUDESTE,SP,SAO PAULO,PIRACICABA,353870,407252.0,51.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217000.0,53.28,piracicaba
01/2021,SUDESTE,SP,SAO PAULO,PIRAJU,353880,29869.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31500.0,105.46,piraju
01/2021,SUDESTE,SP,SAO PAULO,PIRAJUÍ,353890,25719.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20125.0,78.24,pirajui
01/2021,SUDESTE,SP,SAO PAULO,PIRANGI,353900,11471.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14000.0,122.04,pirangi
01/2021,SUDESTE,SP,SAO PAULO,PIRAPORA DO BOM JESUS,353910,19178.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,54.75,pirapora_do_bom_jesus
01/2021,SUDESTE,SP,SAO PAULO,PIRAPOZINHO,353920,27754.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28000.0,100.88,pirapozinho
01/2021,SUDESTE,SP,SAO PAULO,PIRASSUNUNGA,353930,76877.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49000.0,63.73,pirassununga
01/2021,SUDESTE,SP,SAO PAULO,PIRATININGA,353940,13765.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,76.28,piratininga
01/2021,SUDESTE,SP,SAO PAULO,PITANGUEIRAS,353950,40080.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28875.0,72.04,pitangueiras
01/2021,SUDESTE,SP,SAO PAULO,PLANALTO,353960,5304.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,131.97,planalto
01/2021,SUDESTE,SP,SAO PAULO,PLATINA,353970,3578.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3500.0,97.82,platina
01/2021,SUDESTE,SP,SAO PAULO,POÁ,353980,118349.0,9.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59500.0,50.27,poa
01/2021,SUDESTE,SP,SAO PAULO,POLONI,353990,6113.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3500.0,57.25,poloni
01/2021,SUDESTE,SP,SAO PAULO,POMPÉIA,354000,22172.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29750.0,134.17,pompeia
01/2021,SUDESTE,SP,SAO PAULO,PONGAÍ,354010,3400.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3500.0,102.94,pongai
01/2021,SUDESTE,SP,SAO PAULO,PONTAL,354020,50852.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35000.0,68.82,pontal
01/2021,SUDESTE,SP,SAO PAULO,PONTALINDA,354025,4674.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5250.0,112.32,pontalinda
01/2021,SUDESTE,SP,SAO PAULO,PONTES GESTAL,354030,2577.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3500.0,135.81,pontes_gestal
01/2021,SUDESTE,SP,SAO PAULO,POPULINA,354040,4152.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,168.59,populina
01/2021,SUDESTE,SP,SAO PAULO,PORANGABA,354050,10067.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,104.3,porangaba
01/2021,SUDESTE,SP,SAO PAULO,PORTO FELIZ,354060,53402.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45500.0,85.2,porto_feliz
01/2021,SUDESTE,SP,SAO PAULO,PORTO FERREIRA,354070,56504.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35000.0,61.94,porto_ferreira
01/2021,SUDESTE,SP,SAO PAULO,POTIM,354075,25130.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17500.0,69.63,potim
01/2021,SUDESTE,SP,SAO PAULO,POTIRENDABA,354080,17516.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21000.0,119.89,potirendaba
01/2021,SUDESTE,SP,SAO PAULO,PRACINHA,354085,4212.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,166.19,pracinha
01/2021,SUDESTE,SP,SAO PAULO,PRADÓPOLIS,354090,21873.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,32.0,pradopolis
01/2021,SUDESTE,SP,SAO PAULO,PRAIA GRANDE,354100,330845.0,102.0,0.0,0.0,1.0,3500.0,0.0,0.0,0.0,0.0,0.0,0.0,3500.0,360500.0,108.96,praia_grande
01/2021,SUDESTE,SP,SAO PAULO,PRATÂNIA,354105,5317.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6125.0,115.19,pratania
01/2021,SUDESTE,SP,SAO PAULO,PRESIDENTE ALVES,354110,4080.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,171.56,presidente_alves
01/2021,SUDESTE,SP,SAO PAULO,PRESIDENTE BERNARDES,354120,13023.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21000.0,161.25,presidente_bernardes
01/2021,SUDESTE,SP,SAO PAULO,PRESIDENTE EPITÁCIO,354130,44389.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40250.0,90.67,presidente_epitacio
01/2021,SUDESTE,SP,SAO PAULO,PRESIDENTE PRUDENTE,354140,230371.0,24.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131250.0,56.97,presidente_prudente
01/2021,SUDESTE,SP,SAO PAULO,PRESIDENTE VENCESLAU,354150,39583.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40250.0,101.68,presidente_venceslau
01/2021,SUDESTE,SP,SAO PAULO,PROMISSÃO,354160,40828.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21000.0,51.43,promissao
01/2021,SUDESTE,SP,SAO PAULO,QUADRA,354165,3854.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3500.0,90.81,quadra
01/2021,SUDESTE,SP,SAO PAULO,QUATÁ,354170,14210.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14000.0,98.52,quata
01/2021,SUDESTE,SP,SAO PAULO,QUEIROZ,354180,3460.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3500.0,101.15,queiroz
01/2021,SUDESTE,SP,SAO PAULO,QUELUZ,354190,13606.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,77.17,queluz
01/2021,SUDESTE,SP,SAO PAULO,QUINTANA,354200,6688.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,156.99,quintana
01/2021,SUDESTE,SP,SAO PAULO,RAFARD,354210,9101.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,76.91,rafard
01/2021,SUDESTE,SP,SAO PAULO,RANCHARIA,354220,29726.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28000.0,94.19,rancharia
01/2021,SUDESTE,SP,SAO PAULO,REDENÇÃO DA SERRA,354230,3839.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3500.0,91.16,redencao_da_serra
01/2021,SUDESTE,SP,SAO PAULO,REGENTE FEIJÓ,354240,20394.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28000.0,137.29,regente_feijo
01/2021,SUDESTE,SP,SAO PAULO,REGINÓPOLIS,354250,9837.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15750.0,160.1,reginopolis
01/2021,SUDESTE,SP,SAO PAULO,REGISTRO,354260,56393.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70000.0,124.12,registro
01/2021,SUDESTE,SP,SAO PAULO,RESTINGA,354270,7679.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,91.15,restinga
01/2021,SUDESTE,SP,SAO PAULO,RIBEIRA,354280,3330.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,210.21,ribeira
01/2021,SUDESTE,SP,SAO PAULO,RIBEIRÃO BONITO,354290,13299.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8750.0,65.79,ribeirao_bonito
01/2021,SUDESTE,SP,SAO PAULO,RIBEIRÃO BRANCO,354300,16211.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17500.0,107.95,ribeirao_branco
01/2021,SUDESTE,SP,SAO PAULO,RIBEIRÃO CORRENTE,354310,4752.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5250.0,110.47,ribeirao_corrente
01/2021,SUDESTE,SP,SAO PAULO,RIBEIRÃO DO SUL,354320,4539.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6125.0,134.94,ribeirao_do_sul
01/2021,SUDESTE,SP,SAO PAULO,RIBEIRÃO DOS ÍNDIOS,354323,2224.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3500.0,157.37,ribeirao_dos_indios
01/2021,SUDESTE,SP,SAO PAULO,RIBEIRÃO GRANDE,354325,7679.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,136.73,ribeirao_grande
01/2021,SUDESTE,SP,SAO PAULO,RIBEIRÃO PIRES,354330,124159.0,14.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54250.0,43.69,ribeirao_pires
01/2021,SUDESTE,SP,SAO PAULO,RIBEIRÃO PRETO,354340,711825.0,51.0,73.0,9.0,1.0,3500.0,0.0,0.0,0.0,0.0,0.0,0.0,3500.0,347375.0,48.8,ribeirao_preto
01/2021,SUDESTE,SP,SAO PAULO,RIFAINA,354360,3640.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3500.0,96.15,rifaina
01/2021,SUDESTE,SP,SAO PAULO,RINCÃO,354370,10812.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12250.0,113.3,rincao
01/2021,SUDESTE,SP,SAO PAULO,RINÓPOLIS,354380,9961.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,105.41,rinopolis
01/2021,SUDESTE,SP,SAO PAULO,RIO CLARO,354390,208008.0,25.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95375.0,45.85,rio_claro
01/2021,SUDESTE,SP,SAO PAULO,RIO DAS PEDRAS,354400,35738.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12250.0,34.27,rio_das_pedras
01/2021,SUDESTE,SP,SAO PAULO,RIO GRANDE DA SERRA,354410,51436.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31500.0,61.24,rio_grande_da_serra
01/2021,SUDESTE,SP,SAO PAULO,RIOLÂNDIA,354420,12689.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19250.0,151.7,riolandia
01/2021,SUDESTE,SP,SAO PAULO,RIVERSUL,354350,5443.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,128.6,riversul
01/2021,SUDESTE,SP,SAO PAULO,ROSANA,354425,16281.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27125.0,166.6,rosana
01/2021,SUDESTE,SP,SAO PAULO,ROSEIRA,354430,10801.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14000.0,129.61,roseira
01/2021,SUDESTE,SP,SAO PAULO,RUBIÁCEA,354440,3162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3500.0,110.68,rubiacea
01/2021,SUDESTE,SP,SAO PAULO,RUBINÉIA,354450,3170.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3500.0,110.41,rubineia
01/2021,SUDESTE,SP,SAO PAULO,SABINO,354460,5614.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11375.0,202.61,sabino
01/2021,SUDESTE,SP,SAO PAULO,SAGRES,354470,2430.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3500.0,144.03,sagres
01/2021,SUDESTE,SP,SAO PAULO,SALES,354480,6407.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,109.25,sales
01/2021,SUDESTE,SP,SAO PAULO,SALES OLIVEIRA,354490,11998.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14000.0,116.68,sales_oliveira
01/2021,SUDESTE,SP,SAO PAULO,SALESÓPOLIS,354500,17252.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6125.0,35.5,salesopolis
01/2021,SUDESTE,SP,SAO PAULO,SALMOURÃO,354510,5337.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,131.15,salmourao
01/2021,SUDESTE,SP,SAO PAULO,SALTINHO,354515,8393.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6125.0,72.97,saltinho
01/2021,SUDESTE,SP,SAO PAULO,SALTO,354520,119736.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66500.0,55.53,salto
01/2021,SUDESTE,SP,SAO PAULO,SALTO DE PIRAPORA,354530,45860.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45500.0,99.21,salto_de_pirapora
01/2021,SUDESTE,SP,SAO PAULO,SALTO GRANDE,354540,9364.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,74.75,salto_grande
01/2021,SUDESTE,SP,SAO PAULO,SANDOVALINA,354550,4354.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,160.77,sandovalina
01/2021,SUDESTE,SP,SAO PAULO,SANTA ADÉLIA,354560,15561.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14000.0,89.96,santa_adelia
01/2021,SUDESTE,SP,SAO PAULO,SANTA ALBERTINA,354570,6022.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,116.24,santa_albertina
01/2021,SUDESTE,SP,SAO PAULO,SANTA BÁRBARA D'OESTE,354580,194390.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63000.0,32.4,santa_barbara_d_oeste
01/2021,SUDESTE,SP,SAO PAULO,SANTA BRANCA,354600,14857.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,70.67,santa_branca
01/2021,SUDESTE,SP,SAO PAULO,SANTA CLARA D'OESTE,354610,2113.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3500.0,165.64,santa_clara_d_oeste
01/2021,SUDESTE,SP,SAO PAULO,SANTA CRUZ DA CONCEIÇÃO,354620,4544.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5250.0,115.53,santa_cruz_da_conceicao
01/2021,SUDESTE,SP,SAO PAULO,SANTA CRUZ DA ESPERANÇA,354625,2153.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3500.0,162.56,santa_cruz_da_esperanca
01/2021,SUDESTE,SP,SAO PAULO,SANTA CRUZ DAS PALMEIRAS,354630,34737.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17500.0,50.37,santa_cruz_das_palmeiras
01/2021,SUDESTE,SP,SAO PAULO,SANTA CRUZ DO RIO PARDO,354640,47943.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29750.0,62.05,santa_cruz_do_rio_pardo
01/2021,SUDESTE,SP,SAO PAULO,SANTA ERNESTINA,354650,5588.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3500.0,62.63,santa_ernestina
01/2021,SUDESTE,SP,SAO PAULO,SANTA FÉ DO SUL,354660,32563.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31500.0,96.73,santa_fe_do_sul
01/2021,SUDESTE,SP,SAO PAULO,SANTA GERTRUDES,354670,27381.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17500.0,63.91,santa_gertrudes
01/2021,SUDESTE,SP,SAO PAULO,SANTA ISABEL,354680,57966.0,8.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37625.0,64.9,santa_isabel
01/2021,SUDESTE,SP,SAO PAULO,SANTA LÚCIA,354690,8854.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3500.0,39.53,santa_lucia
01/2021,SUDESTE,SP,SAO PAULO,SANTA MARIA DA SERRA,354700,6236.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5250.0,84.18,santa_maria_da_serra
01/2021,SUDESTE,SP,SAO PAULO,SANTA MERCEDES,354710,2943.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3500.0,118.92,santa_mercedes
01/2021,SUDESTE,SP,SAO PAULO,SANTA RITA D'OESTE,354740,2487.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3500.0,140.73,santa_rita_d_oeste
01/2021,SUDESTE,SP,SAO PAULO,SANTA RITA DO PASSA QUATRO,354750,27600.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14000.0,50.72,santa_rita_do_passa_quatro
01/2021,SUDESTE,SP,SAO PAULO,SANTA ROSA DE VITERBO,354760,26753.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,26.16,santa_rosa_de_viterbo
01/2021,SUDESTE,SP,SAO PAULO,SANTA SALETE,354765,1552.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3500.0,225.51,santa_salete
01/2021,SUDESTE,SP,SAO PAULO,SANTANA DA PONTE PENSA,354720,1467.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3500.0,238.58,santana_da_ponte_pensa
01/2021,SUDESTE,SP,SAO PAULO,SANTANA DE PARNAÍBA,354730,142301.0,0.0,23.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51625.0,36.27,santana_de_parnaiba
01/2021,SUDESTE,SP,SAO PAULO,SANTO ANASTÁCIO,354770,20866.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15750.0,75.48,santo_anastacio
01/2021,SUDESTE,SP,SAO PAULO,SANTO ANDRÉ,354780,721368.0,52.0,32.0,15.0,1.0,3500.0,0.0,0.0,0.0,0.0,0.0,0.0,3500.0,466375.0,64.65,santo_andre
01/2021,SUDESTE,SP,SAO PAULO,SANTO ANTÔNIO DA ALEGRIA,354790,6977.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8750.0,125.41,santo_antonio_da_alegria
01/2021,SUDESTE,SP,SAO PAULO,SANTO ANTÔNIO DE POSSE,354800,23529.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21000.0,89.25,santo_antonio_de_posse
01/2021,SUDESTE,SP,SAO PAULO,SANTO ANTÔNIO DO ARACANGUÁ,354805,8481.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,123.8,santo_antonio_do_aracangua
01/2021,SUDESTE,SP,SAO PAULO,SANTO ANTÔNIO DO JARDIM,354810,5940.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3500.0,58.92,santo_antonio_do_jardim
01/2021,SUDESTE,SP,SAO PAULO,SANTO ANTÔNIO DO PINHAL,354820,6827.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,153.8,santo_antonio_do_pinhal
01/2021,SUDESTE,SP,SAO PAULO,SANTO EXPEDITO,354830,3135.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3500.0,111.64,santo_expedito
01/2021,SUDESTE,SP,SAO PAULO,SANTÓPOLIS DO AGUAPEÍ,354840,4817.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,145.31,santopolis_do_aguapei
01/2021,SUDESTE,SP,SAO PAULO,SANTOS,354850,433656.0,43.0,2.0,6.0,1.0,3500.0,0.0,0.0,0.0,0.0,0.0,0.0,3500.0,208250.0,48.02,santos
01/2021,SUDESTE,SP,SAO PAULO,SÃO BENTO DO SAPUCAÍ,354860,10893.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,96.39,sao_bento_do_sapucai
01/2021,SUDESTE,SP,SAO PAULO,SÃO BERNARDO DO CAMPO,354870,844483.0,158.0,12.0,3.0,1.0,3500.0,0.0,0.0,0.0,0.0,0.0,0.0,3500.0,585375.0,69.31,sao_bernardo_do_campo
01/2021,SUDESTE,SP,SAO PAULO,SÃO CAETANO DO SUL,354880,161957.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101500.0,62.67,sao_caetano_do_sul
01/2021,SUDESTE,SP,SAO PAULO,SÃO CARLOS,354890,254484.0,22.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91875.0,36.1,sao_carlos
01/2021,SUDESTE,SP,SAO PAULO,SÃO FRANCISCO,354900,2817.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3500.0,124.24,sao_francisco
01/2021,SUDESTE,SP,SAO PAULO,SÃO JOÃO DA BOA VISTA,354910,91771.0,17.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78750.0,85.81,sao_joao_da_boa_vista
01/2021,SUDESTE,SP,SAO PAULO,SÃO JOÃO DE IRACEMA,354925,1932.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3500.0,181.15,sao_joao_de_iracema
01/2021,SUDESTE,SP,SAO PAULO,SÃO JOÃO DO PAU D'ALHO,354930,2100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3500.0,166.66,sao_joao_do_pau_d_alho
01/2021,SUDESTE,SP,SAO PAULO,SÃO JOAQUIM DA BARRA,354940,52319.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35000.0,66.89,sao_joaquim_da_barra
01/2021,SUDESTE,SP,SAO PAULO,SÃO JOSÉ DA BELA VISTA,354950,8960.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,117.18,sao_jose_da_bela_vista
01/2021,SUDESTE,SP,SAO PAULO,SÃO JOSÉ DO BARREIRO,354960,4144.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,168.91,sao_jose_do_barreiro
01/2021,SUDESTE,SP,SAO PAULO,SÃO JOSÉ DO RIO PARDO,354970,55124.0,8.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35875.0,65.08,sao_jose_do_rio_pardo
01/2021,SUDESTE,SP,SAO PAULO,SÃO JOSÉ DO RIO PRETO,354980,464983.0,60.0,4.0,2.0,2.0,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,253750.0,54.57,sao_jose_do_rio_preto
