competencia_cnes,regiao_aps,uf_sigla,estado_nome,municipio_nome_aps,ibge_municipio,aps_populacao,qt_esf,qt_eap_20hs,qt_eap_30hs,qt_ecr,qt_cadastro_ecr,qt_eapp_20hs,qt_cadastro_eapp_20hs,qt_eapp_30hs,qt_cadastro_eapp_30hs,qt_esfr,qt_cadastro_esfr,qt_cadastros_ecr_eapp,aps_capacidade_equipe,cobertura_aps_pct,municipio_key
01/2021,NORTE,AC,ACRE,ACRELÂNDIA,120001,15490.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21000.0,135.57,acrelandia
01/2021,NORTE,AC,ACRE,ASSIS BRASIL,120005,7534.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,139.36,assis_brasil
01/2021,NORTE,AC,ACRE,BRASILÉIA,120010,26702.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31500.0,117.96,brasileia
01/2021,NORTE,AC,ACRE,BUJARI,120013,10420.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12277.0,117.82,bujari
01/2021,NORTE,AC,ACRE,CAPIXABA,120017,12008.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17500.0,145.73,capixaba
01/2021,NORTE,AC,ACRE,CRUZEIRO DO SUL,120020,89072.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136500.0,153.24,cruzeiro_do_sul
01/2021,NORTE,AC,ACRE,EPITACIOLÂNDIA,120025,18696.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24500.0,131.04,epitaciolandia
01/2021,NORTE,AC,ACRE,FEIJÓ,120030,34884.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28000.0,80.26,feijo
01/2021,NORTE,AC,ACRE,JORDÃO,120032,8473.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,123.92,jordao
01/2021,NORTE,AC,ACRE,MÂNCIO LIMA,120033,19311.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28000.0,144.99,mancio_lima
01/2021,NORTE,AC,ACRE,MANOEL URBANO,120034,9581.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11908.0,124.28,manoel_urbano
01/2021,NORTE,AC,ACRE,MARECHAL THAUMATURGO,120035,19299.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15239.0,78.96,marechal_thaumaturgo
01/2021,NORTE,AC,ACRE,PLÁCIDO DE CASTRO,120038,19955.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28000.0,140.31,placido_de_castro
01/2021,NORTE,AC,ACRE,PORTO ACRE,120080,18824.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17500.0,92.96,porto_acre
01/2021,NORTE,AC,ACRE,PORTO WALTER,120039,12241.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16551.0,135.2,porto_walter
01/2021,NORTE,AC,ACRE,RIO BRANCO,120040,413418.0,73.0,4.0,10.0,1.0,3500.0,0.0,0.0,0.0,0.0,0.0,0.0,3500.0,327250.0,79.15,rio_branco
01/2021,NORTE,AC,ACRE,RODRIGUES ALVES,120042,19351.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28000.0,144.69,rodrigues_alves
01/2021,NORTE,AC,ACRE,SANTA ROSA DO PURUS,120043,6717.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,104.21,santa_rosa_do_purus
01/2021,NORTE,AC,ACRE,SENA MADUREIRA,120050,46511.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55709.0,119.77,sena_madureira
01/2021,NORTE,AC,ACRE,SENADOR GUIOMARD,120045,23236.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28000.0,120.5,senador_guiomard
01/2021,NORTE,AC,ACRE,TARAUACÁ,120060,43151.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35000.0,81.11,tarauaca
01/2021,NORTE,AC,ACRE,XAPURI,120070,19596.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26250.0,133.95,xapuri
01/2021,NORDESTE,AL,ALAGOAS,ÁGUA BRANCA,270010,20230.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31500.0,155.7,agua_branca
01/2021,NORDESTE,AL,ALAGOAS,ANADIA,270020,17526.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24500.0,139.79,anadia
01/2021,NORDESTE,AL,ALAGOAS,ARAPIRACA,270030,233047.0,67.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248500.0,106.63,arapiraca
01/2021,NORDESTE,AL,ALAGOAS,ATALAIA,270040,47365.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52500.0,110.84,atalaia
01/2021,NORDESTE,AL,ALAGOAS,BARRA DE SANTO ANTÔNIO,270050,16068.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21000.0,130.69,barra_de_santo_antonio
01/2021,NORDESTE,AL,ALAGOAS,BARRA DE SÃO MIGUEL,270060,8378.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,125.32,barra_de_sao_miguel
01/2021,NORDESTE,AL,ALAGOAS,BATALHA,270070,18338.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24500.0,133.6,batalha
01/2021,NORDESTE,AL,ALAGOAS,BELÉM,270080,4284.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,163.39,belem
01/2021,NORDESTE,AL,ALAGOAS,BELO MONTE,270090,6710.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,156.48,belo_monte
01/2021,NORDESTE,AL,ALAGOAS,BOCA DA MATA,270100,27356.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38500.0,140.73,boca_da_mata
01/2021,NORDESTE,AL,ALAGOAS,BRANQUINHA,270110,10460.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17500.0,167.3,branquinha
01/2021,NORDESTE,AL,ALAGOAS,CACIMBINHAS,270120,10889.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17500.0,160.71,cacimbinhas
01/2021,NORDESTE,AL,ALAGOAS,CAJUEIRO,270130,21331.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28000.0,131.26,cajueiro
01/2021,NORDESTE,AL,ALAGOAS,CAMPESTRE,270135,6954.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,150.99,campestre
01/2021,NORDESTE,AL,ALAGOAS,CAMPO ALEGRE,270140,57537.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66500.0,115.57,campo_alegre
01/2021,NORDESTE,AL,ALAGOAS,CAMPO GRANDE,270150,9567.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14000.0,146.33,campo_grande
01/2021,NORDESTE,AL,ALAGOAS,CANAPI,270160,17719.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27125.0,153.08,canapi
01/2021,NORDESTE,AL,ALAGOAS,CAPELA,270170,16979.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28000.0,164.9,capela
01/2021,NORDESTE,AL,ALAGOAS,CARNEIROS,270180,9159.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,114.64,carneiros
01/2021,NORDESTE,AL,ALAGOAS,CHÃ PRETA,270190,7311.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14000.0,191.49,cha_preta
01/2021,NORDESTE,AL,ALAGOAS,COITÉ DO NÓIA,270200,10643.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17500.0,164.42,coite_do_noia
01/2021,NORDESTE,AL,ALAGOAS,COLÔNIA LEOPOLDINA,270210,21818.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28000.0,128.33,colonia_leopoldina
01/2021,NORDESTE,AL,ALAGOAS,COQUEIRO SECO,270220,5864.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,179.05,coqueiro_seco
01/2021,NORDESTE,AL,ALAGOAS,CORURIPE,270230,57294.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59500.0,103.85,coruripe
01/2021,NORDESTE,AL,ALAGOAS,CRAÍBAS,270235,24309.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31500.0,129.58,craibas
01/2021,NORDESTE,AL,ALAGOAS,DELMIRO GOUVEIA,270240,52262.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59500.0,113.84,delmiro_gouveia
01/2021,NORDESTE,AL,ALAGOAS,DOIS RIACHOS,270250,11067.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14000.0,126.5,dois_riachos
01/2021,NORDESTE,AL,ALAGOAS,ESTRELA DE ALAGOAS,270255,18255.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24500.0,134.2,estrela_de_alagoas
01/2021,NORDESTE,AL,ALAGOAS,FEIRA GRANDE,270260,22178.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28000.0,126.25,feira_grande
01/2021,NORDESTE,AL,ALAGOAS,FELIZ DESERTO,270270,4779.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,146.47,feliz_deserto
01/2021,NORDESTE,AL,ALAGOAS,FLEXEIRAS,270280,12807.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17500.0,136.64,flexeiras
01/2021,NORDESTE,AL,ALAGOAS,GIRAU DO PONCIANO,270290,41237.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49000.0,118.82,girau_do_ponciano
01/2021,NORDESTE,AL,ALAGOAS,IBATEGUARA,270300,15627.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21000.0,134.38,ibateguara
01/2021,NORDESTE,AL,ALAGOAS,IGACI,270310,25613.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38500.0,150.31,igaci
01/2021,NORDESTE,AL,ALAGOAS,IGREJA NOVA,270320,24586.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35000.0,142.35,igreja_nova
01/2021,NORDESTE,AL,ALAGOAS,INHAPI,270330,18392.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21000.0,114.18,inhapi
01/2021,NORDESTE,AL,ALAGOAS,JACARÉ DOS HOMENS,270340,5219.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,201.18,jacare_dos_homens
01/2021,NORDESTE,AL,ALAGOAS,JACUÍPE,270350,7006.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,149.87,jacuipe
01/2021,NORDESTE,AL,ALAGOAS,JAPARATINGA,270360,8403.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14000.0,166.6,japaratinga
01/2021,NORDESTE,AL,ALAGOAS,JARAMATAIA,270370,5761.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,182.26,jaramataia
01/2021,NORDESTE,AL,ALAGOAS,JEQUIÁ DA PRAIA,270375,11536.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17500.0,151.69,jequia_da_praia
01/2021,NORDESTE,AL,ALAGOAS,JOAQUIM GOMES,270380,24081.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28000.0,116.27,joaquim_gomes
01/2021,NORDESTE,AL,ALAGOAS,JUNDIÁ,270390,4137.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,169.2,jundia
01/2021,NORDESTE,AL,ALAGOAS,JUNQUEIRO,270400,24722.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42000.0,169.88,junqueiro
01/2021,NORDESTE,AL,ALAGOAS,LAGOA DA CANOA,270410,17771.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21000.0,118.17,lagoa_da_canoa
01/2021,NORDESTE,AL,ALAGOAS,LIMOEIRO DE ANADIA,270420,28771.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49000.0,170.31,limoeiro_de_anadia
01/2021,NORDESTE,AL,ALAGOAS,MACEIÓ,270430,1025360.0,79.0,0.0,0.0,6.0,21000.0,0.0,0.0,0.0,0.0,0.0,0.0,21000.0,325500.0,31.74,maceio
01/2021,NORDESTE,AL,ALAGOAS,MAJOR ISIDORO,270440,19864.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24500.0,123.33,major_isidoro
01/2021,NORDESTE,AL,ALAGOAS,MAR VERMELHO,270490,3494.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,200.34,mar_vermelho
01/2021,NORDESTE,AL,ALAGOAS,MARAGOGI,270450,33032.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35000.0,105.95,maragogi
01/2021,NORDESTE,AL,ALAGOAS,MARAVILHA,270460,9004.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14000.0,155.48,maravilha
01/2021,NORDESTE,AL,ALAGOAS,MARECHAL DEODORO,270470,52380.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66500.0,126.95,marechal_deodoro
01/2021,NORDESTE,AL,ALAGOAS,MARIBONDO,270480,13193.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17500.0,132.64,maribondo
01/2021,NORDESTE,AL,ALAGOAS,MATA GRANDE,270500,25207.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28000.0,111.08,mata_grande
01/2021,NORDESTE,AL,ALAGOAS,MATRIZ DE CAMARAGIBE,270510,24634.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38500.0,156.28,matriz_de_camaragibe
01/2021,NORDESTE,AL,ALAGOAS,MESSIAS,270520,18031.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21000.0,116.46,messias
01/2021,NORDESTE,AL,ALAGOAS,MINADOR DO NEGRÃO,270530,5322.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,197.29,minador_do_negrao
01/2021,NORDESTE,AL,ALAGOAS,MONTEIRÓPOLIS,270540,7165.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14000.0,195.39,monteiropolis
01/2021,NORDESTE,AL,ALAGOAS,MURICI,270550,28333.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38500.0,135.88,murici
01/2021,NORDESTE,AL,ALAGOAS,NOVO LINO,270560,12764.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14000.0,109.68,novo_lino
01/2021,NORDESTE,AL,ALAGOAS,OLHO D'ÁGUA DAS FLORES,270570,21738.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28000.0,128.8,olho_d_agua_das_flores
01/2021,NORDESTE,AL,ALAGOAS,OLHO D'ÁGUA DO CASADO,270580,9441.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14000.0,148.28,olho_d_agua_do_casado
01/2021,NORDESTE,AL,ALAGOAS,OLHO D'ÁGUA GRANDE,270590,5128.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,136.5,olho_d_agua_grande
01/2021,NORDESTE,AL,ALAGOAS,OLIVENÇA,270600,11657.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17500.0,150.12,olivenca
01/2021,NORDESTE,AL,ALAGOAS,OURO BRANCO,270610,11535.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14000.0,121.36,ouro_branco
01/2021,NORDESTE,AL,ALAGOAS,PALESTINA,270620,5037.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,208.45,palestina
01/2021,NORDESTE,AL,ALAGOAS,PALMEIRA DOS ÍNDIOS,270630,73337.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78750.0,107.38,palmeira_dos_indios
01/2021,NORDESTE,AL,ALAGOAS,PÃO DE AÇÚCAR,270640,24351.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31500.0,129.35,pao_de_acucar
01/2021,NORDESTE,AL,ALAGOAS,PARICONHA,270642,10539.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17500.0,166.04,pariconha
01/2021,NORDESTE,AL,ALAGOAS,PARIPUEIRA,270644,13332.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17500.0,131.26,paripueira
01/2021,NORDESTE,AL,ALAGOAS,PASSO DE CAMARAGIBE,270650,15258.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21000.0,137.63,passo_de_camaragibe
01/2021,NORDESTE,AL,ALAGOAS,PAULO JACINTO,270660,7560.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14000.0,185.18,paulo_jacinto
01/2021,NORDESTE,AL,ALAGOAS,PENEDO,270670,63846.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70000.0,109.63,penedo
01/2021,NORDESTE,AL,ALAGOAS,PIAÇABUÇU,270680,17848.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21000.0,117.66,piacabucu
01/2021,NORDESTE,AL,ALAGOAS,PILAR,270690,35212.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45500.0,129.21,pilar
01/2021,NORDESTE,AL,ALAGOAS,PINDOBA,270700,2905.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3500.0,120.48,pindoba
01/2021,NORDESTE,AL,ALAGOAS,PIRANHAS,270710,25183.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24500.0,97.28,piranhas
01/2021,NORDESTE,AL,ALAGOAS,POÇO DAS TRINCHEIRAS,270720,14418.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14000.0,97.1,poco_das_trincheiras
01/2021,NORDESTE,AL,ALAGOAS,PORTO CALVO,270730,27249.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38500.0,141.28,porto_calvo
01/2021,NORDESTE,AL,ALAGOAS,PORTO DE PEDRAS,270740,7701.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14000.0,181.79,porto_de_pedras
01/2021,NORDESTE,AL,ALAGOAS,PORTO REAL DO COLÉGIO,270750,20112.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31500.0,156.62,porto_real_do_colegio
01/2021,NORDESTE,AL,ALAGOAS,QUEBRANGULO,270760,11248.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17500.0,155.58,quebrangulo
01/2021,NORDESTE,AL,ALAGOAS,RIO LARGO,270770,75394.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84000.0,111.41,rio_largo
01/2021,NORDESTE,AL,ALAGOAS,ROTEIRO,270780,6649.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,157.91,roteiro
01/2021,NORDESTE,AL,ALAGOAS,SANTA LUZIA DO NORTE,270790,7320.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,143.44,santa_luzia_do_norte
01/2021,NORDESTE,AL,ALAGOAS,SANTANA DO IPANEMA,270800,47819.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47250.0,98.81,santana_do_ipanema
01/2021,NORDESTE,AL,ALAGOAS,SANTANA DO MUNDAÚ,270810,10687.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17500.0,163.75,santana_do_mundau
01/2021,NORDESTE,AL,ALAGOAS,SÃO BRÁS,270820,6969.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,150.66,sao_bras
01/2021,NORDESTE,AL,ALAGOAS,SÃO JOSÉ DA LAJE,270830,23996.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35000.0,145.85,sao_jose_da_laje
01/2021,NORDESTE,AL,ALAGOAS,SÃO JOSÉ DA TAPERA,270840,32405.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49000.0,151.21,sao_jose_da_tapera
01/2021,NORDESTE,AL,ALAGOAS,SÃO LUÍS DO QUITUNDE,270850,34692.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42000.0,121.06,sao_luis_do_quitunde
01/2021,NORDESTE,AL,ALAGOAS,SÃO MIGUEL DOS CAMPOS,270860,61797.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63000.0,101.94,sao_miguel_dos_campos
01/2021,NORDESTE,AL,ALAGOAS,SÃO MIGUEL DOS MILAGRES,270870,8013.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14000.0,174.71,sao_miguel_dos_milagres
01/2021,NORDESTE,AL,ALAGOAS,SÃO SEBASTIÃO,270880,34290.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52500.0,153.1,sao_sebastiao
01/2021,NORDESTE,AL,ALAGOAS,SATUBA,270890,13936.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21000.0,150.68,satuba
01/2021,NORDESTE,AL,ALAGOAS,SENADOR RUI PALMEIRA,270895,13921.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17500.0,125.7,senador_rui_palmeira
01/2021,NORDESTE,AL,ALAGOAS,TANQUE D'ARCA,270900,6138.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,171.06,tanque_d_arca
01/2021,NORDESTE,AL,ALAGOAS,TAQUARANA,270910,20072.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28000.0,139.49,taquarana
01/2021,NORDESTE,AL,ALAGOAS,TEOTÔNIO VILELA,270915,44372.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66500.0,149.86,teotonio_vilela
01/2021,NORDESTE,AL,ALAGOAS,TRAIPU,270920,27826.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31500.0,113.2,traipu
01/2021,NORDESTE,AL,ALAGOAS,UNIÃO DOS PALMARES,270930,65790.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62125.0,94.42,uniao_dos_palmares
01/2021,NORDESTE,AL,ALAGOAS,VIÇOSA,270940,25693.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35000.0,136.22,vicosa
01/2021,NORTE,AM,AMAZONAS,ALVARÃES,130002,16220.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15403.0,94.96,alvaraes
01/2021,NORTE,AM,AMAZONAS,AMATURÁ,130006,11736.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8179.0,69.69,amatura
01/2021,NORTE,AM,AMAZONAS,ANAMÃ,130008,13956.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17500.0,125.39,anama
01/2021,NORTE,AM,AMAZONAS,ANORI,130010,21477.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24819.0,115.56,anori
01/2021,NORTE,AM,AMAZONAS,APUÍ,130014,22359.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29172.0,130.47,apui
01/2021,NORTE,AM,AMAZONAS,ATALAIA DO NORTE,130020,20398.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28000.0,137.26,atalaia_do_norte
