ibge_municipio,ibge_municipio_7,municipio_nome_ibge,uf_sigla,populacao_residente,telemedicine_precision_index,phase5_precision_rank,phase2_rank_balanced,phase2_need_pillar,phase2_feasibility_pillar,phase5_spatial_precision_mismatch_score,phase5_weighted_p90_ubs_km,phase5_population_share_pharmacy_le_2km,phase5_population_share_hard_ubs_easy_pharmacy,phase5_precision_status,phase5_evidence_grade
351620,3516200,Franca,SP,352536.0,73.9427391520205,67.0,52.0,96.93710020106278,80.3226680131686,49.792507370344715,0.224359418276525,1.0,0.0,municipal_single_origin_proxy_not_intramunicipal,B2_municipal_population_proxy
430160,4301602,Bagé,RS,117938.0,73.75649995767937,68.0,54.0,76.25814804534345,70.10880956618489,72.73823550962909,0.81420877841823,1.0,0.0,municipal_single_origin_proxy_not_intramunicipal,B2_municipal_population_proxy
410765,4107652,Fazenda Rio Grande,PR,148873.0,73.64007631194893,69.0,69.0,87.85873925728175,55.770585335781576,68.78823319813343,0.5630537621873838,1.0,0.0,municipal_single_origin_proxy_not_intramunicipal,B2_municipal_population_proxy
351040,3510401,Capivari,SP,50068.0,73.60976293718717,70.0,72.0,86.63335551616134,74.38514677491644,59.34321036670249,0.3363180056045654,1.0,0.0,municipal_single_origin_proxy_not_intramunicipal,B2_municipal_population_proxy
270430,2704302,Maceió,AL,957916.0,73.55510031583262,71.0,99.0,93.01896315422576,45.92092768202853,71.19320428922208,0.6867786004999735,1.0,0.0,municipal_single_origin_proxy_not_intramunicipal,B2_municipal_population_proxy
431410,4314100,Passo Fundo,RS,206215.0,73.522182159652,72.0,62.0,73.193101923891,75.68707149943204,72.73130325371056,0.8138624220284792,1.0,0.0,municipal_single_origin_proxy_not_intramunicipal,B2_municipal_population_proxy
330350,3303500,Nova Iguaçu,RJ,785867.0,73.4324582791844,73.0,93.0,93.02817825857824,48.44275694207344,68.7139700978251,0.5586894557128962,1.0,0.0,municipal_single_origin_proxy_not_intramunicipal,B2_municipal_population_proxy
350700,3507001,Boituva,SP,61081.0,73.3760631748105,74.0,67.0,78.97430887734903,67.63041864373164,69.94156292665423,0.6126657517478743,1.0,0.0,municipal_single_origin_proxy_not_intramunicipal,B2_municipal_population_proxy
420200,4202008,Balneário Camboriú,SC,139155.0,73.37375775245806,75.0,84.0,75.66030103375367,72.62329058970862,70.95075046380626,0.6713881921255813,1.0,0.0,municipal_single_origin_proxy_not_intramunicipal,B2_municipal_population_proxy
350530,3505302,Barra Bonita,SP,34346.0,73.36741480195404,76.0,63.0,68.33965593314521,86.84565000969671,72.99416360466414,0.8423181771598245,1.0,0.0,municipal_single_origin_proxy_not_intramunicipal,B2_municipal_population_proxy
