uf_sigla,uf_nome,regiao_nome,municipalities,ubs_records,valid_coordinate_records,aps_populacao,qt_esf,qt_eap_20hs,qt_eap_30hs,qt_ecr,qt_cadastro_ecr,qt_eapp_20hs,qt_cadastro_eapp_20hs,qt_eapp_30hs,qt_cadastro_eapp_30hs,qt_esfr,qt_cadastro_esfr,qt_cadastros_ecr_eapp,aps_capacidade_equipe,cobertura_aps_media_pct,aps_priority_score
,,,5483,47714,45782,210425103.0,47309.0,1974.0,1078.0,172.0,602000.0,0.0,0.0,0.0,0.0,0.0,0.0,602000.0,180282561.0,132.91176083379045,
