ibge_municipio_7,phase5_population_origins,phase5_origin_granularity,phase5_origin_population,phase5_population_covered_by_distances,phase5_population_origin_coverage_ratio,phase5_distance_coverage_ratio,phase5_weighted_mean_ubs_km,phase5_weighted_p50_ubs_km,phase5_weighted_p90_ubs_km,phase5_weighted_mean_pharmacy_km,phase5_weighted_p50_pharmacy_km,phase5_weighted_p90_pharmacy_km,phase5_population_share_ubs_gt_5km,phase5_population_share_pharmacy_le_2km,phase5_population_share_hard_ubs_easy_pharmacy,phase5_population_per_active_ubs,phase5_population_per_physician_fte,phase5_population_per_pfpb_pharmacy,phase5_precision_status,phase5_access_evidence_grade
2504900,1,municipality_single_origin,17095.0,17095.0,1.0,1.0,0.6817543883370858,0.6817543883370858,0.6817543883370858,16.056322213015893,16.056322213015893,16.056322213015893,0.0,0.0,0.0,2136.875,1899.4444444444443,8547.5,municipal_single_origin_proxy_not_intramunicipal,B2_municipal_population_proxy
2505006,1,municipality_single_origin,7580.0,7580.0,1.0,1.0,0.1527782807551361,0.1527782807551361,0.1527782807551361,17.663834588775053,17.663834588775053,17.663834588775053,0.0,0.0,0.0,1895.0,1895.0,7580.0,municipal_single_origin_proxy_not_intramunicipal,B2_municipal_population_proxy
2505105,1,municipality_single_origin,19719.0,19719.0,1.0,1.0,0.17348797008967085,0.17348797008967085,0.17348797008967085,0.018187831812690194,0.018187831812690194,0.018187831812690194,0.0,1.0,0.0,1971.9,1971.9,4929.75,municipal_single_origin_proxy_not_intramunicipal,B2_municipal_population_proxy
2505204,1,municipality_single_origin,6730.0,6730.0,1.0,1.0,0.9406870394282967,0.9406870394282966,0.9406870394282966,16.204402045539045,16.204402045539045,16.204402045539045,0.0,0.0,0.0,6730.0,,6730.0,municipal_single_origin_proxy_not_intramunicipal,B2_municipal_population_proxy
2505238,1,municipality_single_origin,6251.0,6251.0,1.0,1.0,0.023940770137739584,0.023940770137739584,0.023940770137739584,20.512101258742852,20.512101258742852,20.512101258742852,0.0,0.0,0.0,2083.6666666666665,1562.75,3125.5,municipal_single_origin_proxy_not_intramunicipal,B2_municipal_population_proxy
2505279,1,municipality_single_origin,5254.0,5254.0,1.0,1.0,0.0841017402907059,0.0841017402907059,0.0841017402907059,31.336720957283788,31.336720957283788,31.336720957283788,0.0,0.0,0.0,1751.3333333333333,955.2727272727273,5254.0,municipal_single_origin_proxy_not_intramunicipal,B2_municipal_population_proxy
2505303,1,municipality_single_origin,2292.0,2292.0,1.0,1.0,0.07801179061593592,0.07801179061593592,0.07801179061593592,18.540737977180385,18.540737977180385,18.540737977180385,0.0,0.0,0.0,2292.0,2292.0,2292.0,municipal_single_origin_proxy_not_intramunicipal,B2_municipal_population_proxy
2505352,1,municipality_single_origin,4982.0,4982.0,1.0,1.0,0.28439769521208164,0.28439769521208164,0.28439769521208164,8.481066571473654,8.481066571473654,8.481066571473654,0.0,0.0,0.0,1660.6666666666667,1132.2727272727273,4982.0,municipal_single_origin_proxy_not_intramunicipal,B2_municipal_population_proxy
2505402,1,municipality_single_origin,8067.0,8067.0,1.0,1.0,0.7587485261101485,0.7587485261101485,0.7587485261101485,0.511666373164534,0.511666373164534,0.511666373164534,0.0,1.0,0.0,2016.75,1792.6666666666667,4033.5,municipal_single_origin_proxy_not_intramunicipal,B2_municipal_population_proxy
2505501,1,municipality_single_origin,3641.0,3641.0,1.0,1.0,0.2633011915039013,0.2633011915039013,0.2633011915039013,0.14764700575823012,0.14764700575823012,0.14764700575823012,0.0,1.0,0.0,1213.6666666666667,1213.6666666666667,3641.0,municipal_single_origin_proxy_not_intramunicipal,B2_municipal_population_proxy
2505600,1,municipality_single_origin,6299.0,6299.0,1.0,1.0,0.09750999339262079,0.09750999339262079,0.09750999339262079,17.10998555181485,17.10998555181485,17.10998555181485,0.0,0.0,0.0,2099.6666666666665,2099.6666666666665,6299.0,municipal_single_origin_proxy_not_intramunicipal,B2_municipal_population_proxy
2505709,1,municipality_single_origin,10380.0,10380.0,1.0,1.0,0.2907232604643324,0.2907232604643324,0.2907232604643324,18.490667050673313,18.490667050673313,18.490667050673313,0.0,0.0,0.0,1730.0,1887.2727272727273,10380.0,municipal_single_origin_proxy_not_intramunicipal,B2_municipal_population_proxy
2505808,1,municipality_single_origin,3327.0,3327.0,1.0,1.0,0.43645126049223404,0.43645126049223404,0.43645126049223404,22.177006878241134,22.177006878241134,22.177006878241134,0.0,0.0,0.0,1663.5,1663.5,3327.0,municipal_single_origin_proxy_not_intramunicipal,B2_municipal_population_proxy
2505907,1,municipality_single_origin,3011.0,3011.0,1.0,1.0,0.5499153753559136,0.5499153753559136,0.5499153753559136,25.01693745820803,25.01693745820803,25.01693745820803,0.0,0.0,0.0,1505.5,1505.5,3011.0,municipal_single_origin_proxy_not_intramunicipal,B2_municipal_population_proxy
2506004,1,municipality_single_origin,31231.0,31231.0,1.0,1.0,0.14917737571975376,0.14917737571975376,0.14917737571975376,0.20861930525274186,0.20861930525274186,0.20861930525274186,0.0,1.0,0.0,2082.0666666666666,1864.5373134328358,7807.75,municipal_single_origin_proxy_not_intramunicipal,B2_municipal_population_proxy
2506103,1,municipality_single_origin,11049.0,11049.0,1.0,1.0,1.0542432152371695,1.0542432152371695,1.0542432152371695,12.991839874563066,12.991839874563066,12.991839874563066,0.0,0.0,0.0,2209.8,1578.4285714285713,11049.0,municipal_single_origin_proxy_not_intramunicipal,B2_municipal_population_proxy
2506202,1,municipality_single_origin,2846.0,2846.0,1.0,1.0,0.1437855767681106,0.1437855767681106,0.1437855767681106,16.925668636938237,16.925668636938237,16.925668636938237,0.0,0.0,0.0,948.6666666666666,2846.0,2846.0,municipal_single_origin_proxy_not_intramunicipal,B2_municipal_population_proxy
2506251,1,municipality_single_origin,8179.0,8179.0,1.0,1.0,0.08163802418020787,0.08163802418020787,0.08163802418020787,10.270354123212458,10.270354123212458,10.270354123212458,0.0,0.0,0.0,1635.8,2044.75,4089.5,municipal_single_origin_proxy_not_intramunicipal,B2_municipal_population_proxy
2506301,1,municipality_single_origin,57484.0,57484.0,1.0,1.0,0.1906252465501582,0.1906252465501582,0.1906252465501582,19.92896485484808,19.92896485484808,19.92896485484808,0.0,0.0,0.0,2874.2,2737.3333333333335,8212.0,municipal_single_origin_proxy_not_intramunicipal,B2_municipal_population_proxy
2506400,1,municipality_single_origin,13766.0,13766.0,1.0,1.0,0.30391506819034425,0.30391506819034425,0.30391506819034425,11.424183857199859,11.424183857199859,11.424183857199859,0.0,0.0,0.0,1966.5714285714287,1449.0526315789473,13766.0,municipal_single_origin_proxy_not_intramunicipal,B2_municipal_population_proxy
2506509,1,municipality_single_origin,3242.0,3242.0,1.0,1.0,0.041003803012421486,0.041003803012421486,0.041003803012421486,16.051655448972785,16.051655448972785,16.051655448972785,0.0,0.0,0.0,1080.6666666666667,1621.0,3242.0,municipal_single_origin_proxy_not_intramunicipal,B2_municipal_population_proxy
2506608,1,municipality_single_origin,5631.0,5631.0,1.0,1.0,0.2989224604293597,0.2989224604293597,0.2989224604293597,0.15694103959942032,0.15694103959942032,0.15694103959942032,0.0,1.0,0.0,1877.0,1407.75,2815.5,municipal_single_origin_proxy_not_intramunicipal,B2_municipal_population_proxy
2506707,1,municipality_single_origin,10392.0,10392.0,1.0,1.0,0.011027145235444154,0.011027145235444154,0.011027145235444154,0.3198922202853817,0.3198922202853817,0.3198922202853817,0.0,1.0,0.0,1732.0,1732.0,5196.0,municipal_single_origin_proxy_not_intramunicipal,B2_municipal_population_proxy
2506806,1,municipality_single_origin,17692.0,17692.0,1.0,1.0,0.19336948271750437,0.19336948271750437,0.19336948271750437,13.811521811214574,13.811521811214574,13.811521811214574,0.0,0.0,0.0,1965.7777777777778,1684.952380952381,8846.0,municipal_single_origin_proxy_not_intramunicipal,B2_municipal_population_proxy
2506905,1,municipality_single_origin,23182.0,23182.0,1.0,1.0,0.35284677093090844,0.35284677093090844,0.35284677093090844,20.16294009865294,20.16294009865294,20.16294009865294,0.0,0.0,0.0,1931.8333333333333,2107.4545454545455,7727.333333333333,municipal_single_origin_proxy_not_intramunicipal,B2_municipal_population_proxy
2507002,1,municipality_single_origin,23940.0,23940.0,1.0,1.0,0.07077327989019412,0.07077327989019412,0.07077327989019412,16.07485217266722,16.07485217266722,16.07485217266722,0.0,0.0,0.0,2176.3636363636365,2358.6206896551726,5985.0,municipal_single_origin_proxy_not_intramunicipal,B2_municipal_population_proxy
2507101,1,municipality_single_origin,18382.0,18382.0,1.0,1.0,0.13523372094271066,0.13523372094271066,0.13523372094271066,29.758632852279785,29.758632852279785,29.758632852279785,0.0,0.0,0.0,2297.75,2077.0621468926556,6127.333333333333,municipal_single_origin_proxy_not_intramunicipal,B2_municipal_population_proxy
2507200,1,municipality_single_origin,10499.0,10499.0,1.0,1.0,0.04138909197731885,0.04138909197731885,0.04138909197731885,20.518113532500102,20.518113532500102,20.518113532500102,0.0,0.0,0.0,1749.8333333333333,1749.8333333333333,10499.0,municipal_single_origin_proxy_not_intramunicipal,B2_municipal_population_proxy
2507309,1,municipality_single_origin,14477.0,14477.0,1.0,1.0,0.27623222027153194,0.27623222027153194,0.27623222027153194,20.810830364433297,20.810830364433297,20.810830364433297,0.0,0.0,0.0,1809.625,2024.7552447552446,7238.5,municipal_single_origin_proxy_not_intramunicipal,B2_municipal_population_proxy
2507408,1,municipality_single_origin,7516.0,7516.0,1.0,1.0,1.1526015014809496,1.1526015014809496,1.1526015014809496,17.966031477098305,17.966031477098305,17.966031477098305,0.0,0.0,0.0,2505.3333333333335,1879.0,3758.0,municipal_single_origin_proxy_not_intramunicipal,B2_municipal_population_proxy
2507507,1,municipality_single_origin,833932.0,833932.0,1.0,1.0,0.23686420559307914,0.23686420559307916,0.23686420559307916,0.48831500492133706,0.4883150049213371,0.4883150049213371,0.0,1.0,0.0,7581.2,2088.2233629648176,8018.576923076923,municipal_single_origin_proxy_not_intramunicipal,B2_municipal_population_proxy
2507606,1,municipality_single_origin,7796.0,7796.0,1.0,1.0,0.2066021672809341,0.2066021672809341,0.2066021672809341,10.12753999742178,10.12753999742178,10.12753999742178,0.0,0.0,0.0,1559.2,1559.2,3898.0,municipal_single_origin_proxy_not_intramunicipal,B2_municipal_population_proxy
2507705,1,municipality_single_origin,17007.0,17007.0,1.0,1.0,0.06687694469589958,0.06687694469589958,0.06687694469589958,0.27750260721078684,0.27750260721078684,0.27750260721078684,0.0,1.0,0.0,1889.6666666666667,1700.7,8503.5,municipal_single_origin_proxy_not_intramunicipal,B2_municipal_population_proxy
