ibge_municipio,ibge_municipio_7,municipio_nome_ibge,uf_sigla,phase2_eligibility,phase2_mc_score_median,phase2_mc_rank_median,phase2_mc_rank_p05,phase2_mc_rank_p95,phase2_mc_probability_top_decile
355495,3554953,Tuiuti,SP,eligible_phase2_geodesic_proxy,39.58562469482422,547.0,513.0,583.0,0.013
352980,3529807,Mineiros do Tietê,SP,eligible_phase2_geodesic_proxy,39.17095184326172,551.0,497.0,599.0,0.055
260290,2602902,Cabo de Santo Agostinho,PE,eligible_phase2_geodesic_proxy,39.1858024597168,552.0,417.95001220703125,653.0999755859375,0.276
352800,3528007,Macatuba,SP,eligible_phase2_geodesic_proxy,38.96015167236328,553.0,479.0,622.0,0.122
520880,5208806,Goianira,GO,eligible_phase2_geodesic_proxy,38.93263244628906,553.0,457.95001220703125,629.0499877929688,0.17
312610,3126109,Formiga,MG,eligible_phase2_geodesic_proxy,38.92436981201172,554.0,470.0,627.0,0.144
420850,4208500,Ituporanga,SC,eligible_phase2_geodesic_proxy,38.93153381347656,554.0,437.95001220703125,642.0499877929688,0.222
293077,2930774,Sobradinho,BA,eligible_phase2_geodesic_proxy,39.01626968383789,555.0,447.95001220703125,634.0,0.226
150810,1508100,Tucuruí,PA,eligible_phase2_geodesic_proxy,39.06195068359375,555.0,453.0,638.0,0.22
520860,5208608,Goianésia,GO,eligible_phase2_geodesic_proxy,38.74842834472656,555.5,442.0,640.0499877929688,0.203
314740,3147402,Paraopeba,MG,eligible_phase2_geodesic_proxy,38.71747589111328,557.0,486.0,616.0,0.094
521020,5210208,Iporá,GO,eligible_phase2_geodesic_proxy,38.739601135253906,557.0,388.95001220703125,668.0499877929688,0.279
314520,3145208,Nova Serrana,MG,eligible_phase2_geodesic_proxy,38.748260498046875,557.0,455.0,636.0499877929688,0.179
354290,3542909,Ribeirão Bonito,SP,eligible_phase2_geodesic_proxy,38.78041076660156,558.0,486.0,604.0499877929688,0.113
431000,4310009,Ibirubá,RS,eligible_phase2_geodesic_proxy,38.659263610839844,558.0,516.0,597.0499877929688,0.005
500020,5000203,Água Clara,MS,eligible_phase2_geodesic_proxy,38.58732604980469,558.5,509.0,599.0,0.022
311280,3112802,Capitólio,MG,eligible_phase2_geodesic_proxy,38.49451446533203,560.5,491.95001220703125,622.0,0.08
160060,1600600,Santana,AP,eligible_phase2_geodesic_proxy,38.3128547668457,561.5,443.0,654.0,0.209
311550,3115508,Caxambu,MG,eligible_phase2_geodesic_proxy,38.10211181640625,565.0,463.0,640.0,0.143
352000,3520004,Igaraçu do Tietê,SP,eligible_phase2_geodesic_proxy,38.156158447265625,565.0,479.0,629.0499877929688,0.112
500240,5002407,Caarapó,MS,eligible_phase2_geodesic_proxy,37.91176986694336,566.0,536.0,595.0,0.0
110002,1100023,Ariquemes,RO,eligible_phase2_geodesic_proxy,38.11637878417969,566.0,424.0,655.0499877929688,0.226
350860,3508603,Cachoeira Paulista,SP,eligible_phase2_geodesic_proxy,37.92282485961914,568.0,525.0,606.0,0.004
410490,4104907,Castro,PR,eligible_phase2_geodesic_proxy,37.71534729003906,569.0,524.0,607.0,0.004
353910,3539103,Pirapora do Bom Jesus,SP,eligible_phase2_geodesic_proxy,37.539329528808594,570.0,486.95001220703125,625.0,0.083
350380,3503802,Artur Nogueira,SP,eligible_phase2_geodesic_proxy,37.65704345703125,570.0,440.0,658.0,0.184
150130,1501303,Barcarena,PA,eligible_phase2_geodesic_proxy,37.42170715332031,570.5,441.95001220703125,666.0,0.197
313160,3131604,Iraí de Minas,MG,eligible_phase2_geodesic_proxy,37.51048278808594,572.0,447.0,661.0,0.163
350820,3508207,Buritizal,SP,eligible_phase2_geodesic_proxy,37.19464874267578,575.0,500.0,640.0,0.049
210480,2104800,Grajaú,MA,eligible_phase2_geodesic_proxy,37.03155517578125,575.0,472.95001220703125,658.0,0.126
330420,3304201,Resende,RJ,eligible_phase2_geodesic_proxy,36.902957916259766,576.0,531.0,605.0,0.001
410980,4109807,Ibiporã,PR,eligible_phase2_geodesic_proxy,37.03171920776367,576.0,481.95001220703125,640.0,0.095
431400,4314001,Paraí,RS,eligible_phase2_geodesic_proxy,36.955047607421875,576.0,484.95001220703125,647.0499877929688,0.08
316290,3162906,São João Nepomuceno,MG,eligible_phase2_geodesic_proxy,37.07768630981445,576.0,458.8500061035156,664.0499877929688,0.143
355395,3553955,Tarumã,SP,eligible_phase2_geodesic_proxy,36.949005126953125,577.0,509.0,621.0,0.02
291970,2919702,Macarani,BA,eligible_phase2_geodesic_proxy,36.887428283691406,577.0,538.0,608.0,0.0
410200,4102000,Assis Chateaubriand,PR,eligible_phase2_geodesic_proxy,36.805992126464844,577.0,510.95001220703125,624.0,0.023
510455,5104559,Itaúba,MT,eligible_phase2_geodesic_proxy,36.73772430419922,579.0,551.0,598.0,0.0
260260,2602605,Brejo da Madre de Deus,PE,eligible_phase2_geodesic_proxy,36.57231140136719,579.5,490.0,641.0,0.071
330150,3301504,Cordeiro,RJ,eligible_phase2_geodesic_proxy,36.54724884033203,581.0,498.8999938964844,647.0,0.053
355090,3550902,São Simão,SP,eligible_phase2_geodesic_proxy,36.448707580566406,582.0,490.8999938964844,655.0,0.063
350275,3502754,Araçariguama,SP,eligible_phase2_geodesic_proxy,36.29931640625,583.0,576.0,588.0,0.0
110009,1100098,Espigão D'Oeste,RO,eligible_phase2_geodesic_proxy,36.34817123413086,583.5,495.0,643.0,0.06
291400,2914000,Ipirá,BA,eligible_phase2_geodesic_proxy,36.079498291015625,586.0,557.0,609.0499877929688,0.0
521486,5214861,Nova Glória,GO,eligible_phase2_geodesic_proxy,35.981689453125,587.0,558.0,614.0,0.0
314600,3146008,Ouro Fino,MG,eligible_phase2_geodesic_proxy,35.85316467285156,589.0,498.8999938964844,648.0,0.052
500320,5003207,Corumbá,MS,eligible_phase2_geodesic_proxy,35.62415313720703,591.0,492.95001220703125,663.0999755859375,0.065
354690,3546900,Santa Lúcia,SP,eligible_phase2_geodesic_proxy,35.64385986328125,591.0,554.0,616.0,0.0
354410,3544103,Rio Grande da Serra,SP,eligible_phase2_geodesic_proxy,35.521759033203125,593.0,549.0,633.0499877929688,0.0
351570,3515707,Ferraz de Vasconcelos,SP,eligible_phase2_geodesic_proxy,35.55093765258789,593.0,503.95001220703125,647.0999755859375,0.037
351360,3513603,Cunha,SP,eligible_phase2_geodesic_proxy,35.35993194580078,594.0,558.0,617.0,0.0
353110,3531100,Mongaguá,SP,eligible_phase2_geodesic_proxy,35.31073760986328,595.0,475.8999938964844,664.0499877929688,0.099
290460,2904605,Brumado,BA,eligible_phase2_geodesic_proxy,35.29037094116211,596.0,503.0,650.0,0.046
260400,2604007,Carpina,PE,eligible_phase2_geodesic_proxy,35.181941986083984,597.0,522.9500122070312,647.0,0.009
421500,4215000,Rio Negrinho,SC,eligible_phase2_geodesic_proxy,35.071598052978516,597.0,556.9500122070312,623.0,0.0
353790,3537909,Pilar do Sul,SP,eligible_phase2_geodesic_proxy,35.072265625,597.5,520.0,659.0,0.023
411007,4110078,Imbaú,PR,eligible_phase2_geodesic_proxy,34.843421936035156,599.0,584.0,613.0,0.0
130380,1303809,São Gabriel da Cachoeira,AM,eligible_phase2_geodesic_proxy,34.50020980834961,600.5,363.8500061035156,727.0,0.236
352400,3524006,Itupeva,SP,eligible_phase2_geodesic_proxy,34.728614807128906,601.0,500.0,664.0,0.048
411670,4116703,Nova Aurora,PR,eligible_phase2_geodesic_proxy,34.8172607421875,601.0,520.9500122070312,660.0499877929688,0.018
351460,3514601,Dumont,SP,eligible_phase2_geodesic_proxy,34.766929626464844,601.0,538.0,655.0,0.004
260392,2603926,Carnaubeira da Penha,PE,eligible_phase2_geodesic_proxy,34.34466552734375,603.0,506.95001220703125,660.0499877929688,0.031
431650,4316501,Salvador do Sul,RS,eligible_phase2_geodesic_proxy,34.46369171142578,604.0,451.0,682.0,0.104
521710,5217104,Piracanjuba,GO,eligible_phase2_geodesic_proxy,33.71889114379883,608.0,551.0,642.0,0.0
315200,3152006,Pompéu,MG,eligible_phase2_geodesic_proxy,33.40338897705078,611.0,580.0,636.0,0.0
510625,5106257,Nova Xavantina,MT,eligible_phase2_geodesic_proxy,33.54244613647461,611.0,600.0,617.0,0.0
350800,3508009,Buri,SP,eligible_phase2_geodesic_proxy,33.041141510009766,614.0,581.0,648.0,0.0
310420,3104205,Arcos,MG,eligible_phase2_geodesic_proxy,32.757171630859375,617.0,534.0,663.0,0.012
431060,4310603,Itaqui,RS,eligible_phase2_geodesic_proxy,32.77910232543945,617.0,550.0,655.0,0.0
421985,4219853,Zortéa,SC,eligible_phase2_geodesic_proxy,32.36804962158203,619.0,568.0,656.0,0.0
510510,5105101,Juara,MT,eligible_phase2_geodesic_proxy,32.27997589111328,619.0,544.0,686.0,0.0
431330,4313300,Nova Prata,RS,eligible_phase2_geodesic_proxy,32.41912841796875,619.0,480.8500061035156,696.0,0.066
520549,5205497,Cidade Ocidental,GO,eligible_phase2_geodesic_proxy,32.335205078125,619.0,552.9500122070312,673.0499877929688,0.004
354050,3540507,PORANGABA,SP,eligible_phase2_geodesic_proxy,32.592655181884766,619.0,539.0,665.0,0.011
150820,1508209,Vigia,PA,eligible_phase2_geodesic_proxy,31.80449676513672,623.0,503.0,710.0,0.044
290720,2907202,Casa Nova,BA,eligible_phase2_geodesic_proxy,31.560476303100586,624.0,538.9500122070312,692.0,0.006
292930,2929305,São Gonçalo dos Campos,BA,eligible_phase2_geodesic_proxy,31.555233001708984,626.5,542.0,697.0,0.0
230625,2306256,Itaitinga,CE,eligible_phase2_geodesic_proxy,31.436222076416016,627.0,600.9500122070312,660.0,0.0
521180,5211800,Jaraguá,GO,eligible_phase2_geodesic_proxy,31.600482940673828,627.0,525.9500122070312,689.0499877929688,0.018
510100,5101001,Araguaiana,MT,eligible_phase2_geodesic_proxy,31.33467674255371,628.0,607.9500122070312,656.0,0.0
354500,3545001,Salesópolis,SP,eligible_phase2_geodesic_proxy,31.236820220947266,629.0,603.0,663.0,0.0
292205,2922052,Mulungu do Morro,BA,eligible_phase2_geodesic_proxy,30.979507446289062,630.0,534.9500122070312,694.0,0.014
500330,5003306,Coxim,MS,eligible_phase2_geodesic_proxy,31.003904342651367,631.0,543.0,692.0,0.015
351080,3510807,Casa Branca,SP,eligible_phase2_geodesic_proxy,30.72934341430664,632.0,570.9000244140625,678.0,0.0
410060,4100608,Alto Paraná,PR,eligible_phase2_geodesic_proxy,30.64257049560547,634.0,542.9500122070312,694.0499877929688,0.011
521760,5217609,Planaltina,GO,eligible_phase2_geodesic_proxy,30.708995819091797,634.0,495.95001220703125,717.0,0.055
500540,5005400,Maracaju,MS,eligible_phase2_geodesic_proxy,30.531280517578125,634.0,552.0,700.0499877929688,0.002
410620,4106209,Contenda,PR,eligible_phase2_geodesic_proxy,30.717187881469727,635.0,591.0,671.0,0.0
500450,5004502,Itaporã,MS,eligible_phase2_geodesic_proxy,30.26459312438965,636.0,615.0,663.0,0.0
420440,4204400,Coronel Freitas,SC,eligible_phase2_geodesic_proxy,30.27277374267578,636.0,516.9000244140625,706.0499877929688,0.035
150618,1506187,Rondon do Pará,PA,eligible_phase2_geodesic_proxy,30.363964080810547,636.0,533.0,701.0499877929688,0.015
150650,1506500,Santa Izabel do Pará,PA,eligible_phase2_geodesic_proxy,30.46649932861328,636.5,528.9500122070312,714.0,0.013
412545,4125456,São José das Palmeiras,PR,eligible_phase2_geodesic_proxy,30.3133602142334,638.0,590.0,667.0,0.0
510140,5101407,Aripuanã,MT,eligible_phase2_geodesic_proxy,30.13766860961914,638.5,532.0,710.0499877929688,0.012
150293,1502939,Dom Eliseu,PA,eligible_phase2_geodesic_proxy,29.94878387451172,638.5,515.9500122070312,715.0,0.032
510060,5100607,Alto Taquari,MT,eligible_phase2_geodesic_proxy,30.029861450195312,641.0,612.0,661.0,0.0
220770,2207702,Parnaíba,PI,eligible_phase2_geodesic_proxy,29.63414764404297,641.5,555.9500122070312,699.0,0.002
510335,5103353,Confresa,MT,eligible_phase2_geodesic_proxy,29.345855712890625,644.5,589.9500122070312,699.0,0.0
355120,3551207,Sarutaiá,SP,eligible_phase2_geodesic_proxy,28.679126739501953,648.0,590.0,694.0499877929688,0.0
313900,3139003,Machado,MG,eligible_phase2_geodesic_proxy,28.47086524963379,649.0,579.9500122070312,697.0,0.001
210360,2103604,Coroatá,MA,eligible_phase2_geodesic_proxy,28.97010612487793,649.5,597.0,698.0,0.0
420070,4200705,Alfredo Wagner,SC,eligible_phase2_geodesic_proxy,28.95734405517578,650.0,605.0,672.0,0.0
314110,3141108,Matozinhos,MG,eligible_phase2_geodesic_proxy,29.048511505126953,650.0,595.0,688.0499877929688,0.0
312410,3124104,Esmeraldas,MG,eligible_phase2_geodesic_proxy,28.4832763671875,651.0,537.9500122070312,721.0,0.016
130068,1300680,Boa Vista do Ramos,AM,eligible_phase2_geodesic_proxy,28.307077407836914,652.0,542.9500122070312,723.0,0.014
430175,4301750,Barão do Triunfo,RS,eligible_phase2_geodesic_proxy,28.27122688293457,654.0,645.0,674.0,0.0
510706,5107065,Querência,MT,eligible_phase2_geodesic_proxy,28.41061019897461,655.0,624.9500122070312,694.0,0.0
311660,3116605,Cláudio,MG,eligible_phase2_geodesic_proxy,27.884876251220703,657.0,609.9000244140625,686.0,0.0
150530,1505304,Oriximiná,PA,eligible_phase2_geodesic_proxy,27.555253982543945,658.0,566.0,715.0,0.003
351310,3513108,Cravinhos,SP,eligible_phase2_geodesic_proxy,27.842857360839844,659.0,601.9500122070312,706.0499877929688,0.0
150010,1500107,Abaetetuba,PA,eligible_phase2_geodesic_proxy,27.56142807006836,660.0,583.0,716.0,0.0
353610,3536109,Pardinho,SP,eligible_phase2_geodesic_proxy,27.3927001953125,660.0,637.0,684.0,0.0
353250,3532504,Neves Paulista,SP,eligible_phase2_geodesic_proxy,27.490093231201172,661.0,607.0,691.0,0.0
431840,4318408,São Jerônimo,RS,eligible_phase2_geodesic_proxy,27.557926177978516,661.0,606.0,687.0,0.0
260600,2606002,Garanhuns,PE,eligible_phase2_geodesic_proxy,27.60519027709961,661.5,575.9000244140625,723.0,0.001
150808,1508084,Tucumã,PA,eligible_phase2_geodesic_proxy,27.294960021972656,662.0,648.0,683.0,0.0
354810,3548104,Santo Antônio do Jardim,SP,eligible_phase2_geodesic_proxy,27.12870979309082,663.0,560.8499755859375,720.0,0.006
293010,2930105,Senhor do Bonfim,BA,eligible_phase2_geodesic_proxy,27.26192283630371,664.0,657.0,670.0,0.0
500220,5002209,Bonito,MS,eligible_phase2_geodesic_proxy,26.700963973999023,667.0,586.0,718.0499877929688,0.0
520630,5206305,Cristianópolis,GO,eligible_phase2_geodesic_proxy,26.523473739624023,667.0,609.9500122070312,708.0,0.0
353240,3532405,Nazaré Paulista,SP,eligible_phase2_geodesic_proxy,26.8614501953125,668.5,624.0,692.0,0.0
260700,2607000,Inajá,PE,eligible_phase2_geodesic_proxy,26.721851348876953,669.0,603.0,720.0,0.0
130250,1302504,Manacapuru,AM,eligible_phase2_geodesic_proxy,26.82620620727539,669.5,578.0,732.0,0.0
355350,3553500,Tapiraí,SP,eligible_phase2_geodesic_proxy,26.76642608642578,670.0,600.0,720.0,0.0
260230,2602308,Bonito,PE,eligible_phase2_geodesic_proxy,26.72695541381836,670.0,639.0,692.0,0.0
150080,1500800,Ananindeua,PA,eligible_phase2_geodesic_proxy,26.393165588378906,671.0,569.0,730.0,0.002
150250,1502509,Chaves,PA,eligible_phase2_geodesic_proxy,26.525548934936523,671.0,578.9500122070312,731.0,0.001
350030,3500303,Aguaí,SP,eligible_phase2_geodesic_proxy,26.414226531982422,673.0,612.9500122070312,714.0499877929688,0.0
330460,3304607,Santa Maria Madalena,RJ,eligible_phase2_geodesic_proxy,26.21620750427246,673.0,577.0,724.0,0.004
510263,5102637,Campo Novo do Parecis,MT,eligible_phase2_geodesic_proxy,26.226778030395508,673.0,611.0,716.0499877929688,0.0
410850,4108502,General Carneiro,PR,eligible_phase2_geodesic_proxy,26.106698989868164,674.0,616.0,711.0,0.0
431390,4313904,Panambi,RS,eligible_phase2_geodesic_proxy,26.016132354736328,675.0,615.0,700.0,0.0
431460,4314605,Piratini,RS,eligible_phase2_geodesic_proxy,25.847373962402344,675.0,627.9500122070312,702.0,0.0
150470,1504703,Moju,PA,eligible_phase2_geodesic_proxy,25.975814819335938,675.5,530.0,742.0,0.026
260915,2609154,Manari,PE,eligible_phase2_geodesic_proxy,25.87987518310547,677.5,613.0,728.0,0.0
315430,3154309,Resplendor,MG,eligible_phase2_geodesic_proxy,25.407154083251953,679.5,600.0,722.0,0.001
500630,5006309,Paranaíba,MS,eligible_phase2_geodesic_proxy,25.05605697631836,681.0,603.9500122070312,722.0,0.0
150280,1502806,Curralinho,PA,eligible_phase2_geodesic_proxy,24.7430362701416,683.0,609.9500122070312,729.0,0.0
520320,5203203,Barro Alto,GO,eligible_phase2_geodesic_proxy,24.88454246520996,683.0,656.0,700.0,0.0
510630,5106307,Paranatinga,MT,eligible_phase2_geodesic_proxy,25.20139503479004,683.0,609.9000244140625,732.0,0.0
432143,4321436,Terra de Areia,RS,eligible_phase2_geodesic_proxy,25.11843490600586,683.0,571.9500122070312,730.0,0.005
352470,3524709,Jaguariúna,SP,eligible_phase2_geodesic_proxy,24.978416442871094,684.0,601.9500122070312,725.0,0.001
412033,4120333,Prado Ferreira,PR,eligible_phase2_geodesic_proxy,24.86166763305664,684.0,635.0,716.0,0.0
330555,3305554,Seropédica,RJ,eligible_phase2_geodesic_proxy,25.035892486572266,684.0,608.9500122070312,731.0,0.0
354450,3544509,Rubinéia,SP,eligible_phase2_geodesic_proxy,24.614294052124023,687.0,664.0,700.0,0.0
320530,3205309,Vitória,ES,eligible_phase2_geodesic_proxy,24.283817291259766,689.0,620.0,725.0,0.0
500295,5002951,Chapadão do Sul,MS,eligible_phase2_geodesic_proxy,23.924266815185547,693.0,653.0,710.0,0.0
510850,5108501,Vera,MT,eligible_phase2_geodesic_proxy,23.90948486328125,693.0,647.0,714.0,0.0
352760,3527603,Luís Antônio,SP,eligible_phase2_geodesic_proxy,23.87042236328125,694.0,662.0,708.0,0.0
150172,1501725,Brasil Novo,PA,eligible_phase2_geodesic_proxy,23.634586334228516,694.0,650.9500122070312,726.0,0.0
411700,4117008,Nova Fátima,PR,eligible_phase2_geodesic_proxy,23.72034454345703,695.0,643.0,718.0,0.0
430905,4309050,Glorinha,RS,eligible_phase2_geodesic_proxy,23.755233764648438,696.0,670.0,715.0499877929688,0.0
355490,3554904,Três Fronteiras,SP,eligible_phase2_geodesic_proxy,23.82926368713379,696.0,603.9500122070312,731.0,0.002
354360,3543600,Rifaina,SP,eligible_phase2_geodesic_proxy,23.72997283935547,696.0,631.0,724.0,0.0
510710,5107107,São José dos Quatro Marcos,MT,eligible_phase2_geodesic_proxy,23.67088508605957,696.0,642.0,719.0,0.0
430005,4300059,Água Santa,RS,eligible_phase2_geodesic_proxy,23.497865676879883,698.0,684.0,703.0,0.0
352200,3522000,Itaju,SP,eligible_phase2_geodesic_proxy,23.426570892333984,699.0,629.9500122070312,728.0,0.0
150780,1507805,Senador José Porfírio,PA,eligible_phase2_geodesic_proxy,23.246538162231445,699.5,634.0,736.0,0.0
510325,5103254,Colniza,MT,eligible_phase2_geodesic_proxy,22.97701644897461,703.0,659.0,733.0,0.0
130406,1304062,Tabatinga,AM,eligible_phase2_geodesic_proxy,22.95022201538086,703.0,625.0,737.0,0.0
510270,5102702,Canarana,MT,eligible_phase2_geodesic_proxy,22.829429626464844,704.0,669.0,719.0,0.0
411745,4117453,Ouro Verde do Oeste,PR,eligible_phase2_geodesic_proxy,22.88653564453125,705.0,599.0,737.0,0.002
315480,3154804,Rio Acima,MG,eligible_phase2_geodesic_proxy,22.662494659423828,705.0,671.0,723.0,0.0
317052,3170529,Urucuia,MG,eligible_phase2_geodesic_proxy,22.45008087158203,707.0,672.0,733.0,0.0
313460,3134608,Jaboticatubas,MG,eligible_phase2_geodesic_proxy,22.09442710876465,710.0,671.0,724.0,0.0
431700,4317004,Santana da Boa Vista,RS,eligible_phase2_geodesic_proxy,22.125823974609375,711.0,680.0,720.0,0.0
150180,1501808,Breves,PA,eligible_phase2_geodesic_proxy,21.908641815185547,712.0,621.9000244140625,745.0,0.0
520547,5205471,Chapadão do Céu,GO,eligible_phase2_geodesic_proxy,22.090721130371094,712.0,685.9500122070312,718.0,0.0
355680,3556800,Viradouro,SP,eligible_phase2_geodesic_proxy,21.7147159576416,713.0,660.0,729.0,0.0
292440,2924405,Pilão Arcado,BA,eligible_phase2_geodesic_proxy,21.4796142578125,714.0,681.0,731.0,0.0
150120,1501204,Baião,PA,eligible_phase2_geodesic_proxy,21.66381072998047,714.5,668.9500122070312,735.0,0.0
522000,5220009,São João d'Aliança,GO,eligible_phase2_geodesic_proxy,21.461158752441406,716.0,682.0,729.0499877929688,0.0
351190,3511904,Clementina,SP,eligible_phase2_geodesic_proxy,21.32818603515625,717.0,635.0,742.0,0.0
211240,2112407,Turiaçu,MA,eligible_phase2_geodesic_proxy,21.211755752563477,719.0,634.9500122070312,746.0,0.0
500795,5007950,Tacuru,MS,eligible_phase2_geodesic_proxy,21.201236724853516,719.0,684.0,728.0,0.0
500770,5007703,Sete Quedas,MS,eligible_phase2_geodesic_proxy,20.415325164794922,721.0,666.9500122070312,742.0,0.0
521730,5217302,Pirenópolis,GO,eligible_phase2_geodesic_proxy,20.13304901123047,723.5,619.9500122070312,747.0,0.002
351720,3517208,Guaiçara,SP,eligible_phase2_geodesic_proxy,20.36810302734375,724.0,664.0,738.0,0.0
500515,5005152,Juti,MS,eligible_phase2_geodesic_proxy,20.271812438964844,724.0,666.9500122070312,737.0,0.0
522180,5221809,Urutaí,GO,eligible_phase2_geodesic_proxy,20.44525146484375,724.0,656.0,741.0,0.0
351790,3517901,Guaraci,SP,eligible_phase2_geodesic_proxy,19.947362899780273,726.5,650.0,743.0,0.0
500710,5007109,Ribas do Rio Pardo,MS,eligible_phase2_geodesic_proxy,19.078964233398438,727.0,704.0,738.0,0.0
110013,1100130,Machadinho D'Oeste,RO,eligible_phase2_geodesic_proxy,18.991565704345703,729.0,664.9500122070312,748.0,0.0
500635,5006358,Paranhos,MS,eligible_phase2_geodesic_proxy,19.42391586303711,729.0,674.9500122070312,743.0,0.0
312440,3124401,Espírito Santo do Dourado,MG,eligible_phase2_geodesic_proxy,18.938949584960938,731.0,695.0,737.0,0.0
521308,5213087,Minaçu,GO,eligible_phase2_geodesic_proxy,18.202571868896484,731.0,689.9500122070312,744.0,0.0
150020,1500206,Acará,PA,eligible_phase2_geodesic_proxy,18.83809471130371,731.0,641.0,753.0,0.0
290400,2904001,Boninal,BA,eligible_phase2_geodesic_proxy,17.816694259643555,733.0,697.0,745.0,0.0
430520,4305207,Cerro Largo,RS,eligible_phase2_geodesic_proxy,18.01195526123047,734.0,632.0,750.0,0.002
130190,1301902,Itacoatiara,AM,eligible_phase2_geodesic_proxy,17.700557708740234,734.0,692.0,750.0,0.0
510190,5101902,Brasnorte,MT,eligible_phase2_geodesic_proxy,18.01750373840332,734.0,707.9500122070312,739.0,0.0
520551,5205513,Cocalzinho de Goiás,GO,eligible_phase2_geodesic_proxy,17.864761352539062,735.0,695.0,745.0,0.0
314020,3140209,Maripá de Minas,MG,eligible_phase2_geodesic_proxy,17.199954986572266,738.0,678.0,748.0,0.0
110094,1100940,Cujubim,RO,eligible_phase2_geodesic_proxy,16.48870277404785,739.0,693.0,749.0,0.0
150445,1504455,Medicilândia,PA,eligible_phase2_geodesic_proxy,16.9093017578125,739.0,691.9500122070312,748.0,0.0
353230,3532306,Natividade da Serra,SP,eligible_phase2_geodesic_proxy,16.31856918334961,740.0,730.0,743.0,0.0
500790,5007901,Sidrolândia,MS,eligible_phase2_geodesic_proxy,16.022336959838867,741.0,687.9500122070312,751.0,0.0
350350,3503505,Areias,SP,eligible_phase2_geodesic_proxy,16.44625473022461,741.0,715.0,745.0,0.0
170825,1708254,Tabocão,TO,eligible_phase2_geodesic_proxy,14.84609317779541,744.0,733.0,747.0,0.0
130070,1300706,Boca do Acre,AM,eligible_phase2_geodesic_proxy,14.980648040771484,745.0,677.0,756.0,0.0
421710,4217105,São Martinho,SC,eligible_phase2_geodesic_proxy,14.885032653808594,745.0,695.0,752.0,0.0
410345,4103453,Cafelândia,PR,eligible_phase2_geodesic_proxy,14.070945739746094,747.0,700.0,754.0,0.0
330285,3302858,Mesquita,RJ,eligible_phase2_geodesic_proxy,13.44670295715332,749.0,730.9500122070312,751.0,0.0
351150,3511508,Cerquilho,SP,eligible_phase2_geodesic_proxy,12.290912628173828,750.0,726.9500122070312,754.0,0.0
150230,1502301,Capitão Poço,PA,eligible_phase2_geodesic_proxy,11.561555862426758,751.0,738.9500122070312,755.0,0.0
352540,3525409,Jeriquara,SP,eligible_phase2_geodesic_proxy,10.305477142333984,752.0,748.0,755.0,0.0
120060,1200609,Tarauacá,AC,eligible_phase2_geodesic_proxy,9.936386108398438,754.0,744.0,758.0,0.0
120080,1200807,Porto Acre,AC,eligible_phase2_geodesic_proxy,9.990765571594238,754.0,743.0,757.0,0.0
150800,1508001,Tomé-Açu,PA,eligible_phase2_geodesic_proxy,9.385988235473633,755.0,729.0,759.0,0.0
352550,3525508,Joanópolis,SP,eligible_phase2_geodesic_proxy,9.056560516357422,755.0,747.0,757.0,0.0
510370,5103700,Feliz Natal,MT,eligible_phase2_geodesic_proxy,8.198160171508789,756.0,752.0,757.0,0.0
352110,3521101,Ipeúna,SP,eligible_phase2_geodesic_proxy,6.768226146697998,758.0,753.0,758.0,0.0
412030,4120309,Porto Vitória,PR,eligible_phase2_geodesic_proxy,5.450293064117432,759.0,757.0,759.0,0.0
411330,4113304,Laranjeiras do Sul,PR,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
522068,5220686,Simolândia,GO,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
522060,5220603,Silvânia,GO,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
522205,5222054,Vicentinópolis,GO,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
522200,5222005,Vianópolis,GO,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
522190,5221908,Varjão,GO,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
110003,1100031,Cabixi,RO,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
522170,5221700,Uruana,GO,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
522028,5220280,São Patrício,GO,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
522026,5220264,São Miguel do Passa Quatro,GO,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
522020,5220207,São Miguel do Araguaia,GO,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
522015,5220157,São Luiz do Norte,GO,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
522010,5220108,São Luís de Montes Belos,GO,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
522005,5220058,São João da Paraúna,GO,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
110007,1100072,Corumbiara,RO,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
170270,1702703,Aurora do Tocantins,TO,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
220665,2206654,Morro Cabeça no Tempo,PI,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
