ibge_municipio,ibge_municipio_7,municipio_nome_ibge,uf_sigla,phase2_eligibility,phase2_mc_score_median,phase2_mc_rank_median,phase2_mc_rank_p05,phase2_mc_rank_p95,phase2_mc_probability_top_decile
160050,1600501,Oiapoque,AP,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
160030,1600303,Macapá,AP,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
160027,1600279,Laranjal do Jari,AP,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
150840,1508407,Xinguara,PA,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
313110,3131109,Inimutaba,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
313100,3131000,Inhaúma,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
313375,3133758,Itaú de Minas,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
313370,3133709,Itatiaiuçu,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
313360,3133600,Itapeva,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
313350,3133501,Itapecerica,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
313340,3133402,Itapagipe,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
313330,3133303,Itaobim,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
313320,3133204,Itanhomi,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
313310,3133105,Itanhandu,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
313300,3133006,Itamonte,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
313290,3132909,Itamogi,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
313280,3132800,Itambé do Mato Dentro,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
313270,3132701,Itambacuri,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
313260,3132602,Itamarati de Minas,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
313250,3132503,Itamarandiba,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
313240,3132404,Itajubá,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
313230,3132305,Itaipé,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
313550,3135506,Jequeri,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
313545,3135456,Jenipapo de Minas,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
313540,3135407,Jeceaba,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
313535,3135357,Japonvar,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
313530,3135308,Japaraíba,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
313520,3135209,Januária,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
313510,3135100,Janaúba,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
313507,3135076,Jampruca,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
313505,3135050,Jaíba,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
313480,3134806,Jacuí,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
313470,3134707,Jacinto,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
313450,3134509,Itutinga,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
313430,3134301,Itumirim,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
313410,3134103,Itueta,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
313400,3134004,Itinga,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
313390,3133907,Itaverava,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
313690,3136900,Juruaia,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
313670,3136702,Juiz de Fora,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
313665,3136652,Juatuba,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
313660,3136603,Nova União,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
313657,3136579,Josenópolis,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
313655,3136553,José Raydan,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
313652,3136520,José Gonçalves de Minas,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
313650,3136504,Jordânia,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
313640,3136405,Joaquim Felício,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
313630,3136306,João Pinheiro,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
313610,3136108,Joanésia,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
313600,3136009,Joaíma,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
313590,3135902,Jesuânia,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
313580,3135803,Jequitinhonha,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
313570,3135704,Jequitibá,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
313560,3135605,Jequitaí,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
313840,3138401,Leopoldina,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
313835,3138351,Leme do Prado,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
313830,3138302,Leandro Ferreira,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
313810,3138104,Lassance,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
313800,3138005,Laranjal,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
313790,3137908,Lamim,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
313780,3137809,Lambari,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
313770,3137700,Lajinha,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
313760,3137601,Lagoa Santa,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
313753,3137536,Lagoa Grande,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
313750,3137502,Lagoa Formosa,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
313740,3137403,Lagoa Dourada,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
313730,3137304,Lagoa dos Patos,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
313710,3137106,Lagamar,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
313700,3137007,Ladainha,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
313695,3136959,Juvenília,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
313970,3139706,Maravilhas,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
313960,3139607,Mantena,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
313950,3139508,Manhumirim,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
313930,3139300,Manga,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
313925,3139250,Mamonas,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
313920,3139201,Malacacheta,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
313910,3139102,Madre de Deus de Minas,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
313890,3138906,Machacalis,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
313880,3138807,Luz,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
313870,3138708,Luminárias,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
313868,3138682,Luislândia,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
313867,3138674,Luisburgo,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
313865,3138658,Lontra,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
313862,3138625,Limeira do Oeste,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
313860,3138609,Lima Duarte,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
313850,3138500,Liberdade,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314120,3141207,Matutina,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314100,3141009,Mato Verde,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314090,3140902,Matipó,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314085,3140852,Matias Cardoso,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314080,3140803,Matias Barbosa,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314070,3140704,Mateus Leme,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314060,3140605,Materlândia,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314055,3140555,Mata Verde,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314053,3140530,Martins Soares,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314050,3140506,Martinho Campos,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314040,3140407,Marmelópolis,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314030,3140308,Marliéria,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314015,3140159,Mário Campos,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314010,3140100,Marilac,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
313990,3139904,Maria da Fé,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
313980,3139805,Mar de Espanha,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314290,3142908,Monte Azul,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314280,3142809,Monte Alegre de Minas,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314270,3142700,Montalvânia,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314260,3142601,Monsenhor Paulo,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314240,3142403,Moema,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314230,3142304,Moeda,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314225,3142254,Miravânia,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314220,3142205,Miraí,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314210,3142106,Miradouro,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314200,3142007,Mirabela,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314180,3141801,Minas Novas,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314170,3141702,Mesquita,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314160,3141603,Mercês,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314150,3141504,Mendes Pimentel,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314140,3141405,Medina,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314130,3141306,Medeiros,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314430,3144300,Nanuque,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314420,3144201,Nacip Raydan,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314410,3144102,Muzambinho,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314400,3144003,Mutum,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314390,3143906,Muriaé,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314380,3143807,Munhoz,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314370,3143708,Morro do Pilar,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314360,3143609,Morro da Garça,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314350,3143500,Morada Nova de Minas,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314345,3143450,Montezuma,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314340,3143401,Monte Sião,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314330,3143302,Montes Claros,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314320,3143203,Monte Santo de Minas,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314315,3143153,Monte Formoso,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314310,3143104,Monte Carmelo,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314300,3143005,Monte Belo,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314540,3145406,Olaria,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314537,3145372,Novorizonte,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314535,3145356,Novo Oriente de Minas,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314530,3145307,Novo Cruzeiro,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314510,3145109,Nova Resende,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314505,3145059,Nova Porteirinha,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314500,3145000,Nova Ponte,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314490,3144904,Nova Módica,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314470,3144706,Nova Era,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314467,3144672,Nova Belém,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314465,3144656,Ninheira,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314460,3144607,Nepomuceno,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314450,3144508,Nazareno,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314440,3144409,Natércia,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314437,3144375,Natalândia,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314435,3144359,Naque,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314660,3146602,Paiva,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314655,3146552,Pai Pedro,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314650,3146503,Pains,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314640,3146404,Paineiras,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314630,3146305,Padre Paraíso,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314625,3146255,Padre Carvalho,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314620,3146206,Ouro Verde de Minas,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314610,3146107,Ouro Preto,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314590,3145901,Ouro Branco,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314587,3145877,Orizânia,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314585,3145851,Oratórios,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314580,3145802,Onça de Pitangui,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314570,3145703,Oliveira Fortes,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314560,3145604,Oliveira,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314550,3145505,Olímpio Noronha,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314545,3145455,Olhos-d'Água,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314860,3148608,Peçanha,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314850,3148509,Pavão,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314840,3148400,Paulistas,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314830,3148301,Paula Cândido,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314820,3148202,Patrocínio do Muriaé,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314795,3147956,Patis,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314780,3147808,Passa Vinte,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314770,3147709,Passa Tempo,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314760,3147600,Passa Quatro,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314750,3147501,Passabém,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314730,3147303,Paraisópolis,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314720,3147204,Paraguaçu,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314710,3147105,Pará de Minas,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314690,3146909,Papagaios,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314675,3146750,Palmópolis,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314670,3146701,Palma,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
315000,3150000,Pescador,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314995,3149952,Periquito,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314990,3149903,Perdões,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314980,3149804,Perdizes,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314970,3149705,Perdigão,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314960,3149606,Pequi,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314950,3149507,Pequeri,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314940,3149408,Pedro Teixeira,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314920,3149200,Pedrinópolis,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314915,3149150,Pedras de Maria da Cruz,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314910,3149101,Pedralva,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314900,3149002,Pedra Dourada,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314890,3148905,Pedra do Indaiá,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314880,3148806,Pedra do Anta,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314875,3148756,Pedra Bonita,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
314870,3148707,Pedra Azul,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
211065,2110658,São Domingos do Azeitão,MA,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
211060,2110609,São Bernardo,MA,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
211050,2110500,São Bento,MA,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
211030,2110302,Santo Antônio dos Lopes,MA,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
211027,2110278,Santo Amaro do Maranhão,MA,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
315080,3150802,Piranga,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
315070,3150703,Pirajuba,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
315060,3150604,Piracema,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
315057,3150570,Pintópolis,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
315053,3150539,Pingo-d'Água,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
315050,3150505,Pimenta,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
315040,3150406,Piedade dos Gerais,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
315030,3150307,Piedade do Rio Grande,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
315020,3150208,Piedade de Ponte Nova,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
315015,3150158,Piedade de Caratinga,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
315010,3150109,Piau,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
315210,3152105,Ponte Nova,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
315190,3151909,Pocrane,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
315170,3151701,Poço Fundo,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
315150,3151503,Piumhi,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
315140,3151404,Pitangui,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
315130,3151305,Piraúba,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
315120,3151206,Pirapora,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
315110,3151107,Pirapetinga,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
315100,3151008,Piranguinho,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
315090,3150901,Piranguçu,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
211110,2111102,São João dos Patos,MA,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
211105,2111052,São João do Paraíso,MA,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
211102,2111029,São João do Carú,MA,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
211100,2111003,São João Batista,MA,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
211090,2110906,São Francisco do Maranhão,MA,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
211070,2110708,São Domingos do Maranhão,MA,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
315360,3153608,Prudente de Morais,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
315350,3153509,Alto Jequitibá,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
315340,3153400,Presidente Olegário,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
315330,3153301,Presidente Kubitschek,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
315320,3153202,Presidente Juscelino,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
315310,3153103,Presidente Bernardes,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
315300,3153004,Pratinha,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
315290,3152907,Pratápolis,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
315280,3152808,Prata,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
315270,3152709,Prados,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
315260,3152600,Pouso Alto,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
315240,3152402,Poté,MG,eligible_phase2_geodesic_proxy,0.0,2874.0,2874.0,2874.0,0.0
