ibge_municipio_7,municipio_nome_oficial,uf_sigla_oficial,phase2_spatial_target_rank,origin_method,active_ubs_network_distance_km,osm_pharmacy_network_distance_km,active_ubs_phase2_geodesic_km,osm_pharmacy_phase2_geodesic_km,active_ubs_travel_time_minutes,osm_pharmacy_travel_time_minutes,phase3_ubs_hard_minutes_threshold,phase3_pharmacy_easy_minutes_threshold,phase3_routed_hard_ubs_easy_pharmacy_flag,phase3_access_interpretation,phase3_time_ratio_ubs_to_pharmacy
3301850,Guapimirim,RJ,1.0,official_ibge_2022_municipal_seat,21.4509,0.0778,6.359492799283552,0.0593940158950893,24.071666666666665,0.1366666666666666,15,5,True,routed_hard_ubs_easy_pharmacy_candidate,176.1341463414635
4316600,Sananduva,RS,5.0,official_ibge_2022_municipal_seat,19.7078,0.3806,12.512925075763157,0.1835836770318663,19.46,0.6783333333333333,15,5,True,routed_hard_ubs_easy_pharmacy_candidate,28.68796068796069
3502200,Angatuba,SP,2.0,official_ibge_2022_municipal_seat,20.754900000000003,0.4728,13.23302976551672,0.3585158168532879,20.11833333333333,1.2866666666666666,15,5,True,routed_hard_ubs_easy_pharmacy_candidate,15.636010362694298
3300258,Arraial do Cabo,RJ,4.0,official_ibge_2022_municipal_seat,14.0292,0.6262000000000001,9.431014782032204,0.4584087819977794,19.26333333333333,1.5216666666666667,15,5,True,routed_hard_ubs_easy_pharmacy_candidate,12.659364731653884
4301008,Arroio do Meio,RS,3.0,official_ibge_2022_municipal_seat,7.4174,0.5203,5.2021440896176685,0.1025844243997719,7.975,1.055,15,5,False,routed_not_conservative_target,7.559241706161138
3304607,Santa Maria Madalena,RJ,6.0,official_ibge_2022_municipal_seat,28.1591,9.4841,7.084511762304401,1.388347928058955,51.02333333333333,29.98333333333333,15,5,False,routed_hard_ubs_but_not_easy_pharmacy,1.7017231795441914
