ibge_municipio_7,municipio_nome_ibge_seat,uf_sigla_ibge_seat,seat_latitude,seat_longitude,seat_category,seat_subcategory
3114105,Carmo de Minas,MG,-22.1233,-45.1315,Cidade,Sede Municipal
3114204,Carmo do Cajuru,MG,-20.187,-44.7698,Cidade,Sede Municipal
3114303,Carmo do Paranaíba,MG,-18.9972,-46.3166,Cidade,Sede Municipal
3114402,Carmo do Rio Claro,MG,-20.9707,-46.1219,Cidade,Sede Municipal
3114501,Carmópolis de Minas,MG,-20.5416,-44.6352,Cidade,Sede Municipal
3114550,Carneirinho,MG,-19.6983,-50.6938,Cidade,Sede Municipal
3114600,Carrancas,MG,-21.4883,-44.6423,Cidade,Sede Municipal
3114709,Carvalhópolis,MG,-21.7782,-45.8432,Cidade,Sede Municipal
3114808,Carvalhos,MG,-21.998,-44.4638,Cidade,Sede Municipal
3114907,Casa Grande,MG,-20.7937,-43.93,Cidade,Sede Municipal
3115003,Cascalho Rico,MG,-18.5767,-47.8755,Cidade,Sede Municipal
3115102,Cássia,MG,-20.584,-46.9218,Cidade,Sede Municipal
3115201,Conceição da Barra de Minas,MG,-21.1286,-44.4726,Cidade,Sede Municipal
3115300,Cataguases,MG,-21.3893,-42.6972,Cidade,Sede Municipal
3115359,Catas Altas,MG,-20.0749,-43.4077,Cidade,Sede Municipal
3115409,Catas Altas da Noruega,MG,-20.6906,-43.4979,Cidade,Sede Municipal
3115458,Catuji,MG,-17.3,-41.5167,Cidade,Sede Municipal
3115474,Catuti,MG,-15.3612,-42.9607,Cidade,Sede Municipal
3115508,Caxambu,MG,-21.9791,-44.9346,Cidade,Sede Municipal
3115607,Cedro do Abaeté,MG,-19.1454,-45.7158,Cidade,Sede Municipal
3115706,Central de Minas,MG,-18.7614,-41.3065,Cidade,Sede Municipal
3115805,Centralina,MG,-18.5842,-49.1987,Cidade,Sede Municipal
3115904,Chácara,MG,-21.6717,-43.2208,Cidade,Sede Municipal
3116001,Chalé,MG,-20.0438,-41.6893,Cidade,Sede Municipal
3116100,Chapada do Norte,MG,-17.0883,-42.5381,Cidade,Sede Municipal
3116159,Chapada Gaúcha,MG,-15.2969,-45.6257,Cidade,Sede Municipal
3116209,Chiador,MG,-22.0034,-43.0578,Cidade,Sede Municipal
3116308,Cipotânea,MG,-20.9052,-43.3657,Cidade,Sede Municipal
3116407,Claraval,MG,-20.4023,-47.2852,Cidade,Sede Municipal
3116506,Claro dos Poções,MG,-17.082,-44.2079,Cidade,Sede Municipal
3116605,Cláudio,MG,-20.4448,-44.7647,Cidade,Sede Municipal
3116704,Coimbra,MG,-20.8566,-42.8023,Cidade,Sede Municipal
3116803,Coluna,MG,-18.233,-42.8407,Cidade,Sede Municipal
3116902,Comendador Gomes,MG,-19.693,-49.0843,Cidade,Sede Municipal
3117009,Comercinho,MG,-16.2971,-41.7942,Cidade,Sede Municipal
3117108,Conceição da Aparecida,MG,-21.0937,-46.2038,Cidade,Sede Municipal
3117207,Conceição das Pedras,MG,-22.1601,-45.4553,Cidade,Sede Municipal
3117306,Conceição das Alagoas,MG,-19.918,-48.3864,Cidade,Sede Municipal
3117405,Conceição de Ipanema,MG,-19.9297,-41.6918,Cidade,Sede Municipal
3117504,Conceição do Mato Dentro,MG,-19.0365,-43.4257,Cidade,Sede Municipal
3117603,Conceição do Pará,MG,-19.7535,-44.8973,Cidade,Sede Municipal
3117702,Conceição do Rio Verde,MG,-21.8804,-45.0879,Cidade,Sede Municipal
3117801,Conceição dos Ouros,MG,-22.4124,-45.7969,Cidade,Sede Municipal
3117836,Cônego Marinho,MG,-15.2964,-44.4141,Cidade,Sede Municipal
3117876,Confins,MG,-19.6261,-43.9924,Cidade,Sede Municipal
3117900,Congonhal,MG,-22.153,-46.0399,Cidade,Sede Municipal
3118007,Congonhas,MG,-20.5077,-43.8608,Cidade,Sede Municipal
3118106,Congonhas do Norte,MG,-18.8078,-43.6807,Cidade,Sede Municipal
3118205,Conquista,MG,-19.937,-47.5443,Cidade,Sede Municipal
3118304,Conselheiro Lafaiete,MG,-20.6603,-43.7857,Cidade,Sede Municipal
3118403,Conselheiro Pena,MG,-19.1721,-41.4726,Cidade,Sede Municipal
3118502,Consolação,MG,-22.5528,-45.9231,Cidade,Sede Municipal
3118601,Contagem,MG,-19.9192,-44.0928,Cidade,Sede Municipal
3118700,Coqueiral,MG,-21.1899,-45.4407,Cidade,Sede Municipal
3118809,Coração de Jesus,MG,-16.6881,-44.3626,Cidade,Sede Municipal
3118908,Cordisburgo,MG,-19.1226,-44.3226,Cidade,Sede Municipal
3119005,Cordislândia,MG,-21.7923,-45.7014,Cidade,Sede Municipal
3119104,Corinto,MG,-18.3627,-44.4555,Cidade,Sede Municipal
3119203,Coroaci,MG,-18.621,-42.2842,Cidade,Sede Municipal
3119302,Coromandel,MG,-18.4725,-47.2023,Cidade,Sede Municipal
3119401,Coronel Fabriciano,MG,-19.5273,-42.6245,Cidade,Sede Municipal
3119500,Coronel Murta,MG,-16.6161,-42.1829,Cidade,Sede Municipal
3119609,Coronel Pacheco,MG,-21.588,-43.2658,Cidade,Sede Municipal
3119708,Coronel Xavier Chaves,MG,-21.0229,-44.2257,Cidade,Sede Municipal
3119807,Córrego Danta,MG,-19.8236,-45.9042,Cidade,Sede Municipal
3119906,Córrego do Bom Jesus,MG,-22.63,-46.0197,Cidade,Sede Municipal
3119955,Córrego Fundo,MG,-20.4516,-45.5506,Cidade,Sede Municipal
3120003,Córrego Novo,MG,-19.833,-42.4015,Cidade,Sede Municipal
3120102,Couto de Magalhães de Minas,MG,-18.0725,-43.4717,Cidade,Sede Municipal
3120151,Crisólita,MG,-17.2377,-40.9116,Cidade,Sede Municipal
3120201,Cristais,MG,-20.877,-45.5165,Cidade,Sede Municipal
3120300,Cristália,MG,-16.7113,-42.8635,Cidade,Sede Municipal
3120409,Cristiano Otoni,MG,-20.8304,-43.805,Cidade,Sede Municipal
3120508,Cristina,MG,-22.21,-45.2629,Cidade,Sede Municipal
3120607,Crucilândia,MG,-20.3929,-44.3379,Cidade,Sede Municipal
3120706,Cruzeiro da Fortaleza,MG,-18.9465,-46.6731,Cidade,Sede Municipal
3120805,Cruzília,MG,-21.8416,-44.8102,Cidade,Sede Municipal
3120839,Cuparaque,MG,-18.9701,-41.0997,Cidade,Sede Municipal
3120870,Curral de Dentro,MG,-15.9371,-41.8551,Cidade,Sede Municipal
3120904,Curvelo,MG,-18.7523,-44.4284,Cidade,Sede Municipal
3121001,Datas,MG,-18.447,-43.6587,Cidade,Sede Municipal
3121100,Delfim Moreira,MG,-22.5097,-45.2842,Cidade,Sede Municipal
3121209,Delfinópolis,MG,-20.3448,-46.8553,Cidade,Sede Municipal
3121258,Delta,MG,-19.9728,-47.778,Cidade,Sede Municipal
3121308,Descoberto,MG,-21.4597,-42.9676,Cidade,Sede Municipal
3121407,Desterro de Entre Rios,MG,-20.6598,-44.3349,Cidade,Sede Municipal
3121506,Desterro do Melo,MG,-21.1472,-43.518,Cidade,Sede Municipal
3121605,Diamantina,MG,-18.2448,-43.5973,Cidade,Sede Municipal
3121704,Diogo de Vasconcelos,MG,-20.488,-43.1993,Cidade,Sede Municipal
3121803,Dionísio,MG,-19.842,-42.7766,Cidade,Sede Municipal
3121902,Divinésia,MG,-20.9904,-43.0036,Cidade,Sede Municipal
3122009,Divino,MG,-20.6145,-42.1478,Cidade,Sede Municipal
3122108,Divino das Laranjeiras,MG,-18.7785,-41.4802,Cidade,Sede Municipal
3122207,Divinolândia de Minas,MG,-18.8048,-42.6118,Cidade,Sede Municipal
3122306,Divinópolis,MG,-20.1703,-44.9109,Cidade,Sede Municipal
3122355,Divisa Alegre,MG,-15.7257,-41.3463,Cidade,Sede Municipal
3122405,Divisa Nova,MG,-21.5122,-46.1943,Cidade,Sede Municipal
3122454,Divisópolis,MG,-15.7257,-41.0014,Cidade,Sede Municipal
3122470,Dom Bosco,MG,-16.6477,-46.2654,Cidade,Sede Municipal
3122504,Dom Cavati,MG,-19.3751,-42.1073,Cidade,Sede Municipal
3122603,Dom Joaquim,MG,-18.9677,-43.2554,Cidade,Sede Municipal
3122702,Dom Silvério,MG,-20.1608,-42.9679,Cidade,Sede Municipal
3122801,Dom Viçoso,MG,-22.2538,-45.1614,Cidade,Sede Municipal
3122900,Dona Euzébia,MG,-21.3154,-42.8119,Cidade,Sede Municipal
3123007,Dores de Campos,MG,-21.1111,-44.0209,Cidade,Sede Municipal
3123106,Dores de Guanhães,MG,-19.0585,-42.9285,Cidade,Sede Municipal
3123205,Dores do Indaiá,MG,-19.4628,-45.6021,Cidade,Sede Municipal
3123304,Dores do Turvo,MG,-20.975,-43.1884,Cidade,Sede Municipal
3123403,Doresópolis,MG,-20.2884,-45.9032,Cidade,Sede Municipal
3123502,Douradoquara,MG,-18.4328,-47.609,Cidade,Sede Municipal
3123528,Durandé,MG,-20.2025,-41.8004,Cidade,Sede Municipal
3123601,Elói Mendes,MG,-21.61,-45.5661,Cidade,Sede Municipal
3123700,Engenheiro Caldas,MG,-19.1989,-42.047,Cidade,Sede Municipal
3123809,Engenheiro Navarro,MG,-17.284,-43.9491,Cidade,Sede Municipal
3123858,Entre Folhas,MG,-19.6262,-42.2325,Cidade,Sede Municipal
3123908,Entre Rios de Minas,MG,-20.6719,-44.0657,Cidade,Sede Municipal
3124005,Ervália,MG,-20.84,-42.6565,Cidade,Sede Municipal
3124104,Esmeraldas,MG,-19.7613,-44.3143,Cidade,Sede Municipal
3124203,Espera Feliz,MG,-20.6508,-41.9086,Cidade,Sede Municipal
3124302,Espinosa,MG,-14.9268,-42.817,Cidade,Sede Municipal
3124401,Espírito Santo do Dourado,MG,-22.0474,-45.9514,Cidade,Sede Municipal
3124500,Estiva,MG,-22.4652,-46.0179,Cidade,Sede Municipal
3124609,Estrela Dalva,MG,-21.7429,-42.4615,Cidade,Sede Municipal
3124708,Estrela do Indaiá,MG,-19.5214,-45.7879,Cidade,Sede Municipal
3124807,Estrela do Sul,MG,-18.7422,-47.69,Cidade,Sede Municipal
3124906,Eugenópolis,MG,-21.0973,-42.1834,Cidade,Sede Municipal
3125002,Ewbank da Câmara,MG,-21.5502,-43.5091,Cidade,Sede Municipal
3125101,Extrema,MG,-22.8401,-46.3282,Cidade,Sede Municipal
3125200,Fama,MG,-21.4071,-45.8317,Cidade,Sede Municipal
3125309,Faria Lemos,MG,-20.8061,-42.0116,Cidade,Sede Municipal
3125408,Felício dos Santos,MG,-18.0769,-43.247,Cidade,Sede Municipal
3125507,São Gonçalo do Rio Preto,MG,-18.0049,-43.3818,Cidade,Sede Municipal
3125606,Felisburgo,MG,-16.6397,-40.7615,Cidade,Sede Municipal
3125705,Felixlândia,MG,-18.7578,-44.899,Cidade,Sede Municipal
3125804,Fernandes Tourinho,MG,-19.1528,-42.0828,Cidade,Sede Municipal
3125903,Ferros,MG,-19.232,-43.0218,Cidade,Sede Municipal
3125952,Fervedouro,MG,-20.7309,-42.2804,Cidade,Sede Municipal
3126000,Florestal,MG,-19.8875,-44.4329,Cidade,Sede Municipal
3126109,Formiga,MG,-20.465,-45.4296,Cidade,Sede Municipal
3126208,Formoso,MG,-14.9477,-46.2321,Cidade,Sede Municipal
3126307,Fortaleza de Minas,MG,-20.8497,-46.7129,Cidade,Sede Municipal
3126406,Fortuna de Minas,MG,-19.5611,-44.4476,Cidade,Sede Municipal
3126505,Francisco Badaró,MG,-16.9902,-42.3524,Cidade,Sede Municipal
3126604,Francisco Dumont,MG,-17.3145,-44.2318,Cidade,Sede Municipal
3126703,Francisco Sá,MG,-16.4763,-43.4901,Cidade,Sede Municipal
3126752,Franciscópolis,MG,-17.9603,-42.0064,Cidade,Sede Municipal
3126802,Frei Gaspar,MG,-18.0648,-41.4286,Cidade,Sede Municipal
3126901,Frei Inocêncio,MG,-18.5651,-41.9077,Cidade,Sede Municipal
3126950,Frei Lagonegro,MG,-18.1678,-42.7663,Cidade,Sede Municipal
3127008,Fronteira,MG,-20.2854,-49.204,Cidade,Sede Municipal
3127057,Fronteira dos Vales,MG,-16.8925,-40.9253,Cidade,Sede Municipal
3127073,Fruta de Leite,MG,-16.1176,-42.5291,Cidade,Sede Municipal
3127107,Frutal,MG,-20.0286,-48.9358,Cidade,Sede Municipal
3127206,Funilândia,MG,-19.3669,-44.0565,Cidade,Sede Municipal
3127305,Galiléia,MG,-19.0017,-41.5382,Cidade,Sede Municipal
3127339,Gameleiras,MG,-15.083,-43.1171,Cidade,Sede Municipal
3127354,Glaucilândia,MG,-16.8519,-43.6934,Cidade,Sede Municipal
3127370,Goiabeira,MG,-18.9799,-41.2213,Cidade,Sede Municipal
3127388,Goianá,MG,-21.5381,-43.2018,Cidade,Sede Municipal
3127404,Gonçalves,MG,-22.6596,-45.8549,Cidade,Sede Municipal
3127503,Gonzaga,MG,-18.8251,-42.4791,Cidade,Sede Municipal
3127602,Gouveia,MG,-18.455,-43.7412,Cidade,Sede Municipal
3127701,Governador Valadares,MG,-18.8584,-41.945,Cidade,Sede Municipal
3127800,Grão Mogol,MG,-16.5637,-42.8929,Cidade,Sede Municipal
3127909,Grupiara,MG,-18.4933,-47.7232,Cidade,Sede Municipal
3128006,Guanhães,MG,-18.7753,-42.9338,Cidade,Sede Municipal
3128105,Guapé,MG,-20.7597,-45.9169,Cidade,Sede Municipal
3128204,Guaraciaba,MG,-20.5717,-43.0073,Cidade,Sede Municipal
3128253,Guaraciama,MG,-17.0133,-43.6695,Cidade,Sede Municipal
3128303,Guaranésia,MG,-21.2999,-46.8026,Cidade,Sede Municipal
3128402,Guarani,MG,-21.3591,-43.0491,Cidade,Sede Municipal
3128501,Guarará,MG,-21.7324,-43.0385,Cidade,Sede Municipal
3128600,Guarda-Mor,MG,-17.7709,-47.1013,Cidade,Sede Municipal
3128709,Guaxupé,MG,-21.3056,-46.7122,Cidade,Sede Municipal
3128808,Guidoval,MG,-21.1513,-42.7993,Cidade,Sede Municipal
3128907,Guimarânia,MG,-18.8438,-46.7938,Cidade,Sede Municipal
3129004,Guiricema,MG,-21.009,-42.7191,Cidade,Sede Municipal
3129103,Gurinhatã,MG,-19.2146,-49.7873,Cidade,Sede Municipal
3129202,Heliodora,MG,-22.067,-45.5421,Cidade,Sede Municipal
3129301,Iapu,MG,-19.4369,-42.2157,Cidade,Sede Municipal
3129400,Ibertioga,MG,-21.431,-43.9631,Cidade,Sede Municipal
3129509,Ibiá,MG,-19.4881,-46.5435,Cidade,Sede Municipal
3129608,Ibiaí,MG,-16.8587,-44.9139,Cidade,Sede Municipal
3129657,Ibiracatu,MG,-15.6646,-44.1672,Cidade,Sede Municipal
3129707,Ibiraci,MG,-20.4628,-47.1231,Cidade,Sede Municipal
3129806,Ibirité,MG,-20.0212,-44.0671,Cidade,Sede Municipal
3129905,Ibitiúra de Minas,MG,-22.0606,-46.4402,Cidade,Sede Municipal
3130002,Ibituruna,MG,-21.1514,-44.7481,Cidade,Sede Municipal
3130051,Icaraí de Minas,MG,-16.2181,-44.9071,Cidade,Sede Municipal
3130101,Igarapé,MG,-20.0706,-44.3026,Cidade,Sede Municipal
3130200,Igaratinga,MG,-19.9526,-44.7078,Cidade,Sede Municipal
3130309,Iguatama,MG,-20.1759,-45.7057,Cidade,Sede Municipal
3130408,Ijaci,MG,-21.1711,-44.9245,Cidade,Sede Municipal
3130507,Ilicínea,MG,-20.938,-45.8268,Cidade,Sede Municipal
3130556,Imbé de Minas,MG,-19.5978,-41.9699,Cidade,Sede Municipal
3130606,Inconfidentes,MG,-22.3175,-46.3281,Cidade,Sede Municipal
3130655,Indaiabira,MG,-15.4925,-42.1977,Cidade,Sede Municipal
3130705,Indianópolis,MG,-19.0396,-47.9176,Cidade,Sede Municipal
3130804,Ingaí,MG,-21.4019,-44.9181,Cidade,Sede Municipal
3130903,Inhapim,MG,-19.5503,-42.1221,Cidade,Sede Municipal
3131000,Inhaúma,MG,-19.4912,-44.3883,Cidade,Sede Municipal
3131109,Inimutaba,MG,-18.728,-44.3622,Cidade,Sede Municipal
3131158,Ipaba,MG,-19.4117,-42.4197,Cidade,Sede Municipal
3131208,Ipanema,MG,-19.8008,-41.7143,Cidade,Sede Municipal
3131307,Ipatinga,MG,-19.4792,-42.5278,Cidade,Sede Municipal
3131406,Ipiaçu,MG,-18.6921,-49.9434,Cidade,Sede Municipal
3131505,Ipuiúna,MG,-22.0988,-46.19,Cidade,Sede Municipal
3131604,Iraí de Minas,MG,-18.9829,-47.4615,Cidade,Sede Municipal
3131703,Itabira,MG,-19.6251,-43.221,Cidade,Sede Municipal
3131802,Itabirinha,MG,-18.5683,-41.2341,Cidade,Sede Municipal
3131901,Itabirito,MG,-20.255,-43.7999,Cidade,Sede Municipal
3132008,Itacambira,MG,-17.0643,-43.3101,Cidade,Sede Municipal
3132107,Itacarambi,MG,-15.1018,-44.0954,Cidade,Sede Municipal
3132206,Itaguara,MG,-20.3916,-44.4876,Cidade,Sede Municipal
3132305,Itaipé,MG,-17.4031,-41.6701,Cidade,Sede Municipal
3132404,Itajubá,MG,-22.4259,-45.4528,Cidade,Sede Municipal
3132503,Itamarandiba,MG,-17.8568,-42.8582,Cidade,Sede Municipal
3132602,Itamarati de Minas,MG,-21.4177,-42.8186,Cidade,Sede Municipal
3132701,Itambacuri,MG,-18.0324,-41.6851,Cidade,Sede Municipal
3132800,Itambé do Mato Dentro,MG,-19.4143,-43.3223,Cidade,Sede Municipal
3132909,Itamogi,MG,-21.0778,-47.0424,Cidade,Sede Municipal
3133006,Itamonte,MG,-22.2838,-44.8678,Cidade,Sede Municipal
3133105,Itanhandu,MG,-22.2957,-44.9366,Cidade,Sede Municipal
3133204,Itanhomi,MG,-19.1716,-41.8649,Cidade,Sede Municipal
3133303,Itaobim,MG,-16.562,-41.5025,Cidade,Sede Municipal
3133402,Itapagipe,MG,-19.9023,-49.3709,Cidade,Sede Municipal
3133501,Itapecerica,MG,-20.4709,-45.1247,Cidade,Sede Municipal
3133600,Itapeva,MG,-22.7665,-46.2225,Cidade,Sede Municipal
3133709,Itatiaiuçu,MG,-20.1979,-44.4225,Cidade,Sede Municipal
3133758,Itaú de Minas,MG,-20.7402,-46.7523,Cidade,Sede Municipal
3133808,Itaúna,MG,-20.0735,-44.577,Cidade,Sede Municipal
3133907,Itaverava,MG,-20.6761,-43.6089,Cidade,Sede Municipal
3134004,Itinga,MG,-16.6105,-41.7709,Cidade,Sede Municipal
3134103,Itueta,MG,-19.3962,-41.2269,Cidade,Sede Municipal
3134202,Ituiutaba,MG,-18.9691,-49.4643,Cidade,Sede Municipal
3134301,Itumirim,MG,-21.3156,-44.8707,Cidade,Sede Municipal
3134400,Iturama,MG,-19.7277,-50.1936,Cidade,Sede Municipal
3134509,Itutinga,MG,-21.2981,-44.6577,Cidade,Sede Municipal
3134608,Jaboticatubas,MG,-19.5176,-43.7465,Cidade,Sede Municipal
3134707,Jacinto,MG,-16.1449,-40.2916,Cidade,Sede Municipal
3134806,Jacuí,MG,-21.016,-46.7419,Cidade,Sede Municipal
3134905,Jacutinga,MG,-22.2883,-46.6142,Cidade,Sede Municipal
3135001,Jaguaraçu,MG,-19.6471,-42.7513,Cidade,Sede Municipal
3135050,Jaíba,MG,-15.3338,-43.6741,Cidade,Sede Municipal
3135076,Jampruca,MG,-18.4614,-41.8096,Cidade,Sede Municipal
3135100,Janaúba,MG,-15.7984,-43.3071,Cidade,Sede Municipal
3135209,Januária,MG,-15.4887,-44.3624,Cidade,Sede Municipal
3135308,Japaraíba,MG,-20.1416,-45.5048,Cidade,Sede Municipal
3135357,Japonvar,MG,-15.9991,-44.2729,Cidade,Sede Municipal
3135407,Jeceaba,MG,-20.5358,-43.9828,Cidade,Sede Municipal
3135456,Jenipapo de Minas,MG,-17.083,-42.2589,Cidade,Sede Municipal
3135506,Jequeri,MG,-20.4534,-42.6667,Cidade,Sede Municipal
3135605,Jequitaí,MG,-17.2318,-44.4406,Cidade,Sede Municipal
3135704,Jequitibá,MG,-19.2371,-44.0257,Cidade,Sede Municipal
3135803,Jequitinhonha,MG,-16.4337,-41.0035,Cidade,Sede Municipal
3135902,Jesuânia,MG,-21.9988,-45.2896,Cidade,Sede Municipal
3136009,Joaíma,MG,-16.6552,-41.0253,Cidade,Sede Municipal
3136108,Joanésia,MG,-19.1739,-42.6809,Cidade,Sede Municipal
3136207,João Monlevade,MG,-19.8108,-43.1763,Cidade,Sede Municipal
3136306,João Pinheiro,MG,-17.74,-46.1741,Cidade,Sede Municipal
3136405,Joaquim Felício,MG,-17.7594,-44.1691,Cidade,Sede Municipal
3136504,Jordânia,MG,-15.899,-40.1775,Cidade,Sede Municipal
3136520,José Gonçalves de Minas,MG,-16.9083,-42.605,Cidade,Sede Municipal
3136553,José Raydan,MG,-18.2211,-42.4977,Cidade,Sede Municipal
3136579,Josenópolis,MG,-16.5436,-42.5153,Cidade,Sede Municipal
3136603,Nova União,MG,-19.6899,-43.5791,Cidade,Sede Municipal
3136652,Juatuba,MG,-19.954,-44.3414,Cidade,Sede Municipal
3136702,Juiz de Fora,MG,-21.7577,-43.3444,Cidade,Sede Municipal
3136801,Juramento,MG,-16.8509,-43.5878,Cidade,Sede Municipal
3136900,Juruaia,MG,-21.253,-46.5776,Cidade,Sede Municipal
3136959,Juvenília,MG,-14.2696,-44.1615,Cidade,Sede Municipal
3137007,Ladainha,MG,-17.6317,-41.7409,Cidade,Sede Municipal
3137106,Lagamar,MG,-18.1785,-46.8063,Cidade,Sede Municipal
3137205,Lagoa da Prata,MG,-20.023,-45.5442,Cidade,Sede Municipal
3137304,Lagoa dos Patos,MG,-16.9822,-44.58,Cidade,Sede Municipal
3137403,Lagoa Dourada,MG,-20.9157,-44.0734,Cidade,Sede Municipal
3137502,Lagoa Formosa,MG,-18.777,-46.4055,Cidade,Sede Municipal
3137536,Lagoa Grande,MG,-17.8365,-46.5212,Cidade,Sede Municipal
3137601,Lagoa Santa,MG,-19.6267,-43.8953,Cidade,Sede Municipal
3137700,Lajinha,MG,-20.1516,-41.6241,Cidade,Sede Municipal
3137809,Lambari,MG,-21.9744,-45.3485,Cidade,Sede Municipal
3137908,Lamim,MG,-20.7925,-43.4724,Cidade,Sede Municipal
3138005,Laranjal,MG,-21.3634,-42.4797,Cidade,Sede Municipal
3138104,Lassance,MG,-17.8866,-44.5766,Cidade,Sede Municipal
3138203,Lavras,MG,-21.245,-44.9999,Cidade,Sede Municipal
3138302,Leandro Ferreira,MG,-19.7174,-45.0248,Cidade,Sede Municipal
3138351,Leme do Prado,MG,-17.0815,-42.6954,Cidade,Sede Municipal
3138401,Leopoldina,MG,-21.5304,-42.644,Cidade,Sede Municipal
3138500,Liberdade,MG,-22.0276,-44.3198,Cidade,Sede Municipal
3138609,Lima Duarte,MG,-21.8391,-43.792,Cidade,Sede Municipal
3138625,Limeira do Oeste,MG,-19.5542,-50.5766,Cidade,Sede Municipal
3138658,Lontra,MG,-15.9033,-44.3029,Cidade,Sede Municipal
3138674,Luisburgo,MG,-20.4389,-42.1017,Cidade,Sede Municipal
3138682,Luislândia,MG,-16.1194,-44.5837,Cidade,Sede Municipal
3138708,Luminárias,MG,-21.5115,-44.9044,Cidade,Sede Municipal
3138807,Luz,MG,-19.8011,-45.6859,Cidade,Sede Municipal
3138906,Machacalis,MG,-17.0784,-40.718,Cidade,Sede Municipal
3139003,Machado,MG,-21.6799,-45.9191,Cidade,Sede Municipal
3139102,Madre de Deus de Minas,MG,-21.4823,-44.3304,Cidade,Sede Municipal
3139201,Malacacheta,MG,-17.8438,-42.0791,Cidade,Sede Municipal
3139250,Mamonas,MG,-15.049,-42.9512,Cidade,Sede Municipal
3139300,Manga,MG,-14.7565,-43.9336,Cidade,Sede Municipal
3139409,Manhuaçu,MG,-20.2568,-42.0338,Cidade,Sede Municipal
3139508,Manhumirim,MG,-20.3506,-41.9596,Cidade,Sede Municipal
3139607,Mantena,MG,-18.783,-40.9817,Cidade,Sede Municipal
3139706,Maravilhas,MG,-19.5127,-44.6769,Cidade,Sede Municipal
3139805,Mar de Espanha,MG,-21.8672,-43.01,Cidade,Sede Municipal
3139904,Maria da Fé,MG,-22.308,-45.3737,Cidade,Sede Municipal
3140001,Mariana,MG,-20.3782,-43.418,Cidade,Sede Municipal
3140100,Marilac,MG,-18.5068,-42.0819,Cidade,Sede Municipal
3140159,Mário Campos,MG,-20.0487,-44.1873,Cidade,Sede Municipal
3140209,Maripá de Minas,MG,-21.6972,-42.9604,Cidade,Sede Municipal
3140308,Marliéria,MG,-19.7119,-42.7342,Cidade,Sede Municipal
3140407,Marmelópolis,MG,-22.4492,-45.1644,Cidade,Sede Municipal
3140506,Martinho Campos,MG,-19.3311,-45.2366,Cidade,Sede Municipal
3140530,Martins Soares,MG,-20.257,-41.8776,Cidade,Sede Municipal
3140555,Mata Verde,MG,-15.6861,-40.7392,Cidade,Sede Municipal
3140605,Materlândia,MG,-18.474,-43.059,Cidade,Sede Municipal
3140704,Mateus Leme,MG,-19.9871,-44.4292,Cidade,Sede Municipal
3140803,Matias Barbosa,MG,-21.8689,-43.3183,Cidade,Sede Municipal
3140852,Matias Cardoso,MG,-14.8552,-43.9224,Cidade,Sede Municipal
3140902,Matipó,MG,-20.2849,-42.3417,Cidade,Sede Municipal
3141009,Mato Verde,MG,-15.3981,-42.8614,Cidade,Sede Municipal
3141108,Matozinhos,MG,-19.5583,-44.0817,Cidade,Sede Municipal
3141207,Matutina,MG,-19.2225,-45.9715,Cidade,Sede Municipal
3141306,Medeiros,MG,-19.9954,-46.2213,Cidade,Sede Municipal
3141405,Medina,MG,-16.2252,-41.478,Cidade,Sede Municipal
3141504,Mendes Pimentel,MG,-18.6582,-41.4024,Cidade,Sede Municipal
3141603,Mercês,MG,-21.1951,-43.3418,Cidade,Sede Municipal
3141702,Mesquita,MG,-19.2211,-42.6098,Cidade,Sede Municipal
3141801,Minas Novas,MG,-17.2173,-42.595,Cidade,Sede Municipal
3141900,Minduri,MG,-21.6815,-44.6001,Cidade,Sede Municipal
3142007,Mirabela,MG,-16.2566,-44.1594,Cidade,Sede Municipal
3142106,Miradouro,MG,-20.8902,-42.3429,Cidade,Sede Municipal
3142205,Miraí,MG,-21.1955,-42.6128,Cidade,Sede Municipal
3142254,Miravânia,MG,-14.7478,-44.4104,Cidade,Sede Municipal
3142304,Moeda,MG,-20.3308,-44.0533,Cidade,Sede Municipal
3142403,Moema,MG,-19.8435,-45.4147,Cidade,Sede Municipal
3142502,Monjolos,MG,-18.3241,-44.1191,Cidade,Sede Municipal
3142601,Monsenhor Paulo,MG,-21.7581,-45.5414,Cidade,Sede Municipal
3142700,Montalvânia,MG,-14.4221,-44.3676,Cidade,Sede Municipal
3142809,Monte Alegre de Minas,MG,-18.862,-48.8652,Cidade,Sede Municipal
3142908,Monte Azul,MG,-15.1532,-42.8712,Cidade,Sede Municipal
3143005,Monte Belo,MG,-21.3262,-46.3679,Cidade,Sede Municipal
3143104,Monte Carmelo,MG,-18.7293,-47.4968,Cidade,Sede Municipal
3143153,Monte Formoso,MG,-16.8664,-41.2555,Cidade,Sede Municipal
3143203,Monte Santo de Minas,MG,-21.1904,-46.9803,Cidade,Sede Municipal
3143302,Montes Claros,MG,-16.7306,-43.8708,Cidade,Sede Municipal
3143401,Monte Sião,MG,-22.4315,-46.5703,Cidade,Sede Municipal
3143450,Montezuma,MG,-15.1705,-42.4992,Cidade,Sede Municipal
3143500,Morada Nova de Minas,MG,-18.6071,-45.357,Cidade,Sede Municipal
3143609,Morro da Garça,MG,-18.5473,-44.6027,Cidade,Sede Municipal
3143708,Morro do Pilar,MG,-19.2172,-43.3768,Cidade,Sede Municipal
3143807,Munhoz,MG,-22.612,-46.3618,Cidade,Sede Municipal
