ibge_municipio_7,municipio_nome_ibge_seat,uf_sigla_ibge_seat,seat_latitude,seat_longitude,seat_category,seat_subcategory
2203230,Currais,PI,-9.0157,-44.3996,Cidade,Sede Municipal
2203255,Curralinhos,PI,-5.619,-42.8286,Cidade,Sede Municipal
2203271,Curral Novo do Piauí,PI,-7.8333,-40.9018,Cidade,Sede Municipal
2203305,Demerval Lobão,PI,-5.3528,-42.6781,Cidade,Sede Municipal
2203354,Dirceu Arcoverde,PI,-9.3413,-42.437,Cidade,Sede Municipal
2203404,Dom Expedito Lopes,PI,-6.9591,-41.6455,Cidade,Sede Municipal
2203420,Domingos Mourão,PI,-4.253,-41.2707,Cidade,Sede Municipal
2203453,Dom Inocêncio,PI,-9.0011,-41.9735,Cidade,Sede Municipal
2203503,Elesbão Veloso,PI,-6.206,-42.1351,Cidade,Sede Municipal
2203602,Eliseu Martins,PI,-8.0983,-43.6642,Cidade,Sede Municipal
2203701,Esperantina,PI,-3.8979,-42.236,Cidade,Sede Municipal
2203750,Fartura do Piauí,PI,-9.484,-42.7929,Cidade,Sede Municipal
2203800,Flores do Piauí,PI,-7.7949,-42.9251,Cidade,Sede Municipal
2203859,Floresta do Piauí,PI,-7.4668,-41.7981,Cidade,Sede Municipal
2203909,Floriano,PI,-6.7742,-43.0211,Cidade,Sede Municipal
2204006,Francinópolis,PI,-6.3974,-42.2642,Cidade,Sede Municipal
2204105,Francisco Ayres,PI,-6.6233,-42.6928,Cidade,Sede Municipal
2204154,Francisco Macedo,PI,-7.3285,-40.7911,Cidade,Sede Municipal
2204204,Francisco Santos,PI,-6.994,-41.1377,Cidade,Sede Municipal
2204303,Fronteiras,PI,-7.0874,-40.6167,Cidade,Sede Municipal
2204352,Geminiano,PI,-7.1571,-41.3628,Cidade,Sede Municipal
2204402,Gilbués,PI,-9.8337,-45.3433,Cidade,Sede Municipal
2204501,Guadalupe,PI,-6.7859,-43.5693,Cidade,Sede Municipal
2204550,Guaribas,PI,-9.3947,-43.6869,Cidade,Sede Municipal
2204600,Hugo Napoleão,PI,-5.9894,-42.5581,Cidade,Sede Municipal
2204659,Ilha Grande,PI,-2.8518,-41.8179,Cidade,Sede Municipal
2204709,Inhuma,PI,-6.6712,-41.7081,Cidade,Sede Municipal
2204808,Ipiranga do Piauí,PI,-6.823,-41.7381,Cidade,Sede Municipal
2204907,Isaías Coelho,PI,-7.7358,-41.6771,Cidade,Sede Municipal
2205003,Itainópolis,PI,-7.4492,-41.479,Cidade,Sede Municipal
2205102,Itaueira,PI,-7.6034,-43.0256,Cidade,Sede Municipal
2205151,Jacobina do Piauí,PI,-7.9358,-41.2111,Cidade,Sede Municipal
2205201,Jaicós,PI,-7.3563,-41.1387,Cidade,Sede Municipal
2205250,Jardim do Mulato,PI,-6.0952,-42.6363,Cidade,Sede Municipal
2205276,Jatobá do Piauí,PI,-4.7705,-41.8191,Cidade,Sede Municipal
2205300,Jerumenha,PI,-7.0878,-43.5088,Cidade,Sede Municipal
2205359,João Costa,PI,-8.4898,-42.4185,Cidade,Sede Municipal
2205409,Joaquim Pires,PI,-3.5089,-42.1942,Cidade,Sede Municipal
2205458,Joca Marques,PI,-3.4976,-42.4319,Cidade,Sede Municipal
2205508,José de Freitas,PI,-4.7577,-42.5765,Cidade,Sede Municipal
2205516,Juazeiro do Piauí,PI,-5.1713,-41.7058,Cidade,Sede Municipal
2205524,Júlio Borges,PI,-10.329,-44.2376,Cidade,Sede Municipal
2205532,Jurema,PI,-9.2213,-43.1288,Cidade,Sede Municipal
2205540,Lagoinha do Piauí,PI,-5.8298,-42.6325,Cidade,Sede Municipal
2205557,Lagoa Alegre,PI,-4.5158,-42.6238,Cidade,Sede Municipal
2205565,Lagoa do Barro do Piauí,PI,-8.4815,-41.5307,Cidade,Sede Municipal
2205573,Lagoa de São Francisco,PI,-4.3905,-41.601,Cidade,Sede Municipal
2205581,Lagoa do Piauí,PI,-5.4146,-42.643,Cidade,Sede Municipal
2205599,Lagoa do Sítio,PI,-6.5161,-41.5685,Cidade,Sede Municipal
2205607,Landri Sales,PI,-7.2669,-43.9298,Cidade,Sede Municipal
2205706,Luís Correia,PI,-2.8815,-41.6659,Cidade,Sede Municipal
2205805,Luzilândia,PI,-3.4598,-42.3724,Cidade,Sede Municipal
2205854,Madeiro,PI,-3.4832,-42.4988,Cidade,Sede Municipal
2205904,Manoel Emídio,PI,-8.0131,-43.8713,Cidade,Sede Municipal
2205953,Marcolândia,PI,-7.4446,-40.6622,Cidade,Sede Municipal
2206001,Marcos Parente,PI,-7.1176,-43.8924,Cidade,Sede Municipal
2206050,Massapê do Piauí,PI,-7.4641,-41.1257,Cidade,Sede Municipal
2206100,Matias Olímpio,PI,-3.7155,-42.5545,Cidade,Sede Municipal
2206209,Miguel Alves,PI,-4.166,-42.8947,Cidade,Sede Municipal
2206308,Miguel Leão,PI,-5.6807,-42.7384,Cidade,Sede Municipal
2206357,Milton Brandão,PI,-4.7022,-41.4485,Cidade,Sede Municipal
2206407,Monsenhor Gil,PI,-5.562,-42.6109,Cidade,Sede Municipal
2206506,Monsenhor Hipólito,PI,-6.9987,-41.031,Cidade,Sede Municipal
2206605,Monte Alegre do Piauí,PI,-9.7505,-45.305,Cidade,Sede Municipal
2206654,Morro Cabeça no Tempo,PI,-9.7279,-43.9072,Cidade,Sede Municipal
2206670,Morro do Chapéu do Piauí,PI,-3.7445,-42.3114,Cidade,Sede Municipal
2206696,Murici dos Portelas,PI,-3.3229,-42.0902,Cidade,Sede Municipal
2206704,Nazaré do Piauí,PI,-6.9745,-42.6723,Cidade,Sede Municipal
2206720,Nazária,PI,-5.3502,-42.8201,Cidade,Sede Municipal
2206753,Nossa Senhora de Nazaré,PI,-4.6336,-42.1716,Cidade,Sede Municipal
2206803,Nossa Senhora dos Remédios,PI,-3.9794,-42.6218,Cidade,Sede Municipal
2206902,Novo Oriente do Piauí,PI,-6.4511,-41.9272,Cidade,Sede Municipal
2206951,Novo Santo Antônio,PI,-5.2881,-41.9347,Cidade,Sede Municipal
2207009,Oeiras,PI,-7.0169,-42.1317,Cidade,Sede Municipal
2207108,Olho D'Água do Piauí,PI,-5.8474,-42.5743,Cidade,Sede Municipal
2207207,Padre Marcos,PI,-7.3552,-40.907,Cidade,Sede Municipal
2207306,Paes Landim,PI,-7.7781,-42.2548,Cidade,Sede Municipal
2207355,Pajeú do Piauí,PI,-7.8559,-42.822,Cidade,Sede Municipal
2207405,Palmeira do Piauí,PI,-8.7249,-44.2362,Cidade,Sede Municipal
2207504,Palmeirais,PI,-5.9775,-43.0608,Cidade,Sede Municipal
2207553,Paquetá,PI,-7.1011,-41.7023,Cidade,Sede Municipal
2207603,Parnaguá,PI,-10.2261,-44.6402,Cidade,Sede Municipal
2207702,Parnaíba,PI,-2.9169,-41.7567,Cidade,Sede Municipal
2207751,Passagem Franca do Piauí,PI,-5.857,-42.4422,Cidade,Sede Municipal
2207777,Patos do Piauí,PI,-7.6793,-41.2425,Cidade,Sede Municipal
2207793,Pau D'Arco do Piauí,PI,-5.2534,-42.3884,Cidade,Sede Municipal
2207801,Paulistana,PI,-8.1409,-41.1481,Cidade,Sede Municipal
2207850,Pavussu,PI,-7.9667,-43.2239,Cidade,Sede Municipal
2207900,Pedro II,PI,-4.4258,-41.4589,Cidade,Sede Municipal
2207934,Pedro Laurentino,PI,-8.0678,-42.2888,Cidade,Sede Municipal
2207959,Nova Santa Rita,PI,-8.075,-42.0483,Cidade,Sede Municipal
2208007,Picos,PI,-7.085,-41.4657,Cidade,Sede Municipal
2208106,Pimenteiras,PI,-6.2387,-41.42,Cidade,Sede Municipal
2208205,Pio IX,PI,-6.8361,-40.6149,Cidade,Sede Municipal
2208304,Piracuruca,PI,-3.9347,-41.7105,Cidade,Sede Municipal
2208403,Piripiri,PI,-4.2744,-41.7773,Cidade,Sede Municipal
2208502,Porto,PI,-3.894,-42.71,Cidade,Sede Municipal
2208551,Porto Alegre do Piauí,PI,-6.9704,-44.1992,Cidade,Sede Municipal
2208601,Prata do Piauí,PI,-5.6665,-42.2049,Cidade,Sede Municipal
2208650,Queimada Nova,PI,-8.5822,-41.418,Cidade,Sede Municipal
2208700,Redenção do Gurguéia,PI,-9.4875,-44.5843,Cidade,Sede Municipal
2208809,Regeneração,PI,-6.2383,-42.6892,Cidade,Sede Municipal
2208858,Riacho Frio,PI,-10.1259,-44.9522,Cidade,Sede Municipal
2208874,Ribeira do Piauí,PI,-7.6916,-42.7118,Cidade,Sede Municipal
2208908,Ribeiro Gonçalves,PI,-7.5595,-45.2424,Cidade,Sede Municipal
2209005,Rio Grande do Piauí,PI,-7.778,-43.1384,Cidade,Sede Municipal
2209104,Santa Cruz do Piauí,PI,-7.184,-41.7657,Cidade,Sede Municipal
2209153,Santa Cruz dos Milagres,PI,-5.7997,-41.9555,Cidade,Sede Municipal
2209203,Santa Filomena,PI,-9.1099,-45.9228,Cidade,Sede Municipal
2209302,Santa Luz,PI,-8.9502,-44.1315,Cidade,Sede Municipal
2209351,Santana do Piauí,PI,-6.9459,-41.5187,Cidade,Sede Municipal
2209377,Santa Rosa do Piauí,PI,-6.7987,-42.2797,Cidade,Sede Municipal
2209401,Santo Antônio de Lisboa,PI,-6.9826,-41.2314,Cidade,Sede Municipal
2209450,Santo Antônio dos Milagres,PI,-6.0457,-42.7105,Cidade,Sede Municipal
2209500,Santo Inácio do Piauí,PI,-7.4266,-41.9113,Cidade,Sede Municipal
2209559,São Braz do Piauí,PI,-9.0644,-42.9985,Cidade,Sede Municipal
2209609,São Félix do Piauí,PI,-5.9325,-42.1137,Cidade,Sede Municipal
2209658,São Francisco de Assis do Piauí,PI,-8.2378,-41.6876,Cidade,Sede Municipal
2209708,São Francisco do Piauí,PI,-7.2457,-42.5445,Cidade,Sede Municipal
2209757,São Gonçalo do Gurguéia,PI,-10.0289,-45.303,Cidade,Sede Municipal
2209807,São Gonçalo do Piauí,PI,-5.9966,-42.7026,Cidade,Sede Municipal
2209856,São João da Canabrava,PI,-6.8161,-41.3465,Cidade,Sede Municipal
2209872,São João da Fronteira,PI,-3.9422,-41.2588,Cidade,Sede Municipal
2209906,São João da Serra,PI,-5.5153,-41.8985,Cidade,Sede Municipal
2209955,São João da Varjota,PI,-6.9158,-41.8643,Cidade,Sede Municipal
2209971,São João do Arraial,PI,-3.8157,-42.4471,Cidade,Sede Municipal
2210003,São João do Piauí,PI,-8.3593,-42.2471,Cidade,Sede Municipal
2210052,São José do Divino,PI,-3.8108,-41.8329,Cidade,Sede Municipal
2210102,São José do Peixe,PI,-7.4941,-42.5643,Cidade,Sede Municipal
2210201,São José do Piauí,PI,-6.8723,-41.4773,Cidade,Sede Municipal
2210300,São Julião,PI,-7.0833,-40.8378,Cidade,Sede Municipal
2210359,São Lourenço do Piauí,PI,-9.1667,-42.5466,Cidade,Sede Municipal
2210375,São Luis do Piauí,PI,-6.8288,-41.3233,Cidade,Sede Municipal
2210383,São Miguel da Baixa Grande,PI,-5.8646,-42.1855,Cidade,Sede Municipal
2210391,São Miguel do Fidalgo,PI,-7.5841,-42.3717,Cidade,Sede Municipal
2210409,São Miguel do Tapuio,PI,-5.503,-41.3211,Cidade,Sede Municipal
2210508,São Pedro do Piauí,PI,-5.9273,-42.7203,Cidade,Sede Municipal
2210607,São Raimundo Nonato,PI,-9.0147,-42.6888,Cidade,Sede Municipal
2210623,Sebastião Barros,PI,-10.8141,-44.8315,Cidade,Sede Municipal
2210631,Sebastião Leal,PI,-7.5677,-44.0644,Cidade,Sede Municipal
2210656,Sigefredo Pacheco,PI,-4.9163,-41.7352,Cidade,Sede Municipal
2210706,Simões,PI,-7.5954,-40.8196,Cidade,Sede Municipal
2210805,Simplício Mendes,PI,-7.8605,-41.9102,Cidade,Sede Municipal
2210904,Socorro do Piauí,PI,-7.8642,-42.5053,Cidade,Sede Municipal
2210938,Sussuapara,PI,-7.0087,-41.3849,Cidade,Sede Municipal
2210953,Tamboril do Piauí,PI,-8.4008,-42.9119,Cidade,Sede Municipal
2210979,Tanque do Piauí,PI,-6.5989,-42.2838,Cidade,Sede Municipal
2211001,Teresina,PI,-5.0911,-42.8116,Cidade,Sede Municipal
2211100,União,PI,-4.5855,-42.8652,Cidade,Sede Municipal
2211209,Uruçuí,PI,-7.2299,-44.5553,Cidade,Sede Municipal
2211308,Valença do Piauí,PI,-6.4022,-41.7355,Cidade,Sede Municipal
2211357,Várzea Branca,PI,-9.2381,-42.9645,Cidade,Sede Municipal
2211407,Várzea Grande,PI,-6.5459,-42.2487,Cidade,Sede Municipal
2211506,Vera Mendes,PI,-7.6038,-41.4834,Cidade,Sede Municipal
2211605,Vila Nova do Piauí,PI,-7.1421,-40.9397,Cidade,Sede Municipal
2211704,Wall Ferraz,PI,-7.234,-41.9119,Cidade,Sede Municipal
2300101,Abaiara,CE,-7.3592,-39.048,Cidade,Sede Municipal
2300150,Acarape,CE,-4.2242,-38.7047,Cidade,Sede Municipal
2300200,Acaraú,CE,-2.8816,-40.1191,Cidade,Sede Municipal
2300309,Acopiara,CE,-6.0957,-39.4534,Cidade,Sede Municipal
2300408,Aiuaba,CE,-6.5713,-40.1225,Cidade,Sede Municipal
2300507,Alcântaras,CE,-3.5873,-40.5443,Cidade,Sede Municipal
2300606,Altaneira,CE,-6.9995,-39.7395,Cidade,Sede Municipal
2300705,Alto Santo,CE,-5.521,-38.2711,Cidade,Sede Municipal
2300754,Amontada,CE,-3.3608,-39.8271,Cidade,Sede Municipal
2300804,Antonina do Norte,CE,-6.774,-39.9867,Cidade,Sede Municipal
2300903,Apuiarés,CE,-3.9458,-39.4294,Cidade,Sede Municipal
2301000,Aquiraz,CE,-3.9061,-38.3889,Cidade,Sede Municipal
2301109,Aracati,CE,-4.5688,-37.7752,Cidade,Sede Municipal
2301208,Aracoiaba,CE,-4.374,-38.809,Cidade,Sede Municipal
2301257,Ararendá,CE,-4.7507,-40.8303,Cidade,Sede Municipal
2301307,Araripe,CE,-7.2119,-40.1362,Cidade,Sede Municipal
2301406,Aratuba,CE,-4.4176,-39.0464,Cidade,Sede Municipal
2301505,Arneiroz,CE,-6.3234,-40.1607,Cidade,Sede Municipal
2301604,Assaré,CE,-6.8733,-39.8689,Cidade,Sede Municipal
2301703,Aurora,CE,-6.943,-38.9684,Cidade,Sede Municipal
2301802,Baixio,CE,-6.731,-38.7178,Cidade,Sede Municipal
2301851,Banabuiú,CE,-5.3121,-38.9175,Cidade,Sede Municipal
2301901,Barbalha,CE,-7.312,-39.3015,Cidade,Sede Municipal
2301950,Barreira,CE,-4.2873,-38.6395,Cidade,Sede Municipal
2302008,Barro,CE,-7.1788,-38.7793,Cidade,Sede Municipal
2302057,Barroquinha,CE,-3.0198,-41.1353,Cidade,Sede Municipal
2302107,Baturité,CE,-4.3289,-38.8826,Cidade,Sede Municipal
2302206,Beberibe,CE,-4.179,-38.1302,Cidade,Sede Municipal
2302305,Bela Cruz,CE,-3.0552,-40.1671,Cidade,Sede Municipal
2302404,Boa Viagem,CE,-5.126,-39.7305,Cidade,Sede Municipal
2302503,Brejo Santo,CE,-7.4915,-38.9853,Cidade,Sede Municipal
2302602,Camocim,CE,-2.9003,-40.843,Cidade,Sede Municipal
2302701,Campos Sales,CE,-7.0737,-40.3763,Cidade,Sede Municipal
2302800,Canindé,CE,-4.3503,-39.3131,Cidade,Sede Municipal
2302909,Capistrano,CE,-4.4689,-38.9008,Cidade,Sede Municipal
2303006,Caridade,CE,-4.232,-39.1951,Cidade,Sede Municipal
2303105,Cariré,CE,-3.9488,-40.4733,Cidade,Sede Municipal
2303204,Caririaçu,CE,-7.0467,-39.2852,Cidade,Sede Municipal
2303303,Cariús,CE,-6.5382,-39.497,Cidade,Sede Municipal
2303402,Carnaubal,CE,-4.1624,-40.9421,Cidade,Sede Municipal
2303501,Cascavel,CE,-4.1326,-38.2423,Cidade,Sede Municipal
2303600,Catarina,CE,-6.135,-39.8762,Cidade,Sede Municipal
2303659,Catunda,CE,-4.651,-40.2015,Cidade,Sede Municipal
2303709,Caucaia,CE,-3.7334,-38.6451,Cidade,Sede Municipal
2303808,Cedro,CE,-6.6079,-39.0592,Cidade,Sede Municipal
2303907,Chaval,CE,-3.0322,-41.2414,Cidade,Sede Municipal
2303931,Choró,CE,-4.8458,-39.1331,Cidade,Sede Municipal
2303956,Chorozinho,CE,-4.2939,-38.4978,Cidade,Sede Municipal
2304004,Coreaú,CE,-3.5514,-40.655,Cidade,Sede Municipal
2304103,Crateús,CE,-5.1758,-40.6683,Cidade,Sede Municipal
2304202,Crato,CE,-7.2309,-39.413,Cidade,Sede Municipal
2304236,Croatá,CE,-4.4132,-40.9025,Cidade,Sede Municipal
2304251,Cruz,CE,-2.9306,-40.1807,Cidade,Sede Municipal
2304269,Deputado Irapuan Pinheiro,CE,-5.9155,-39.2675,Cidade,Sede Municipal
2304277,Ereré,CE,-6.0324,-38.3496,Cidade,Sede Municipal
2304285,Eusébio,CE,-3.8932,-38.4635,Cidade,Sede Municipal
2304301,Farias Brito,CE,-6.9272,-39.5731,Cidade,Sede Municipal
2304350,Forquilha,CE,-3.7985,-40.2621,Cidade,Sede Municipal
2304400,Fortaleza,CE,-3.7254,-38.5236,Cidade,Sede Municipal
2304459,Fortim,CE,-4.4509,-37.798,Cidade,Sede Municipal
2304509,Frecheirinha,CE,-3.761,-40.8142,Cidade,Sede Municipal
2304608,General Sampaio,CE,-4.0515,-39.4506,Cidade,Sede Municipal
2304657,Graça,CE,-4.0454,-40.7522,Cidade,Sede Municipal
2304707,Granja,CE,-3.1196,-40.8258,Cidade,Sede Municipal
2304806,Granjeiro,CE,-6.89,-39.2173,Cidade,Sede Municipal
2304905,Groaíras,CE,-3.9148,-40.3824,Cidade,Sede Municipal
2304954,Guaiúba,CE,-4.0397,-38.6349,Cidade,Sede Municipal
2305001,Guaraciaba do Norte,CE,-4.162,-40.7525,Cidade,Sede Municipal
2305100,Guaramiranga,CE,-4.2618,-38.9331,Cidade,Sede Municipal
2305209,Hidrolândia,CE,-4.4087,-40.4047,Cidade,Sede Municipal
2305233,Horizonte,CE,-4.1047,-38.4936,Cidade,Sede Municipal
2305266,Ibaretama,CE,-4.8196,-38.8207,Cidade,Sede Municipal
2305308,Ibiapina,CE,-3.923,-40.8895,Cidade,Sede Municipal
2305332,Ibicuitinga,CE,-4.9775,-38.6381,Cidade,Sede Municipal
2305357,Icapuí,CE,-4.7106,-37.3557,Cidade,Sede Municipal
2305407,Icó,CE,-6.4013,-38.8614,Cidade,Sede Municipal
2305506,Iguatu,CE,-6.3704,-39.3139,Cidade,Sede Municipal
2305605,Independência,CE,-5.3938,-40.3132,Cidade,Sede Municipal
2305654,Ipaporanga,CE,-4.9014,-40.7579,Cidade,Sede Municipal
2305704,Ipaumirim,CE,-6.7887,-38.7183,Cidade,Sede Municipal
2305803,Ipu,CE,-4.3245,-40.7094,Cidade,Sede Municipal
2305902,Ipueiras,CE,-4.5388,-40.7173,Cidade,Sede Municipal
2306009,Iracema,CE,-5.8097,-38.3054,Cidade,Sede Municipal
2306108,Irauçuba,CE,-3.7473,-39.7801,Cidade,Sede Municipal
2306207,Itaiçaba,CE,-4.6757,-37.8211,Cidade,Sede Municipal
2306256,Itaitinga,CE,-3.9749,-38.5188,Cidade,Sede Municipal
2306306,Itapajé,CE,-3.6847,-39.5857,Cidade,Sede Municipal
2306405,Itapipoca,CE,-3.4824,-39.5656,Cidade,Sede Municipal
2306504,Itapiúna,CE,-4.5611,-38.9198,Cidade,Sede Municipal
2306553,Itarema,CE,-2.9205,-39.9154,Cidade,Sede Municipal
2306603,Itatira,CE,-4.5295,-39.6229,Cidade,Sede Municipal
2306702,Jaguaretama,CE,-5.6136,-38.7631,Cidade,Sede Municipal
2306801,Jaguaribara,CE,-5.4613,-38.4619,Cidade,Sede Municipal
2306900,Jaguaribe,CE,-5.8889,-38.6233,Cidade,Sede Municipal
2307007,Jaguaruana,CE,-4.8376,-37.7824,Cidade,Sede Municipal
2307106,Jardim,CE,-7.5814,-39.2836,Cidade,Sede Municipal
2307205,Jati,CE,-7.6884,-39.0063,Cidade,Sede Municipal
2307254,Jijoca de Jericoacoara,CE,-2.8939,-40.4507,Cidade,Sede Municipal
2307304,Juazeiro do Norte,CE,-7.209,-39.3183,Cidade,Sede Municipal
2307403,Jucás,CE,-6.5225,-39.522,Cidade,Sede Municipal
2307502,Lavras da Mangabeira,CE,-6.7544,-38.9633,Cidade,Sede Municipal
2307601,Limoeiro do Norte,CE,-5.1481,-38.0995,Cidade,Sede Municipal
2307635,Madalena,CE,-4.8504,-39.5723,Cidade,Sede Municipal
2307650,Maracanaú,CE,-3.8621,-38.6232,Cidade,Sede Municipal
2307700,Maranguape,CE,-3.8906,-38.6835,Cidade,Sede Municipal
2307809,Marco,CE,-3.1174,-40.1497,Cidade,Sede Municipal
2307908,Martinópole,CE,-3.2261,-40.6927,Cidade,Sede Municipal
2308005,Massapê,CE,-3.5225,-40.3414,Cidade,Sede Municipal
2308104,Mauriti,CE,-7.3822,-38.7693,Cidade,Sede Municipal
2308203,Meruoca,CE,-3.5433,-40.4534,Cidade,Sede Municipal
2308302,Milagres,CE,-7.3138,-38.9439,Cidade,Sede Municipal
2308351,Milhã,CE,-5.6765,-39.1939,Cidade,Sede Municipal
2308377,Miraíma,CE,-3.571,-39.9699,Cidade,Sede Municipal
2308401,Missão Velha,CE,-7.2497,-39.1481,Cidade,Sede Municipal
2308500,Mombaça,CE,-5.7429,-39.6267,Cidade,Sede Municipal
2308609,Monsenhor Tabosa,CE,-4.7894,-40.063,Cidade,Sede Municipal
2308708,Morada Nova,CE,-5.1122,-38.3682,Cidade,Sede Municipal
2308807,Moraújo,CE,-3.4669,-40.6779,Cidade,Sede Municipal
2308906,Morrinhos,CE,-3.2286,-40.1261,Cidade,Sede Municipal
2309003,Mucambo,CE,-3.903,-40.7429,Cidade,Sede Municipal
2309102,Mulungu,CE,-4.3042,-38.9951,Cidade,Sede Municipal
2309201,Nova Olinda,CE,-7.0924,-39.6811,Cidade,Sede Municipal
2309300,Nova Russas,CE,-4.7054,-40.5645,Cidade,Sede Municipal
2309409,Novo Oriente,CE,-5.5365,-40.7747,Cidade,Sede Municipal
2309458,Ocara,CE,-4.4904,-38.6011,Cidade,Sede Municipal
2309508,Orós,CE,-6.2423,-38.9135,Cidade,Sede Municipal
2309607,Pacajus,CE,-4.1724,-38.4661,Cidade,Sede Municipal
2309706,Pacatuba,CE,-3.9848,-38.6206,Cidade,Sede Municipal
2309805,Pacoti,CE,-4.2249,-38.9188,Cidade,Sede Municipal
2309904,Pacujá,CE,-3.9796,-40.6966,Cidade,Sede Municipal
2310001,Palhano,CE,-4.7476,-37.9622,Cidade,Sede Municipal
2310100,Palmácia,CE,-4.1476,-38.847,Cidade,Sede Municipal
2310209,Paracuru,CE,-3.4089,-39.0299,Cidade,Sede Municipal
2310258,Paraipaba,CE,-3.4366,-39.1471,Cidade,Sede Municipal
2310308,Parambu,CE,-6.2147,-40.6976,Cidade,Sede Municipal
2310407,Paramoti,CE,-4.101,-39.2386,Cidade,Sede Municipal
2310506,Pedra Branca,CE,-5.454,-39.7164,Cidade,Sede Municipal
2310605,Penaforte,CE,-7.8275,-39.08,Cidade,Sede Municipal
2310704,Pentecoste,CE,-3.7898,-39.2762,Cidade,Sede Municipal
2310803,Pereiro,CE,-6.0463,-38.4589,Cidade,Sede Municipal
2310852,Pindoretama,CE,-4.0282,-38.306,Cidade,Sede Municipal
2310902,Piquet Carneiro,CE,-5.8051,-39.4183,Cidade,Sede Municipal
2310951,Pires Ferreira,CE,-4.2437,-40.6415,Cidade,Sede Municipal
2311009,Poranga,CE,-4.7454,-40.9161,Cidade,Sede Municipal
2311108,Porteiras,CE,-7.5332,-39.1186,Cidade,Sede Municipal
2311207,Potengi,CE,-7.0913,-40.026,Cidade,Sede Municipal
2311231,Potiretama,CE,-5.7215,-38.1561,Cidade,Sede Municipal
2311264,Quiterianópolis,CE,-5.8451,-40.7037,Cidade,Sede Municipal
2311306,Quixadá,CE,-4.9655,-39.0109,Cidade,Sede Municipal
2311355,Quixelô,CE,-6.2531,-39.1998,Cidade,Sede Municipal
2311405,Quixeramobim,CE,-5.1982,-39.2978,Cidade,Sede Municipal
2311504,Quixeré,CE,-5.0741,-37.9893,Cidade,Sede Municipal
2311603,Redenção,CE,-4.225,-38.7308,Cidade,Sede Municipal
2311702,Reriutaba,CE,-4.1424,-40.5822,Cidade,Sede Municipal
2311801,Russas,CE,-4.9386,-37.9727,Cidade,Sede Municipal
2311900,Saboeiro,CE,-6.5414,-39.908,Cidade,Sede Municipal
2311959,Salitre,CE,-7.2827,-40.4555,Cidade,Sede Municipal
2312007,Santana do Acaraú,CE,-3.4604,-40.2133,Cidade,Sede Municipal
2312106,Santana do Cariri,CE,-7.1858,-39.7368,Cidade,Sede Municipal
2312205,Santa Quitéria,CE,-4.336,-40.1547,Cidade,Sede Municipal
2312304,São Benedito,CE,-4.0458,-40.8653,Cidade,Sede Municipal
2312403,São Gonçalo do Amarante,CE,-3.6116,-38.9682,Cidade,Sede Municipal
2312502,São João do Jaguaribe,CE,-5.2694,-38.2721,Cidade,Sede Municipal
2312601,São Luís do Curu,CE,-3.669,-39.241,Cidade,Sede Municipal
2312700,Senador Pompeu,CE,-5.5874,-39.3715,Cidade,Sede Municipal
2312809,Senador Sá,CE,-3.3523,-40.4639,Cidade,Sede Municipal
2312908,Sobral,CE,-3.6839,-40.3563,Cidade,Sede Municipal
2313005,Solonópole,CE,-5.7306,-39.0072,Cidade,Sede Municipal
2313104,Tabuleiro do Norte,CE,-5.2512,-38.1304,Cidade,Sede Municipal
2313203,Tamboril,CE,-4.8284,-40.3184,Cidade,Sede Municipal
2313252,Tarrafas,CE,-6.6825,-39.7582,Cidade,Sede Municipal
2313302,Tauá,CE,-6.0017,-40.2948,Cidade,Sede Municipal
2313351,Tejuçuoca,CE,-3.9898,-39.5797,Cidade,Sede Municipal
2313401,Tianguá,CE,-3.7167,-40.9813,Cidade,Sede Municipal
2313500,Trairi,CE,-3.266,-39.2747,Cidade,Sede Municipal
2313559,Tururu,CE,-3.5995,-39.4358,Cidade,Sede Municipal
2313609,Ubajara,CE,-3.8542,-40.9203,Cidade,Sede Municipal
2313708,Umari,CE,-6.6443,-38.7004,Cidade,Sede Municipal
2313757,Umirim,CE,-3.6772,-39.3456,Cidade,Sede Municipal
2313807,Uruburetama,CE,-3.6248,-39.5066,Cidade,Sede Municipal
2313906,Uruoca,CE,-3.3148,-40.5596,Cidade,Sede Municipal
2313955,Varjota,CE,-4.1986,-40.4683,Cidade,Sede Municipal
2314003,Várzea Alegre,CE,-6.7902,-39.2973,Cidade,Sede Municipal
2314102,Viçosa do Ceará,CE,-3.5652,-41.0919,Cidade,Sede Municipal
2400109,Acari,RN,-6.434,-36.6406,Cidade,Sede Municipal
2400208,Assú,RN,-5.5738,-36.9069,Cidade,Sede Municipal
2400307,Afonso Bezerra,RN,-5.5004,-36.5069,Cidade,Sede Municipal
2400406,Água Nova,RN,-6.2067,-38.2919,Cidade,Sede Municipal
2400505,Alexandria,RN,-6.4126,-38.0165,Cidade,Sede Municipal
2400604,Almino Afonso,RN,-6.1531,-37.7661,Cidade,Sede Municipal
2400703,Alto do Rodrigues,RN,-5.2884,-36.7616,Cidade,Sede Municipal
2400802,Angicos,RN,-5.665,-36.6009,Cidade,Sede Municipal
2400901,Antônio Martins,RN,-6.2161,-37.8898,Cidade,Sede Municipal
2401008,Apodi,RN,-5.6666,-37.7999,Cidade,Sede Municipal
2401107,Areia Branca,RN,-4.9563,-37.1359,Cidade,Sede Municipal
2401206,Arez,RN,-6.1943,-35.161,Cidade,Sede Municipal
