ibge_municipio,ubs_records,valid_coordinate_records,latitude_missing,longitude_missing,coordinate_validity_pct,missing_coordinate_records,ibge_municipio_7,municipio_nome_ibge,microrregiao_id,microrregiao_nome,mesorregiao_id,mesorregiao_nome,uf_id,uf_sigla,uf_nome,regiao_id,regiao_sigla,regiao_nome,regiao_imediata_id,regiao_imediata_nome,regiao_intermediaria_id,regiao_intermediaria_nome,sidra_ibge_municipio_7,municipio_nome_sidra,area_km2,densidade_demografica,populacao_residente,ubs_per_10k_population,ubs_per_1000_km2,coordinate_quality_flag,population_pressure_flag,territorial_dispersion_flag,pharmacies,popular_pharmacies,other_pharmacies,cobertura_aps_pct,aps_populacao,active_ubs,operational_ubs_observed,ubs_per_100k,active_ubs_per_100k,pharmacies_per_100k,popular_pharmacies_per_100k,pharmacies_per_ubs,aps_coverage_capped_pct,ubs_supply_pressure,aps_coverage_gap,pharmacy_access_signal,access_mismatch_score,evidence_level,access_mismatch_flag,threshold_active_ubs_per_100k_q25,threshold_pharmacies_per_100k_median
530040,1,0.0,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,high_attention,baseline,baseline,0,0,0,,,0,1,,,,,0.0,,,,,,partial,no_consistent_mismatch,26.698705588586883,19.284543438434092
