osm_feature_id,osm_type,osm_id,name,operator,brand,latitude,longitude,source,valid_coordinates
node/12348190129,node,12348190129,Farmácia Super Popular,,,-26.904977,-49.1322207,OpenStreetMap amenity=pharmacy,True
node/12352246869,node,12352246869,Ultrafarma,,,-23.5780702,-48.0383115,OpenStreetMap amenity=pharmacy,True
node/12356949498,node,12356949498,Panvel,,Panvel,-29.1734425,-51.1732009,OpenStreetMap amenity=pharmacy,True
node/12356965835,node,12356965835,Farmácia São Jorge,,,-6.8247154,-41.3231718,OpenStreetMap amenity=pharmacy,True
node/12358090701,node,12358090701,Drogaria Parente,,,-3.9051105,-40.7453746,OpenStreetMap amenity=pharmacy,True
node/12360080644,node,12360080644,Haus Farma,,,-26.9204976,-49.0976451,OpenStreetMap amenity=pharmacy,True
node/12361603648,node,12361603648,Drogaria Rubi,,,-15.745452,-41.4589644,OpenStreetMap amenity=pharmacy,True
node/12361603649,node,12361603649,Drogaria Dois Irmãos,,,-15.7450002,-41.4586063,OpenStreetMap amenity=pharmacy,True
node/12361603651,node,12361603651,Rede Farmácia de Todos,,,-15.7452545,-41.4576059,OpenStreetMap amenity=pharmacy,True
node/12361603653,node,12361603653,Drogaria Mais Saúde,,,-15.7446988,-41.4581014,OpenStreetMap amenity=pharmacy,True
node/12361748630,node,12361748630,Drogaria Drogamarys,,,-16.7194176,-49.2776242,OpenStreetMap amenity=pharmacy,True
node/12362342387,node,12362342387,Substrata,,,-22.8854464,-47.058424,OpenStreetMap amenity=pharmacy,True
node/12364621386,node,12364621386,Drogaria Bom Preço,,,-3.0370213,-59.9412482,OpenStreetMap amenity=pharmacy,True
node/12366180706,node,12366180706,Saude & Vida,,,-2.5060411,-54.9525655,OpenStreetMap amenity=pharmacy,True
node/12368450965,node,12368450965,Riofarma,,,-22.9338995,-43.1761403,OpenStreetMap amenity=pharmacy,True
node/12368624357,node,12368624357,Campeão Farma,,,-23.5505108,-46.7852544,OpenStreetMap amenity=pharmacy,True
node/12368937944,node,12368937944,São João,,São João,-30.2999359,-51.3045161,OpenStreetMap amenity=pharmacy,True
node/12374599699,node,12374599699,São João,,São João,-30.0310533,-51.2143388,OpenStreetMap amenity=pharmacy,True
node/12376675872,node,12376675872,Pharma Vida,,,-2.7514313,-42.831086,OpenStreetMap amenity=pharmacy,True
node/12379546511,node,12379546511,Primavera,,,-2.4360036,-54.7078651,OpenStreetMap amenity=pharmacy,True
node/12379768329,node,12379768329,Primavera,,,-2.4433188,-54.7064396,OpenStreetMap amenity=pharmacy,True
node/12380405872,node,12380405872,Farmácia do Marcelo,,,-11.6944935,-41.469035,OpenStreetMap amenity=pharmacy,True
node/12380405884,node,12380405884,Fármacia do Vaqueiro,,,-11.6946708,-41.4679566,OpenStreetMap amenity=pharmacy,True
node/12383551912,node,12383551912,Drogaria Poupaqui,,,-23.5703641,-46.7784509,OpenStreetMap amenity=pharmacy,True
node/12385102762,node,12385102762,FarMais,,,-23.4438556,-46.9240219,OpenStreetMap amenity=pharmacy,True
node/12385616026,node,12385616026,Farmácia Torres,,,-4.9439632,-40.5376642,OpenStreetMap amenity=pharmacy,True
node/12385619282,node,12385619282,Farma Sampaio,,,-4.944009,-40.5375107,OpenStreetMap amenity=pharmacy,True
node/12385619283,node,12385619283,Farmácia Melhor Farma,,,-4.9441226,-40.5375798,OpenStreetMap amenity=pharmacy,True
node/12386107171,node,12386107171,Mãe Terra,,,-14.6173513,-57.4922058,OpenStreetMap amenity=pharmacy,True
node/12386162079,node,12386162079,Droga Plus,,,-14.6211995,-57.4915408,OpenStreetMap amenity=pharmacy,True
node/12386415481,node,12386415481,Drogaria Parecis,,,-14.6225753,-57.491453,OpenStreetMap amenity=pharmacy,True
node/12386446956,node,12386446956,UltraPopular,,,-14.6192243,-57.486416,OpenStreetMap amenity=pharmacy,True
node/12386446957,node,12386446957,Droga Plus,,,-14.6195677,-57.4861475,OpenStreetMap amenity=pharmacy,True
node/12386828863,node,12386828863,São João,,São João,-29.1677863,-51.5174113,OpenStreetMap amenity=pharmacy,True
node/12386862858,node,12386862858,Panvel,,Panvel,-29.1672746,-51.517395,OpenStreetMap amenity=pharmacy,True
node/12387176516,node,12387176516,Farmacia Unimed,Unimed,,-14.6200399,-57.4962675,OpenStreetMap amenity=pharmacy,True
node/12387980967,node,12387980967,Droga Plus Popular,,,-14.621977,-57.4919376,OpenStreetMap amenity=pharmacy,True
node/12387980968,node,12387980968,Real Farma,,,-14.6220985,-57.492076,OpenStreetMap amenity=pharmacy,True
node/12387980973,node,12387980973,Rede Minas Farma,,,-14.6205878,-57.4883006,OpenStreetMap amenity=pharmacy,True
node/12388780955,node,12388780955,Farma Avenida,,,-0.7218941,-48.5198176,OpenStreetMap amenity=pharmacy,True
node/12388810964,node,12388810964,Eco Pharma,,,-0.7143884,-48.5217079,OpenStreetMap amenity=pharmacy,True
node/12388814077,node,12388814077,Medical Farma,,,-0.7229969,-48.5195544,OpenStreetMap amenity=pharmacy,True
node/12388816565,node,12388816565,Farmacia Precobom,,,-0.7262187,-48.5200238,OpenStreetMap amenity=pharmacy,True
node/12388969786,node,12388969786,Drogarias Maxi Popular,,,-1.4258169,-48.4702851,OpenStreetMap amenity=pharmacy,True
node/12388969788,node,12388969788,Extra Farma,,,-1.4335332,-48.4562303,OpenStreetMap amenity=pharmacy,True
node/12390962377,node,12390962377,Pague Menos,,Pague Menos,-1.4370848,-48.4663756,OpenStreetMap amenity=pharmacy,True
node/12390993818,node,12390993818,Extrafarma,,,-1.4379704,-48.4670118,OpenStreetMap amenity=pharmacy,True
node/12391006105,node,12391006105,Drogasil,,Drogasil,-1.4454695,-48.4860082,OpenStreetMap amenity=pharmacy,True
node/12394732887,node,12394732887,Farma Norte,,,-1.4298964,-48.4482734,OpenStreetMap amenity=pharmacy,True
node/12394900722,node,12394900722,Floral Farmacia de Manipulação,,,-14.7791564,-57.2861336,OpenStreetMap amenity=pharmacy,True
node/12395865548,node,12395865548,,,,-25.4607649,-49.3058165,OpenStreetMap amenity=pharmacy,True
node/12395965301,node,12395965301,Drogasil,,Drogasil,-22.8887582,-47.0327731,OpenStreetMap amenity=pharmacy,True
node/12396751523,node,12396751523,Ultrafarma Popular,,,-23.4078284,-46.8548651,OpenStreetMap amenity=pharmacy,True
node/12396805525,node,12396805525,Drogaria São Paulo,,Drogaria São Paulo,-23.408595,-46.8493282,OpenStreetMap amenity=pharmacy,True
node/12396883345,node,12396883345,Drogasil,,Drogasil,-20.4269926,-40.33228,OpenStreetMap amenity=pharmacy,True
node/12396995148,node,12396995148,São João,,São João,-29.700343,-53.7601371,OpenStreetMap amenity=pharmacy,True
node/12397025499,node,12397025499,Drogarias Conceito,,,-22.9185279,-43.4055153,OpenStreetMap amenity=pharmacy,True
node/12397584086,node,12397584086,Farma Bairro,,,-1.430505,-48.4491797,OpenStreetMap amenity=pharmacy,True
node/12398848154,node,12398848154,Drogasil,,,-1.4486652,-48.4780014,OpenStreetMap amenity=pharmacy,True
node/12398887089,node,12398887089,Drogasil,,,-1.4515946,-48.4759378,OpenStreetMap amenity=pharmacy,True
node/12398887090,node,12398887090,Extrafarma,,Extrafarma,-1.4513506,-48.4709089,OpenStreetMap amenity=pharmacy,True
node/12400613157,node,12400613157,Extrafarma,,Extrafarma,-1.4555028,-48.4829479,OpenStreetMap amenity=pharmacy,True
node/12400613164,node,12400613164,Drogarias Maxi Popular,,,-1.4616539,-48.4894664,OpenStreetMap amenity=pharmacy,True
node/12400613166,node,12400613166,Extrafarma,,Extrafarma,-1.4580864,-48.4755721,OpenStreetMap amenity=pharmacy,True
node/12401921362,node,12401921362,Extrafarma,,Extrafarma,-1.4343405,-48.457585,OpenStreetMap amenity=pharmacy,True
node/12403718414,node,12403718414,Drogasil,,Drogasil,-1.4241095,-48.4500589,OpenStreetMap amenity=pharmacy,True
node/12404437710,node,12404437710,Pague Menos,,Pague Menos,-3.7958131,-38.518677,OpenStreetMap amenity=pharmacy,True
node/12405084834,node,12405084834,Riofarma,,,-22.9292048,-43.1772475,OpenStreetMap amenity=pharmacy,True
node/12405638239,node,12405638239,Extrafarma,,Extrafarma,-1.3988926,-48.4743015,OpenStreetMap amenity=pharmacy,True
node/12406674363,node,12406674363,Drogaria Popular,,,-1.4221142,-48.4894393,OpenStreetMap amenity=pharmacy,True
node/12406734148,node,12406734148,Reinafarma,,,-1.3896782,-48.4795724,OpenStreetMap amenity=pharmacy,True
node/12406774256,node,12406774256,Reinafarma,,,-1.3894415,-48.4795056,OpenStreetMap amenity=pharmacy,True
node/12407107063,node,12407107063,Farmácia Santa Branca,,,-3.7668326,-38.6013624,OpenStreetMap amenity=pharmacy,True
node/12408018893,node,12408018893,Ultrafarma,,,-23.5739608,-46.7274674,OpenStreetMap amenity=pharmacy,True
node/12408318694,node,12408318694,Drogaria Santavenida,,,-23.6059061,-47.0221233,OpenStreetMap amenity=pharmacy,True
node/12408372203,node,12408372203,Droga Raia,,Droga Raia,-23.6159639,-46.9708756,OpenStreetMap amenity=pharmacy,True
node/12408424432,node,12408424432,Farmácia Super Popular,,,-26.8954557,-49.0987688,OpenStreetMap amenity=pharmacy,True
node/12409201996,node,12409201996,Neofórmula Manipulação & Homeopatia,,,-22.8976628,-47.0625305,OpenStreetMap amenity=pharmacy,True
node/12410477167,node,12410477167,Farma Conde,,Farma Conde,-23.6047475,-47.0185711,OpenStreetMap amenity=pharmacy,True
node/12414048832,node,12414048832,Farmácia do Trabalhador da Cidade,,,-12.9041299,-38.3436855,OpenStreetMap amenity=pharmacy,True
node/12416541268,node,12416541268,,,,-2.9153895,-44.3499876,OpenStreetMap amenity=pharmacy,True
node/12417802699,node,12417802699,,,,-4.8296399,-42.1698526,OpenStreetMap amenity=pharmacy,True
node/12421583760,node,12421583760,,,,-3.7360732,-38.4564616,OpenStreetMap amenity=pharmacy,True
node/12421912806,node,12421912806,Farmácia São João,,Farmácia São João,-30.0368938,-52.9023672,OpenStreetMap amenity=pharmacy,True
node/12422868970,node,12422868970,Tchê Farmácias,,,-30.04399,-52.8955899,OpenStreetMap amenity=pharmacy,True
node/12422980918,node,12422980918,São João,,São João,-29.122261,-51.1211073,OpenStreetMap amenity=pharmacy,True
node/12424771528,node,12424771528,Farmácia do Povo,Município de Rio das Flores,,-22.1674431,-43.5790874,OpenStreetMap amenity=pharmacy,True
node/12424771558,node,12424771558,Drogaria Mega Farma,,,-22.1665774,-43.5851053,OpenStreetMap amenity=pharmacy,True
node/12424771561,node,12424771561,Drogaria Santana,,,-22.1659565,-43.5854846,OpenStreetMap amenity=pharmacy,True
node/12426009281,node,12426009281,,,,-22.913075,-42.8440331,OpenStreetMap amenity=pharmacy,True
node/12426015276,node,12426015276,Unidas,,,-22.8816109,-43.0837627,OpenStreetMap amenity=pharmacy,True
node/12426034863,node,12426034863,Moderna,,,-22.9284414,-42.8690402,OpenStreetMap amenity=pharmacy,True
node/12426176166,node,12426176166,Speed,,,-22.8815474,-43.0857442,OpenStreetMap amenity=pharmacy,True
node/12426316655,node,12426316655,Drogaria São Paulo,,Drogaria São Paulo,-23.5569384,-46.6980525,OpenStreetMap amenity=pharmacy,True
node/12431229432,node,12431229432,Drogaria São Paulo,,Drogaria São Paulo,-23.5836989,-46.7167707,OpenStreetMap amenity=pharmacy,True
node/12433149358,node,12433149358,Extrafarma,,Extrafarma,-3.7317022,-38.4885098,OpenStreetMap amenity=pharmacy,True
node/12433403735,node,12433403735,Drogasil,,Drogasil,-3.7326274,-38.4920094,OpenStreetMap amenity=pharmacy,True
node/12434029578,node,12434029578,SENTIE - sua fórmula para o bem-estar,Hardt e Bueno Farmácia de Manipulação LTDA,,-23.4666121,-46.5319071,OpenStreetMap amenity=pharmacy,True
node/12442387550,node,12442387550,,,,-23.9310797,-46.3490438,OpenStreetMap amenity=pharmacy,True
node/12442672771,node,12442672771,Droga Raia,,Droga Raia,-29.171293,-51.1517946,OpenStreetMap amenity=pharmacy,True
node/12444414607,node,12444414607,,,,-22.8536268,-43.3148759,OpenStreetMap amenity=pharmacy,True
node/12444414608,node,12444414608,,,,-22.8538295,-43.3152836,OpenStreetMap amenity=pharmacy,True
node/12444414609,node,12444414609,,,,-22.8541459,-43.3153748,OpenStreetMap amenity=pharmacy,True
node/12444414610,node,12444414610,,,,-22.8528161,-43.3135134,OpenStreetMap amenity=pharmacy,True
node/12444414612,node,12444414612,,,,-22.8504541,-43.3086722,OpenStreetMap amenity=pharmacy,True
node/12444414613,node,12444414613,,,,-22.8501723,-43.3089995,OpenStreetMap amenity=pharmacy,True
node/12444414614,node,12444414614,,,,-22.8502959,-43.3082967,OpenStreetMap amenity=pharmacy,True
node/12448626574,node,12448626574,,,,-22.8727141,-43.2804265,OpenStreetMap amenity=pharmacy,True
node/12449667219,node,12449667219,Farma e cia,,,-23.5375572,-46.6681637,OpenStreetMap amenity=pharmacy,True
node/12450102491,node,12450102491,Farmácia Dias,,,-19.2508571,-40.4633161,OpenStreetMap amenity=pharmacy,True
node/12450389260,node,12450389260,Drogaria São Paulo,,Drogaria São Paulo,-22.7113516,-47.6555332,OpenStreetMap amenity=pharmacy,True
node/12450389261,node,12450389261,Droga Raia,,Droga Raia,-22.7115777,-47.6557005,OpenStreetMap amenity=pharmacy,True
node/12451582266,node,12451582266,Farmácias Sao João,,,-26.3546752,-52.8513387,OpenStreetMap amenity=pharmacy,True
node/12452270229,node,12452270229,Farmácia Preço Popular,,Farmácia Preço Popular,-26.9146512,-49.0574768,OpenStreetMap amenity=pharmacy,True
node/12453514566,node,12453514566,,,,-22.9001045,-43.244181,OpenStreetMap amenity=pharmacy,True
node/12453514593,node,12453514593,,,,-22.8977078,-43.2481775,OpenStreetMap amenity=pharmacy,True
node/12453514642,node,12453514642,,,,-22.8876529,-43.2531342,OpenStreetMap amenity=pharmacy,True
node/12453557384,node,12453557384,,,,-22.88069,-43.2581537,OpenStreetMap amenity=pharmacy,True
node/12453587509,node,12453587509,Drogaria Raia,,,-22.8780196,-43.2643248,OpenStreetMap amenity=pharmacy,True
node/12453756789,node,12453756789,Drogaria Arafarma,,,-19.3975851,-40.0583074,OpenStreetMap amenity=pharmacy,True
node/12454325218,node,12454325218,Drogarias Pacheco,,,-16.7138466,-49.2662776,OpenStreetMap amenity=pharmacy,True
node/12456266724,node,12456266724,Farmácia Usi Popular,,,-27.1483271,-48.4930327,OpenStreetMap amenity=pharmacy,True
node/12457202943,node,12457202943,Farmadez,,,-22.96097,-43.2080563,OpenStreetMap amenity=pharmacy,True
node/12459031345,node,12459031345,,,,-25.430406,-48.7117332,OpenStreetMap amenity=pharmacy,True
node/12459216940,node,12459216940,Drogal,,,-22.7088929,-47.6617227,OpenStreetMap amenity=pharmacy,True
node/12459651257,node,12459651257,São João,,São João,-29.2010185,-51.1979439,OpenStreetMap amenity=pharmacy,True
node/12461028193,node,12461028193,Pague Menos,,Pague Menos,-27.5930076,-48.5512321,OpenStreetMap amenity=pharmacy,True
node/12461068231,node,12461068231,Farmácia Preço Baixo,,,-14.2259565,-42.7786911,OpenStreetMap amenity=pharmacy,True
node/12461489453,node,12461489453,Drogaria Confiança,,,-17.5468099,-52.5440695,OpenStreetMap amenity=pharmacy,True
node/12461769387,node,12461769387,Taty Farma,,,-21.724984,-48.1549715,OpenStreetMap amenity=pharmacy,True
node/12462861805,node,12462861805,Farmácia Drogal,,,-22.8649055,-47.0540542,OpenStreetMap amenity=pharmacy,True
node/12462876699,node,12462876699,Drogaria Tamavy,,,-22.8702243,-47.0637011,OpenStreetMap amenity=pharmacy,True
node/12463765138,node,12463765138,"Farmácia Básica Municipal | FBM | SESAU | Poder Executivo | Livramento De N. Senhora, BA | SUS",,,-13.6505349,-41.8415501,OpenStreetMap amenity=pharmacy,True
node/12463898291,node,12463898291,"Farmácia Especializada | CAPS Tipo II Maria C. S. Marques Souza | Livramento De N. Senhora, BA | SUS",,,-13.6385232,-41.8488776,OpenStreetMap amenity=pharmacy,True
node/12464089401,node,12464089401,Drogashop,,,-17.5512021,-52.5471409,OpenStreetMap amenity=pharmacy,True
node/12465250754,node,12465250754,Drogarias Ultra Dopular,,,-14.0676965,-42.4903775,OpenStreetMap amenity=pharmacy,True
node/12465940233,node,12465940233,Globo,,,-3.6558474,-45.3764901,OpenStreetMap amenity=pharmacy,True
node/12468714676,node,12468714676,Drogasil,,Drogasil,-3.8265717,-38.5800583,OpenStreetMap amenity=pharmacy,True
node/12468904952,node,12468904952,riofarma,,,-22.9307014,-43.1775114,OpenStreetMap amenity=pharmacy,True
node/12469600849,node,12469600849,Droga Raia,,Droga Raia,-24.184674,-46.7872221,OpenStreetMap amenity=pharmacy,True
node/12471621654,node,12471621654,Farmácia Artesanal,,,-17.5627573,-52.553749,OpenStreetMap amenity=pharmacy,True
node/12471621656,node,12471621656,Drogasil,,Drogasil,-17.56259,-52.5487619,OpenStreetMap amenity=pharmacy,True
node/12472108310,node,12472108310,,,,-28.8633262,-51.5524706,OpenStreetMap amenity=pharmacy,True
node/12472689657,node,12472689657,,,,-16.6533064,-49.289724,OpenStreetMap amenity=pharmacy,True
node/12472718581,node,12472718581,Farmácia São João,,Farmácia São João,-29.1703896,-51.151779,OpenStreetMap amenity=pharmacy,True
node/12472800603,node,12472800603,Drogaria Catarinense,,,-26.9234618,-49.0610857,OpenStreetMap amenity=pharmacy,True
node/12475698449,node,12475698449,Farmácia São João,,Farmácia São João,-29.7523512,-50.014163,OpenStreetMap amenity=pharmacy,True
node/12475734819,node,12475734819,Panvel,,Panvel,-29.7484474,-50.0121014,OpenStreetMap amenity=pharmacy,True
node/12476297408,node,12476297408,Carrefour Drogaria Hiper Piracicaba,,,-22.72473,-47.6744051,OpenStreetMap amenity=pharmacy,True
node/12477155818,node,12477155818,Farmácia Preço Baixo,,,-1.0106472,-48.9613558,OpenStreetMap amenity=pharmacy,True
node/12477155819,node,12477155819,Drogaria Popular,,,-1.0106204,-48.9613705,OpenStreetMap amenity=pharmacy,True
node/12478307748,node,12478307748,Drogaria São Carlos,,,-22.8913857,-47.0685365,OpenStreetMap amenity=pharmacy,True
node/12479444466,node,12479444466,Drogasil,,Drogasil,-23.5064259,-46.6429326,OpenStreetMap amenity=pharmacy,True
node/12481636386,node,12481636386,Rede de Farmácia Minas,Estado de Minas Gerais,,-15.8107004,-42.2313972,OpenStreetMap amenity=pharmacy,True
node/12484484030,node,12484484030,Drogashop,,,-17.5662539,-52.5642525,OpenStreetMap amenity=pharmacy,True
node/12486461740,node,12486461740,Drogaria São Bento III,,,-17.566492,-52.5651783,OpenStreetMap amenity=pharmacy,True
node/12487273867,node,12487273867,Drogaria São Paulo,,,-23.4952204,-46.6359875,OpenStreetMap amenity=pharmacy,True
node/12487486290,node,12487486290,Drogasil,,Drogasil,-23.7249326,-46.5700266,OpenStreetMap amenity=pharmacy,True
node/12487509886,node,12487509886,,,,-1.3317279,-48.443543,OpenStreetMap amenity=pharmacy,True
node/12488876410,node,12488876410,Drogaria Farmabem (Areal),,,-22.238052,-43.1009516,OpenStreetMap amenity=pharmacy,True
node/12489873399,node,12489873399,,,,-22.8962191,-43.5770505,OpenStreetMap amenity=pharmacy,True
node/12492253659,node,12492253659,São João,,São João,-29.6895096,-51.1067569,OpenStreetMap amenity=pharmacy,True
node/12495832654,node,12495832654,Drogaria Boa Ventura,,,-21.6941194,-45.249663,OpenStreetMap amenity=pharmacy,True
node/12496889236,node,12496889236,Drogal,,,-22.7670153,-47.6498057,OpenStreetMap amenity=pharmacy,True
node/12498226489,node,12498226489,Farmácia 4 Ilhas,,,-27.1493404,-48.4865086,OpenStreetMap amenity=pharmacy,True
node/12498226492,node,12498226492,Farmagnus,,,-27.1496365,-48.4883162,OpenStreetMap amenity=pharmacy,True
node/12499324854,node,12499324854,Panvel,,Panvel,-29.7647202,-50.0208013,OpenStreetMap amenity=pharmacy,True
node/12499344132,node,12499344132,Panvel,,Panvel,-29.765536,-50.0212176,OpenStreetMap amenity=pharmacy,True
node/12500932952,node,12500932952,Farmácia Nones,,,-26.7168521,-49.4852572,OpenStreetMap amenity=pharmacy,True
node/12501223522,node,12501223522,Rede de Farmácia Minas,Secretaria de Saúde do Estado de Minas Gerais,,-16.0031123,-41.2779631,OpenStreetMap amenity=pharmacy,True
node/12501223524,node,12501223524,Farmácia Indiana,,,-16.0044143,-41.281869,OpenStreetMap amenity=pharmacy,True
node/12501362982,node,12501362982,Droga Senna,,,-15.8160737,-47.9780501,OpenStreetMap amenity=pharmacy,True
node/12501375010,node,12501375010,Drogaria Saúde Master,,,-15.8698242,-47.9678931,OpenStreetMap amenity=pharmacy,True
node/12501509924,node,12501509924,Farmacias Rossa,,,-28.51325,-49.4573909,OpenStreetMap amenity=pharmacy,True
node/12501678705,node,12501678705,Famácia TL,,,-15.8172413,-48.1537087,OpenStreetMap amenity=pharmacy,True
node/12502233753,node,12502233753,Drogaria meno preço Samambaia Sul,,,-15.8795304,-48.0648569,OpenStreetMap amenity=pharmacy,True
node/12502466493,node,12502466493,GuanPharma Farmácia de Manipulação,,,-14.2114983,-42.7665044,OpenStreetMap amenity=pharmacy,True
node/12503192520,node,12503192520,Drogasil,,,-7.9945695,-35.038845,OpenStreetMap amenity=pharmacy,True
node/12503583734,node,12503583734,Farmácia do Seu Manoel,,,-0.77085,-47.1764431,OpenStreetMap amenity=pharmacy,True
node/12505668975,node,12505668975,,,,-15.625814,-47.7216735,OpenStreetMap amenity=pharmacy,True
node/12505697573,node,12505697573,Farmácia Pharma Vida,,,-23.7700965,-48.1313842,OpenStreetMap amenity=pharmacy,True
node/12509804779,node,12509804779,,,,-6.1563208,-37.1042351,OpenStreetMap amenity=pharmacy,True
node/12509805928,node,12509805928,PharmaVida,,,-6.7570641,-36.4686945,OpenStreetMap amenity=pharmacy,True
node/12509805929,node,12509805929,Drogaria Dantas,,,-6.7563909,-36.4704241,OpenStreetMap amenity=pharmacy,True
node/12511443689,node,12511443689,Droga Raia,,Droga Raia,-29.7551275,-50.0156584,OpenStreetMap amenity=pharmacy,True
node/12512914622,node,12512914622,Drogaria Juparanã,,,-19.40169,-40.066344,OpenStreetMap amenity=pharmacy,True
node/12512914670,node,12512914670,Farmácia Natufarma,,,-19.4004519,-40.0635828,OpenStreetMap amenity=pharmacy,True
node/12521676250,node,12521676250,Duda&Gabi,,,-12.9666437,-38.5010993,OpenStreetMap amenity=pharmacy,True
node/12521765679,node,12521765679,Drogaria Brasil,,,-17.5661795,-52.5603061,OpenStreetMap amenity=pharmacy,True
node/12522789659,node,12522789659,Farmácia Oliveira,,,-7.9361702,-41.2116671,OpenStreetMap amenity=pharmacy,True
node/12522789661,node,12522789661,Pague Menos,,Pague Menos,-7.9363606,-41.2118173,OpenStreetMap amenity=pharmacy,True
node/12522789667,node,12522789667,Paulo Farma - A sua famácia,,,-7.9368364,-41.211457,OpenStreetMap amenity=pharmacy,True
node/12522884635,node,12522884635,Drogasmil,,,-22.9112943,-43.175125,OpenStreetMap amenity=pharmacy,True
node/12523020328,node,12523020328,Drogaria São João,,,-8.3569854,-42.2487603,OpenStreetMap amenity=pharmacy,True
node/12523020344,node,12523020344,Drogaria Vida - Centro,,,-8.3569746,-42.2489348,OpenStreetMap amenity=pharmacy,True
node/12523020349,node,12523020349,Drogaria Santa Rita,,,-8.3573339,-42.2483387,OpenStreetMap amenity=pharmacy,True
node/12523020362,node,12523020362,Drogaria Saúde,,,-8.3575303,-42.2487458,OpenStreetMap amenity=pharmacy,True
node/12523020491,node,12523020491,Farmacia do Trabalhador,,,-8.3613817,-42.2474649,OpenStreetMap amenity=pharmacy,True
node/12523020499,node,12523020499,Drogaria Exata,,,-8.3606484,-42.2478657,OpenStreetMap amenity=pharmacy,True
node/12526680136,node,12526680136,Pacheco,,Pacheco,-22.9280568,-43.5539892,OpenStreetMap amenity=pharmacy,True
node/12527105267,node,12527105267,Drogaria Ultra Popular,,,-22.7339035,-47.6507421,OpenStreetMap amenity=pharmacy,True
node/12530156717,node,12530156717,Drogaria Bem Estar,,,-17.5582949,-52.5505818,OpenStreetMap amenity=pharmacy,True
node/12531657844,node,12531657844,Hiper Popular Drogarias,,,-17.5672091,-52.570742,OpenStreetMap amenity=pharmacy,True
node/12532883838,node,12532883838,Farmácia Central,,,-7.0794224,-41.4319206,OpenStreetMap amenity=pharmacy,True
node/12532883976,node,12532883976,Farma Gilson,,,-7.0869437,-41.4702438,OpenStreetMap amenity=pharmacy,True
node/12532884018,node,12532884018,FARMANET,,,-7.0290172,-41.4054961,OpenStreetMap amenity=pharmacy,True
node/12532884023,node,12532884023,Farmácia Velosinho,,,-7.0297392,-41.4062995,OpenStreetMap amenity=pharmacy,True
node/12532884091,node,12532884091,Farmácia Ramos,,,-7.0874771,-41.402855,OpenStreetMap amenity=pharmacy,True
node/12532884115,node,12532884115,Farmácia Maria Luiza,,,-7.073056,-41.3967715,OpenStreetMap amenity=pharmacy,True
node/12532884174,node,12532884174,DROGARIA FREITAS - FILIAL,,,-7.0932876,-41.4987204,OpenStreetMap amenity=pharmacy,True
node/12532884367,node,12532884367,DROGARIA RL,,,-7.0863363,-41.409084,OpenStreetMap amenity=pharmacy,True
node/12532884371,node,12532884371,Farmasousa - Farmácia em Picos - Medicamento em Picos - Drogaria em Picos,,,-7.0865289,-41.408647,OpenStreetMap amenity=pharmacy,True
node/12532884387,node,12532884387,Farmácia,,,-7.0877625,-41.4059162,OpenStreetMap amenity=pharmacy,True
node/12532884428,node,12532884428,FARMÁCIA INÁ,,,-7.0805384,-41.4194394,OpenStreetMap amenity=pharmacy,True
node/12532884441,node,12532884441,Drogaria Barros,,,-7.0826519,-41.4173536,OpenStreetMap amenity=pharmacy,True
node/12532884494,node,12532884494,Farma Junco,,,-7.0807781,-41.4312026,OpenStreetMap amenity=pharmacy,True
node/12532884583,node,12532884583,União Drogarias,,,-7.079479,-41.4316535,OpenStreetMap amenity=pharmacy,True
node/12532884671,node,12532884671,Farmácias e Drogarias Delivery,,,-7.0826856,-41.4684012,OpenStreetMap amenity=pharmacy,True
node/12532884779,node,12532884779,Drogaria Sousa,,,-7.0814768,-41.4484443,OpenStreetMap amenity=pharmacy,True
node/12532884830,node,12532884830,Farmabispo,,,-7.0783157,-41.4456728,OpenStreetMap amenity=pharmacy,True
node/12532884993,node,12532884993,DROGARIA IPUEIRAS,,,-7.070067,-41.4580184,OpenStreetMap amenity=pharmacy,True
node/12532885138,node,12532885138,União Drogarias- Bomba | Entregas em Picos PI,,,-7.0751641,-41.46687,OpenStreetMap amenity=pharmacy,True
node/12532885170,node,12532885170,Diná Distribuidora,,,-7.0817613,-41.4637835,OpenStreetMap amenity=pharmacy,True
node/12532885232,node,12532885232,Maria do Socorro Rodrigues de Andrade,,,-7.0877466,-41.4685949,OpenStreetMap amenity=pharmacy,True
node/12532885283,node,12532885283,Drogaria Nossa Senhora de Fátima,,,-7.0821482,-41.4661268,OpenStreetMap amenity=pharmacy,True
node/12532885313,node,12532885313,Drogaria Moura,,,-7.0820725,-41.4672967,OpenStreetMap amenity=pharmacy,True
node/12532885325,node,12532885325,Farmácia Pague Menos,,,-7.0818122,-41.4677174,OpenStreetMap amenity=pharmacy,True
node/12532885330,node,12532885330,Farmácias FTB,,,-7.081888,-41.4679041,OpenStreetMap amenity=pharmacy,True
node/12532885350,node,12532885350,Farmácia Iná,,,-7.0821737,-41.4678403,OpenStreetMap amenity=pharmacy,True
node/12532885369,node,12532885369,Farmácia Pague Menos,,,-7.0835333,-41.470386,OpenStreetMap amenity=pharmacy,True
node/12532885511,node,12532885511,Drogaria Nossa Senhora das Graças,,,-7.0847247,-41.4723089,OpenStreetMap amenity=pharmacy,True
node/12532885555,node,12532885555,Drogamoura,,,-7.0804233,-41.4678336,OpenStreetMap amenity=pharmacy,True
